STOCK,50000000.0
alpha,0.085
annualized_returns,0.204
benchmark_annualized_returns,0.106
benchmark_total_returns,0.339
beta,1.01
cash,55377.214
downside_risk,0.034
end_date,2019-12-31
information_ratio,1.644
max_drawdown,0.267
run_type,BACKTEST
sharpe,0.94
sortino,0.328
start_date,2017-01-03
strategy_file,../src/my_po.py
strategy_name,my_po
total_returns,0.712
total_value,85590329.695
tracking_error,0.052
unit_net_value,1.712
units,50000000.0
volatility,0.19
