STOCK,50000000.0
alpha,0.137
annualized_returns,0.233
benchmark_annualized_returns,0.076
benchmark_total_returns,0.238
beta,0.996
cash,79391.704
downside_risk,0.028
end_date,2019-12-31
information_ratio,3.064
max_drawdown,0.205
run_type,BACKTEST
sharpe,1.096
sortino,0.46
start_date,2017-01-03
strategy_file,../src/my_po.py
strategy_name,my_po
total_returns,0.835
total_value,91736714.705
tracking_error,0.045
unit_net_value,1.835
units,50000000.0
volatility,0.184
