,600519.SH,000858.SZ,002304.SZ,002415.SZ,002236.SZ,600597.SH,603288.SH,000895.SZ,601318.SH,601336.SH,000651.SZ,000333.SZ,600036.SH,600104.SH,600674.SH,600690.SH,002081.SZ,600886.SH,000625.SZ,600887.SH,000423.SZ,600276.SH,000963.SZ,600535.SH,600271.SH,600660.SH,000538.SZ,600066.SH,000002.SZ,002271.SZ,600406.SH,600900.SH,000063.SZ,002594.SZ,601238.SH,600703.SH,600309.SH,002310.SZ,002466.SZ,002142.SZ,601111.SH,601211.SH,600487.SH,002008.SZ,600383.SH,601288.SH,601988.SH,601398.SH
0,0.014517063214088684,0.0069036574070514565,0.007520073727166536,-0.002436698766448616,-0.0005001125995112278,-0.01002155248084935,-0.003648670277660901,0.004332913159672145,-0.003213372019630167,-0.007090374135460624,-0.02935944094761433,0.0012312218412494425,0.004434963176905725,0.003196173465515529,-0.009559752006959658,-0.009194191594150868,0.0038391482519302134,-0.008518323593912129,-0.0022085925503980987,-0.002109956550281884,-0.0015112308343458402,0.0010937804100236293,-0.003996913872891657,-0.0008705121037587036,-0.01051659509992172,-0.0005640625298805634,-0.005878168181101639,0.001938418268846738,-0.001448339668454035,0.0048128842112668295,0.008403401045487008,-0.006006482746411025,-0.0022495521143253592,0.006441507219784353,-0.002956276370018644,-0.002584266742924003,-0.02015146795981972,0.01744802508897785,0.015695403897003437,0.0015830902092448527,-0.0069526388008453325,-0.008225154043740527,-0.009584875078522171,0.0019376356412328078,0.006890935661854503,-0.0004992240833763119,-0.00771285393830495,-0.002743917009314793
1,0.012924662069517341,0.014113358947368159,0.004702919702277202,0.016509227154086138,0.012152476272097326,0.01431036565674159,0.005506903313435657,0.013906363329455058,0.0044392044334615535,0.005179420269479282,0.009431043905623037,0.017849656983438742,0.005134811997730229,0.010418076666477035,0.006888673899551566,0.014256783082070084,0.005429641508848236,0.007376655045222441,0.0008550173099945133,0.01570184136993591,0.01629601814872188,0.007878996795510008,0.0004179660379874155,0.008412927666951257,-0.010427310813939092,0.013514382784157574,0.01488000407097796,0.008635004791177325,0.04647680530061088,0.018224138609985136,-0.012052517419266651,0.008906607147179672,-0.007082421420258305,-0.004888347146213824,0.011877074284180422,-0.0010783295465834246,-0.017429374823704567,-0.00959538044346358,0.010898425140419766,0.01011988585743599,0.008908203590574523,0.0025050166805449183,0.01778097443642611,0.0034816068489250877,0.0004296889714453521,0.004645056717095835,0.005054817816210867,0.006382541354966742
2,0.00634434551108728,0.000164232444242515,0.00029108097694446563,-0.005531042390581788,-0.009799384826258495,-0.006732522153907013,-0.0037835253017202727,-0.002567313617087109,0.002850778162676172,0.0018871772455239155,0.020491374495949302,0.008085038072238914,-0.002751581185109691,0.0028286647504868327,-0.0028453377943472645,-0.001680966498512394,-0.005062325685834194,-0.003138696335591561,-0.0011069617883029145,-0.0010665699420936618,-0.004953035931465751,0.001964122917825368,0.00410696011312093,0.002711719376069374,-0.008028454555499328,0.005719428331848014,-0.009909650307138758,-0.00623783479234904,-0.009787023970515282,-0.000445631482319556,0.004376362104460091,-0.005145657443785472,0.009063453246908892,-0.008793683979424559,-0.005760397811246448,0.008512111802272723,0.01969963443615596,0.040034706063165074,-0.007289296060255582,0.0028918109413387048,-0.0032352820563405727,0.0007259669972205473,0.019370654750320463,0.0003810309160978676,0.007921315165719242,-0.0017783674233941922,-3.614791867957589e-05,-0.001090405450251885
3,0.012826995835795135,0.016813836408911452,0.008124100165954929,0.027978817927821184,0.02034805094558261,-0.0006395317919074025,0.015123534950709575,0.0024959118546735715,0.004222267731685345,0.00173650117753796,0.019248416997331003,0.01084453653494852,0.005017085550118561,0.009170854923358273,0.0045664173519405745,0.012760549585563628,0.007404339096349417,0.0070755797552007815,0.0015433398630875098,0.002920691534455386,0.012401857069969605,0.010037913435514308,0.012878140049648138,0.0005875957026717964,0.00030421046927849265,0.011632942220005842,0.012797349042465432,0.001821454691671354,0.0004845420174262496,0.015604823727998075,0.00682261121065057,0.005528889751454896,-0.00039039534150826376,0.0027537709163545504,0.005888337493129474,0.015048519782360163,0.0126182363575648,-0.004996074051842245,0.001967319353184936,0.0035910414009716033,0.013142998660603906,6.077791391664376e-05,0.01401064748072785,0.01625640573161569,-0.0063614815649176044,0.0051723868506444795,0.002607341568377027,0.006032409041958499
4,0.011591138161020538,0.012166896210592592,0.008124560836662994,0.014651434414204415,0.018338679991921528,-0.0004256173440749076,0.00697301968152575,-0.0010969893537915117,0.024551795000561646,0.0228267783319927,0.01104813098162348,0.02026954334439461,0.024942096391500697,0.01003340677428178,0.004254232502359456,0.0077492448356760515,0.001499483555914737,0.002692675821717159,-0.0031690159196783177,0.015977718467996744,-0.0014893460817707199,0.012343960123032294,0.004804678618828443,-0.004306656605788811,-0.000907434899419246,0.005514052571181055,0.01342309773023418,0.0052920348978747825,0.008760092825208902,0.014955981061696887,0.006996090267978733,0.00898203099881526,0.024898917493315468,-0.0033160650988503285,0.0009674415369475783,0.010749535393584187,0.01446147747685371,0.018608183871020388,0.037084028951547165,0.01248916426340848,0.0016232876862932346,0.007214827814246794,0.0054698079254274674,0.010441965926260795,0.005126498268605594,0.011805041344876602,0.012346873887241644,0.01700108647346461
5,0.021682289437076032,0.024612727866937783,0.015937310275704997,0.012933764206479532,-0.006925747730413729,0.012090937838471346,0.016653904709991268,0.012066489125974343,0.01501099641050791,0.006334420170931841,0.010867118526968644,0.01023303516873678,0.0036469107762634647,0.00339984043551549,0.002683403496588211,0.020815560843573118,0.020128742551278923,-0.0018936241841198038,-0.004756562557477486,0.021023307732939728,-0.002095627434026503,0.014454237906700612,0.00868089741248238,-0.003649659611826505,0.0067883290196849785,0.012664026547642726,0.004452480570486854,0.009024854713796392,0.02090336894497775,0.00790681165250688,0.003940313889914893,0.0011055308144296435,0.02562959071591658,0.019416522609793596,-0.0012693110901534515,0.0154472575151021,0.016772026603008434,0.008959607104614435,0.000568233696865147,0.006015133485943873,0.020111752866632145,-0.005547699669278262,0.03089355130233836,0.02315399981211871,0.005347223927262675,-0.0009241700027996967,-0.003254857589582615,0.0007841305661361532
6,-0.0021957013922334493,-0.007411226436272632,-0.0002878789575116872,0.0035635381681681493,0.008462898094282904,-0.01875148427521137,0.00975009838570428,0.0020174238639794908,-0.006728596450758199,-0.026473021698171704,0.0045322269726833465,0.006269219916988641,0.001556932970965133,0.0005216149957916259,-0.00776462063245853,-0.0041541731609497715,-0.011819352411236423,-0.003850596757497196,-0.01088610220589733,-0.010776720031884906,-0.0007821464241322129,0.012165277573095908,0.015070217604169043,0.014210124182488022,0.007168350016774634,-0.014544724117299032,-0.0017749726488374019,-0.009062098608579079,-0.002709538720801488,-0.005320499041222285,-0.0027778817859689976,0.0020518620148530326,-0.0006626698479101192,-0.010950393270514685,-0.01629720904089795,-0.013927997868183007,0.019147582818339958,-0.002734019447742621,0.00040250108182163816,0.0016169990769658075,-0.0004576795551586046,-0.0018363990576787453,-0.009996360428462558,-0.00140235363246221,-0.004358293944847229,0.0005389231493125199,-0.0016637237529968307,-0.0005881937944949094
7,0.0015560076848947346,-0.0019149290471133808,0.0009432968140820699,-0.009973614725270318,-0.02403522516882067,-0.005539112852462878,0.00639287690850718,0.0004971903203621129,0.0035432968314185295,0.0061324032264426405,-0.011066864411350512,-0.0004653883651679878,-0.0006883157754730929,-0.003156626836632269,-0.002026805485384278,-0.005437372562630223,-0.01362973534358652,0.006768378971226102,-0.01777601711985123,0.003402066429388144,-0.013471391645610993,0.0050293073522117175,0.0017299282831129054,-0.01759553254737377,0.012373285406094548,0.0075972280603210955,0.007425564988130393,-0.0143687977113576,-0.009187616140134231,-0.017847379453646218,-0.007020000404897488,0.002917876601824816,-0.02716980312300464,-0.010138613235260592,-0.01148642807226629,-0.01075660717649738,0.01934736330007766,0.0007824497159881295,-0.021793142849796412,-0.0033442704839615565,-0.023923903186309724,-0.007834940973078587,-0.005294028140873763,-0.0013915773366142794,-0.011133991616936623,-0.00012392405568942727,-0.0016761979750347822,-0.002197169306817884
8,-0.005578058549335287,-0.011367878268872356,-0.005583290950269868,-0.0104024053341231,-0.011794051641241202,-0.007148448758016836,0.0019226039694308465,-0.0009617562274940797,-0.005158986673306915,-0.004939188811005511,-0.002958587987045945,-0.014648718513815431,-0.004759853932719069,-0.002376821434355163,0.0035558442162622436,-0.0036760439890601453,-0.006597181186879779,0.005349317174448028,-0.0036433612744879826,-0.007205624067016798,-0.006306645678645224,-0.011936609283402802,-0.02927749110806816,-0.008668837142117566,-0.009829926167403243,-0.002842515362059562,-0.015936488903640914,-0.013899652576398022,0.00426888250504174,-0.0055047442568100366,0.013860790947959535,-0.0007517935934936976,0.010051031245435852,0.010249631863872158,0.0009356838096626194,-0.015935065371669242,-0.028738350085476663,-0.046856781196518614,-0.0029681189166819444,-0.00042387820532850803,0.004148383492029206,0.002662104711438723,-0.012584924061295868,-0.01812456925827349,0.007615241174359445,0.00025486683286472496,0.001505019388526004,-0.0018129624599688321
9,0.03059469824927128,0.04318482490148262,0.013880897629018184,0.013526977076414296,0.023929345245017917,0.0142738546570788,0.016159020287728813,0.011006790770031995,0.02617274174227871,0.020498360353505243,0.0293498330382178,0.017790668329915525,0.019194289777459392,0.0028602979336611067,0.0016417692215154225,0.014138109290487824,0.017397239849747045,0.0009118055105068208,0.017850964013965014,0.020006820061784475,0.006645353952668187,0.024726219384330644,0.017774967691199003,0.00874234312994265,0.007381525936877242,0.00624744829549998,0.009256074762903804,0.013349306430972874,0.012151467555364788,0.026545174755307568,0.005142650907571307,0.0037698666966512018,0.032445301762587954,0.007805689250398712,0.012860628218713458,0.012055210723964316,0.030269819638255164,0.0025674024109156608,0.0032860249368765275,0.02110724143753933,0.018890412985853332,0.013171077274056307,0.012292780919840221,0.016636423349330208,0.014631875758760734,0.002798312090849072,0.004702206048621239,0.005920159484682765
