,000338.SZ,000876.SZ,000895.SZ,000961.SZ,001979.SZ,002007.SZ,002153.SZ,002714.SZ,300015.SZ,300059.SZ,300122.SZ,300144.SZ,600009.SH,600011.SH,600100.SH,600271.SH,600276.SH,600309.SH,600332.SH,600372.SH,600406.SH,600436.SH,600498.SH,600547.SH,600570.SH,600585.SH,600588.SH,600886.SH,600900.SH,601155.SH,601186.SH,601225.SH,601288.SH,601688.SH,601877.SH,601888.SH
0,-0.007229401089332944,-0.01519905752793181,0.004332913159672145,0.004010780694356119,-0.00952656481799338,0.0146443010652037,-0.007786319906556597,0.01145569762176602,-0.004119211816011056,-0.013576138211870785,0.0017173698324600415,0.006217605391703392,-0.0014080987396052718,-0.003369172544501745,0.003634545705448693,-0.01051659509992172,0.0010937804100236293,-0.02015146795981972,-0.01380731538563893,-0.010526741046625468,0.008403401045487008,-0.0040700386557961455,-0.014556158167824547,0.030406092054261324,0.007055423715230277,0.002885439540820663,-0.017910389897428613,-0.008518323593912129,-0.006006482746411025,-0.025094304647680588,-0.004489157307366779,8.947688691717525e-05,-0.0004992240833763119,0.0056619192983815405,-0.016500742872403162,-0.012209202305664387
1,0.0063019282656474026,0.007400642135598426,0.013906363329455058,0.017930793061780515,0.008771367224132173,0.016202179797221324,-0.012284979238911269,-0.00010856905549069308,0.010293500306395734,-0.0043930992386483824,0.018221934602573688,-0.007171871554881284,0.003772660664502285,0.002099322439151015,-0.020859597255273584,-0.010427310813939092,0.007878996795510008,-0.017429374823704567,0.0033970012611381317,0.0024740277684200678,-0.012052517419266651,0.02031655581500261,0.005325105887309996,0.03518801442185622,0.013252881287030713,0.005872713762157001,0.0160385637885391,0.007376655045222441,0.008906607147179672,0.01303549712677528,-0.004697755003986013,0.008890401596652357,0.004645056717095835,0.010715255307113794,0.010230865033844915,0.0034750622331865123
2,0.008452055249734573,-0.0032639312963317468,-0.002567313617087109,0.013686385954314777,0.0024763356622975892,-0.0031193897537238925,-0.0014682207347032987,-0.0070495231456925685,-0.009962666248171392,-0.008596116353177937,-0.0023388661053538647,-0.0074032863835281236,-0.0040537176823888035,-0.0014863757967673065,0.016540240665502026,-0.008028454555499328,0.001964122917825368,0.01969963443615596,0.0036121742665705015,-0.005216480040819558,0.004376362104460091,-0.0033230422248336595,-0.00017193825936683414,-0.009291536725987695,-0.015358685316680328,-0.0004511122974622888,-0.008169076401546634,-0.003138696335591561,-0.005145657443785472,-0.002300321864153305,0.016937106894723417,-0.007226627049985041,-0.0017783674233941922,-0.005806533949862146,-0.003394698576586337,-0.003283705458391609
3,0.007358754690345311,0.0009806295903519978,0.0024959118546735715,-0.02004974393760953,0.009538460547893476,0.00171354280176027,-0.0033214682517754114,0.011051118442081443,0.0015124858450511868,-0.01337625539619656,0.015613819936620544,-0.001623852635090096,0.015528408502080841,0.006191332215990912,-0.006469966971173831,0.00030421046927849265,0.010037913435514308,0.0126182363575648,-0.00010324049331238558,0.00015100117183329008,0.00682261121065057,0.011375663467852334,-0.004895589115994506,-0.004695522337642719,-0.01021236367709684,0.013730637718615277,-0.010125887723691052,0.0070755797552007815,0.005528889751454896,0.017332466807215712,0.0059306747334626824,0.012472850597091844,0.0051723868506444795,-0.002736744847491281,-0.0014355887507936232,0.013402045292151022
4,0.013971317978127314,-0.0006655847124095361,-0.0010969893537915117,-0.008481972753180123,0.0019968610426530187,-0.0139889766779346,0.0020922952513293754,0.01759781198483206,0.006275344721108285,0.014918397245960597,0.008331482648828601,-0.00257698785152672,0.006406431555752347,-0.002752178392525493,-0.000984614292191276,-0.000907434899419246,0.012343960123032294,0.01446147747685371,0.00787791784020718,-0.0061424500018214465,0.006996090267978733,0.0012871055262992073,0.012473007107348031,-0.005660614247355664,0.013476165481289382,0.009467381834342259,0.012312814368149369,0.002692675821717159,0.00898203099881526,0.006024828110521498,-0.0011377733660096526,0.02140419900132782,0.011805041344876602,0.013885116503359538,-0.0005551782000067691,0.0073329093853811795
5,0.013431574456325786,-0.0009070133440473162,0.012066489125974343,0.0018420112920780282,0.0017078581717318415,-0.002210280622232581,0.010162008213310742,0.025817140844068262,0.01721993660696096,-0.0029935510737286717,0.0119425632857669,-0.0008148775251831718,0.012144243279530531,-0.008314203593131906,-0.017548103821598125,0.0067883290196849785,0.014454237906700612,0.016772026603008434,0.008989999199021815,-0.010923022845839354,0.003940313889914893,0.008095509553634583,0.004511948010968527,-0.0012159349452630773,0.0003515049156808186,0.01298164086551202,0.001522999670938366,-0.0018936241841198038,0.0011055308144296435,0.03374969185317612,-0.006420044754399076,0.0011363619776552287,-0.0009241700027996967,-0.009976641058762259,0.021923096575075157,0.024153224458952002
6,0.0006486005470042053,-0.0016820877219161038,0.0020174238639794908,0.011316447519168295,0.008826131503233534,0.004367161555626037,-0.0015043797523633636,-0.004111439782760262,0.021411208540857426,0.020226951262396403,0.02496728326720721,0.006332603391182167,0.00706176922223802,0.0016732716558579867,0.006909423085955683,0.007168350016774634,0.012165277573095908,0.019147582818339958,0.007948025531266304,0.006065660025164817,-0.0027778817859689976,0.02443288201640924,-0.001208202381523755,-0.0044624658316007705,0.018711344138501205,0.01087758180407132,0.03737331654618287,-0.003850596757497196,0.0020518620148530326,0.01098861418119377,-0.00583519614609593,0.0013133476216357677,0.0005389231493125199,0.005016212805757422,0.005554857518673828,0.012615574026881574
7,-0.0025702760987019275,-0.007590579176486828,0.0004971903203621129,-0.009287182895956607,-0.011461248130051246,0.010082058109022988,0.02468286124980956,-0.006308266574569066,0.00351045588067986,-0.0052446723414077455,0.0075096786440323315,0.010141757375538423,0.009389905165791235,0.010660766483393229,-0.0036452258336770937,0.012373285406094548,0.0050293073522117175,0.01934736330007766,-0.0007591135634252852,-0.0066577997920438,-0.007020000404897488,0.007836443958136867,0.007975261212517577,-0.012591956293818348,-0.003853923308522777,0.008941152412968275,0.0028828010018555365,0.006768378971226102,0.002917876601824816,-0.012046701198290159,0.006341122792718512,0.0005338925142070089,-0.00012392405568942727,-0.008097300424130056,-0.010515131838326778,0.010519694890762472
8,0.0028222053594503,0.011004132851325888,-0.0009617562274940797,-0.0014997861626915034,0.004388809885670612,0.0010392271154733225,-0.017012726406915674,0.01584740446697485,-0.004591235805025702,-0.0013135307345427598,-0.002936236648012221,-0.00447975856705955,-0.0055089980738683144,0.0028249321717172308,0.0011005734055999604,-0.009829926167403243,-0.011936609283402802,-0.028738350085476663,0.0052091661754423285,0.0031352447790777642,0.013860790947959535,-0.007947783876625572,-0.0011526768848305552,0.01884412595457877,-0.0010956318784242848,-0.012952572410435587,-0.012751329901793866,0.005349317174448028,-0.0007517935934936976,0.0013071353012754474,0.0033110630704938928,2.790283668430169e-05,0.00025486683286472496,0.004681291017428001,0.005506191813666714,0.002340429012087896
9,0.029368825603368637,0.05502975417259935,0.011006790770031995,0.028215166579174913,0.01467536272770771,0.01672004470957831,0.011681714307172438,0.051313435838565374,0.01593687177517767,0.02182415347658787,0.007943559179712097,0.00443392251465507,0.0206906359454722,-0.004799820598751477,0.007145160830893077,0.007381525936877242,0.024726219384330644,0.030269819638255164,0.015290616449804353,0.010794437522011166,0.005142650907571307,0.017915022894889946,0.0025694735999093788,-0.0016682568057724266,0.030055465925955958,0.019205585921648668,0.025986435869000905,0.0009118055105068208,0.0037698666966512018,0.03248419154608805,0.0007987871479634358,0.012541651569181177,0.002798312090849072,0.015468027218548137,0.0038348643067870397,0.016353369004132416
10,-0.0017886713758619227,0.009846141978726887,-0.009240816550147787,-0.009172080750397393,-0.0037912917144241353,0.009851653829902593,0.0063901835061479575,0.01656239790801493,0.015598420688825098,0.005043614828867106,0.00810511244463463,0.010123354691064224,0.011446886120961793,-0.0023389081574121005,-0.00871989726322515,-0.008320534301800726,0.012533474391838663,0.003063350444298532,-0.010840850787794072,-0.00026921344838913,-0.006537267168533279,-0.00729426422448463,-0.0036426792439932616,0.04030736443555125,0.01010780733975963,0.002265357904310091,0.01822496063130073,0.01280416601745919,0.00823910946364425,-0.022000515930111517,-0.008521002247013252,0.0016283998396462375,-0.0030671578222498603,-0.0014539526146578525,-0.00525033847167136,0.013368728893492185
11,0.01802248604950512,0.0012143056072935914,0.01617558088123346,0.02267373083318763,0.0003957273476189393,0.002473405511749186,0.009131560389647556,0.004457121566260743,0.009185718240713995,0.0033307020890118405,0.00226692891819288,0.009993038867855757,-0.004707368210268103,-0.006575071385344711,-0.0006744722702973972,0.002591120612311711,0.0034385158949647283,0.011914757528775551,-0.005066217749014795,-0.002912736898314773,0.013819763475018558,0.005472667099576363,0.0007999882851805034,-0.011446252779559464,0.0019694673984594307,0.01707592062673795,-0.006886107461604654,-0.004710355593839562,-0.0012300871823856302,0.025192329487271858,0.005826045190149153,0.0002414658387741312,0.005537330605735803,0.002049264300167902,0.009543604431152522,-0.004366817213701213
平均收益率,0.0073991166363009874,0.004680612713064399,0.004052648963071808,0.00426537911951876,0.002333150787539177,0.004814577286803888,0.0017302107188493345,0.011377027509504256,0.006855902394713506,0.0013208712961042485,0.00844538583388857,0.0019309706428941738,0.005896896479183231,-0.000515508791860364,-0.001964327834503085,-0.0009519528647468123,0.007810766408470422,0.006747921311194068,0.001812346895355429,-0.0016690060672788693,0.00291452642253119,0.006174726779171761,0.0006689616708083798,0.00614275474160395,0.005371621335098599,0.007491643973607138,0.004874925040825171,0.0017389151525683561,0.0023639793768980787,0.006556075897773516,0.0006703225837200324,0.004421110269149001,0.002029922850322462,0.002450492796321061,0.0015784834141176786,0.006975109351605836
平均收益率/收益率标准差,0.7585553527573106,0.2803886700204722,0.5514397388638268,0.30193459908389186,0.3134625016059276,0.5508881626047245,0.15696371493210767,0.7242548110670791,0.7260968156196862,0.11374575963940707,1.0593294075191306,0.3006124999122508,0.7246213707884531,-0.0989073151939448,-0.19512342154064874,-0.12029738047993575,0.9053556409390244,0.3774349538765822,0.22385135086645316,-0.2628526091656995,0.3678274491448743,0.5920905252903165,0.10145659202647826,0.33055982835397096,0.44146708118291794,0.8912864704777378,0.29674419038292826,0.2879386435161302,0.48577129440239,0.3501707603884254,0.09529232727649116,0.5900351405634118,0.5091023556445655,0.3065977788135161,0.1614782438223486,0.7139480598967961
