,000528.SZ,000543.SZ,000636.SZ,000656.SZ,000681.SZ,000732.SZ,000860.SZ,000975.SZ,002127.SZ,002223.SZ,002242.SZ,002281.SZ,002299.SZ,002353.SZ,002368.SZ,002371.SZ,002410.SZ,002414.SZ,002463.SZ,002506.SZ,002690.SZ,300001.SZ,300146.SZ,300253.SZ,300383.SZ,600053.SH,600161.SH,600536.SH,600623.SH,600673.SH,600729.SH,600801.SH,600872.SH,601928.SH,603369.SH,603568.SH,603806.SH
0,-0.00411642525173875,-0.014444615246411746,0.020592474290792438,-0.01389397265823292,-0.02378524788486973,-0.007461986191883348,-0.004363110773636632,-0.029220020775138293,0.05712203594173945,-0.012964463507761164,-0.004291126796935241,-0.0005420972756216778,0.013764595497038243,-0.013704027564012743,-0.019600000345725874,0.01762949098959038,-0.0010816977493797394,-0.005865005556870944,-0.009160446126304844,-0.022124807908606537,-0.014049475617586522,-0.004575525123650264,0.00826407549615065,-0.015686772257881145,0.06516121910606618,-0.011997543781535296,0.01084662061347353,-0.011039076070288234,0.036428226185036286,0.0149077394841014,-0.03454435221848052,0.0024989364789353022,-0.0022664930792853275,-0.012356224535175923,0.01852505781401065,-0.007816235726960375,-2.0596358952143742e-05
1,0.0013055660941168178,0.009623880531842292,-0.009084820968997242,-0.003981437957791136,-0.001272173229575603,0.0009451976474338775,0.004995267313892634,0.013918544727390802,0.011779530984681942,0.012201114100829491,0.006226844883903311,0.007974202414769635,0.02139505851061352,-0.003687757585336785,-0.00582115867210489,0.042927332860197495,0.01719009234466297,0.011662204940411177,0.012112456727057169,-0.01176924220059508,-0.002790948996210559,-0.0055961411339032685,-0.014911558378181897,-0.0015736282110182904,-0.004551132685060979,-0.0043016477752334725,0.0033306480457233538,0.007830487188493218,-0.013955917424086698,0.014261394116003337,0.010883529800662036,0.0020446154311505186,0.010994284365685478,0.003603401696206432,0.0005939862628845075,0.000916814265699784,0.016916177581259555
2,0.004081957768398951,-0.0005811593745217397,0.005779786189543125,0.024414785285239028,-0.010235439834044206,-0.010695766392219629,0.0010707546759023542,0.01793562233350309,0.0094498645340963,-0.009742330126652187,-0.007798496945987273,0.01572585209250077,-0.0008181021726134532,0.01043543037327448,0.0026886956481035305,-0.02769863496937685,-0.008669303995814762,-0.008046519618548468,-0.006381308742979786,-0.009236129559361756,0.00024117174831004345,-0.008928131328183674,0.003309799305783169,-0.00570457817292966,-0.0016609036760759468,0.01655979448487006,0.006209045741195041,-0.006428783944738205,-0.018842337481619897,0.011329018481973306,0.0015821123693216426,0.0020711468834231105,-0.0007144934448623812,-0.003470808593428488,-0.002849913438149939,0.0048921773634909675,-0.002859186662664701
3,0.00889761449207711,-0.007323542982986705,-0.005943508413195927,0.010053176541137241,-0.0007787004572520224,-0.0011517632210332222,-0.005234038585903557,0.0043487157481776366,0.0028638722895899396,0.005429595634482538,0.004839832500625254,-0.011558401200786229,-0.018710111417974462,-0.007740748360067681,-0.008317290437277776,-0.002640850449430475,0.005419516437199283,-0.005425293917149573,-0.0004846390386531405,-0.008530502990794359,-0.0010994461268675597,-0.0025130771119849103,-0.002514066869047329,-0.006755697845749292,-0.00863388118985952,-0.008474149491871575,0.0155199603484452,-0.0035985755785150103,-0.015393638547676647,-0.0012694477941506215,0.004265407215619417,0.013892874457481441,0.012987380007636943,-0.0037706929288965217,0.0029802113533249747,-0.001960110908079269,-0.010832913314857343
4,0.0047291671682192895,-0.00929624236175051,0.004491920205541324,-0.008634252378076482,-0.009338812379326008,-0.0041311449783539966,0.0006418822639530878,-0.004217132767011103,0.0101584702674188,-0.004010322590916095,0.0006432642925376133,0.002647707849217814,0.003444211257267473,-0.0065958839567770225,0.00253523548837807,-0.002518831548516896,0.00773979217992258,-0.003675441010316968,-0.0008519619713671329,-0.004635965688126528,-0.005427069073610229,-0.0004566289897071484,-0.005617399917999875,-0.01493126996498049,-0.012112516948205424,-0.00668704060682059,0.015345054306587629,-0.0100290898310672,0.008878986447290486,-0.017135223334302424,0.0016795552257680925,0.02407771776820351,0.013260177474262296,-0.0006732404308138287,0.010683433268678651,-0.00045023091717403846,-0.009425093334278595
5,-0.001541181794086686,-0.006429833345546006,0.018231177404773143,-0.0002727380697861747,0.015588891769667126,0.0028936157835542076,-0.0019786998330604266,-0.0035419721999459365,-0.0050049406701066935,-0.0017762288556726418,-0.005346295344732247,0.02021736322834642,-0.009659715328716343,-0.007202730659812591,-0.007118990242237173,0.03535927379593118,0.007736470045681344,-0.006796906838457809,0.009998762980640568,0.0056464136047101356,0.0037227007170406038,-0.008908357238812717,0.012451341528426326,0.0010401172138624533,0.0005099746552466809,-0.019445281764166072,-0.015572441029948494,-0.006952199766645086,-0.01760468450902804,0.006800605691023621,-0.0026440093389165807,0.005663790710965331,0.009946594082374395,-0.0091832933742223,-0.0001413754900359603,-0.0005790534552186468,0.0065156723859101035
6,0.007008326013728981,-0.0026577834783340915,0.010124939141850909,0.0051884451852220684,0.019226211555704142,0.03858536481758526,0.017078482894695563,0.012410843649337705,0.013837123898134535,0.0018243243050582094,0.0013814549841680386,-0.0044214604588131215,0.001988371580546217,0.013589434657664145,0.0166649782284904,0.016494706889412875,0.017207388942650798,0.006281252636581127,-0.010290249274287226,5.107763230270108e-05,0.0015620959787568944,-0.004334876118920853,0.0014565106392418132,0.032145514054912026,0.023309360654119697,-0.002888755198749289,-0.002095549649196696,0.03460919659628309,0.011062703741921809,0.021675237652383297,0.017018492460871983,0.002535467188895571,-0.002242331303158214,-0.008243331146599763,0.006135601897512284,0.005960399853686736,0.002398877541453286
7,0.01599372557952325,0.0032218927154313453,0.016206069367742788,0.0001857561442456913,0.004518543957712364,-0.02938303667534142,0.029392602551953414,-0.014759701234068438,-0.012357021287186742,-0.0019171418663024298,0.0006556386688325072,-0.0018349074404953954,0.010428694753795657,0.012463300391046941,0.007237329311435327,0.007090957996921634,0.010028809087096252,-0.007990981617281194,0.02009647201266965,0.0023980377464835646,0.006328379747914115,0.0014789111648604565,0.023928485257378947,0.004178632496338384,-0.008205434450523137,-0.022825599422557828,-0.0064765952302559575,0.010266830068740008,-0.0027032195182458553,-0.00781343365715687,-0.00572871826744833,0.021912801136382387,0.015588320744896968,-0.0072261935696162965,0.005498783379832242,0.01085897837334931,-0.005913634053100532
8,-0.022059153361127383,-0.001264430641249207,-0.021117788540529644,0.012754223709484164,-0.007578962448442792,-0.004768329468020337,-0.008736102052831358,0.0028124589955827155,-0.0012426184966050275,0.0040610724640623135,-0.00040919960303521043,0.007640617136244162,0.0007754276357466907,-0.011571636499704463,-0.017628159426638357,-0.0176995526891342,-0.017856034293374016,0.024488671252796003,0.013781563027077134,0.004082719578657789,0.002476710542317547,0.02193677901119333,-0.005321237144684862,0.0035174489704157784,-0.007541579776107418,0.038130576128550524,0.010061407730261832,-0.015377776721402463,-0.004271715096192391,-0.005509141455399386,0.001143246247187601,-0.006809420398165833,0.0031660730712575105,0.017989424825785142,-0.008234848145420262,-0.008781381210609876,0.010027003430351391
9,0.012682624877370131,0.005329454011958619,0.017370566130329168,0.013292419642945526,-0.002410654335113097,0.018287550710437417,0.0374694816588727,0.007533123795704281,0.028446193210019538,0.011274692776922123,0.01968550250461541,0.004202544019128583,0.031989935882245975,0.026090180107668844,0.025234142560828683,0.03317685116625429,0.01833350783695582,0.008863080555183544,0.02934942602090848,0.017254880413405047,0.016747088742619137,0.008167060139523313,0.017220683103178088,0.009029669104483284,0.019496030442472084,0.007831120378724176,0.010875584156582584,0.0601920762003795,0.006881122053344842,0.013749075631509277,0.013306737877448502,0.030876545453856975,0.012894219975582091,0.0030749003942537843,0.03796767281522151,0.01222581789402016,0.01931382988689231
