STOCK,50000000.0
alpha,0.024
annualized_returns,0.101
benchmark_annualized_returns,0.076
benchmark_total_returns,0.238
beta,0.96
cash,3980177.703
downside_risk,0.01
end_date,2019-12-31
information_ratio,1.562
max_drawdown,0.293
run_type,BACKTEST
sharpe,0.499
sortino,0.523
start_date,2017-01-03
strategy_file,../src/bh.py
strategy_name,bh
total_returns,0.32
total_value,66016513.307
tracking_error,0.014
unit_net_value,1.32
units,50000000.0
volatility,0.172
