date,buy_avg_open_price,buy_margin,buy_pnl,buy_quantity,contract_multiplier,last_price,margin,margin_rate,order_book_id,sell_avg_open_price,sell_margin,sell_pnl,sell_quantity,symbol
2017-02-07,0.0,0.0,0.0,0.0,300.0,3349.0,7535250.0,0.15,IF88,3319.348,7535250.0,-444780.0,50.0,沪深主力连续
2017-02-08,0.0,0.0,0.0,0.0,300.0,3369.4,7581150.0,0.15,IF88,3319.348,7581150.0,-750780.0,50.0,沪深主力连续
2017-02-09,0.0,0.0,0.0,0.0,300.0,3380.6,7606350.0,0.15,IF88,3319.348,7606350.0,-918780.0,50.0,沪深主力连续
2017-02-10,0.0,0.0,0.0,0.0,300.0,3402.0,7654500.0,0.15,IF88,3319.348,7654500.0,-1239780.0,50.0,沪深主力连续
2017-02-13,0.0,0.0,0.0,0.0,300.0,3419.0,7692750.0,0.15,IF88,3319.348,7692750.0,-1494780.0,50.0,沪深主力连续
2017-02-14,0.0,0.0,0.0,0.0,300.0,3402.6,7655850.0,0.15,IF88,3319.348,7655850.0,-1248780.0,50.0,沪深主力连续
2017-02-15,0.0,0.0,0.0,0.0,300.0,3390.0,7627500.0,0.15,IF88,3319.348,7627500.0,-1059780.0,50.0,沪深主力连续
2017-02-16,0.0,0.0,0.0,0.0,300.0,3411.8,7676550.0,0.15,IF88,3319.348,7676550.0,-1386780.0,50.0,沪深主力连续
2017-02-17,0.0,0.0,0.0,0.0,300.0,3392.4,7632900.0,0.15,IF88,3319.348,7632900.0,-1095780.0,50.0,沪深主力连续
2017-02-20,0.0,0.0,0.0,0.0,300.0,3462.6,7790850.0,0.15,IF88,3319.348,7790850.0,-2148780.0,50.0,沪深主力连续
2017-02-21,0.0,0.0,0.0,0.0,300.0,3459.2,7783200.0,0.15,IF88,3319.348,7783200.0,-2097780.0,50.0,沪深主力连续
2017-02-22,0.0,0.0,0.0,0.0,300.0,3467.0,7800750.0,0.15,IF88,3319.348,7800750.0,-2214780.0,50.0,沪深主力连续
2017-02-23,0.0,0.0,0.0,0.0,300.0,3453.6,7770600.0,0.15,IF88,3319.348,7770600.0,-2013780.0,50.0,沪深主力连续
2017-02-24,0.0,0.0,0.0,0.0,300.0,3453.0,7769250.0,0.15,IF88,3319.348,7769250.0,-2004780.0,50.0,沪深主力连续
2017-02-27,0.0,0.0,0.0,0.0,300.0,3426.6,7709850.0,0.15,IF88,3319.348,7709850.0,-1608780.0,50.0,沪深主力连续
2017-02-28,0.0,0.0,0.0,0.0,300.0,3429.4,7716150.0,0.15,IF88,3319.348,7716150.0,-1650780.0,50.0,沪深主力连续
2017-03-01,0.0,0.0,0.0,0.0,300.0,3435.2,7729200.0,0.15,IF88,3319.348,7729200.0,-1737780.0,50.0,沪深主力连续
2017-03-02,0.0,0.0,0.0,0.0,300.0,3418.0,7690500.0,0.15,IF88,3319.348,7690500.0,-1479780.0,50.0,沪深主力连续
2017-03-03,0.0,0.0,0.0,0.0,300.0,3405.0,7661250.0,0.15,IF88,3319.348,7661250.0,-1284780.0,50.0,沪深主力连续
2017-03-06,0.0,0.0,0.0,0.0,300.0,3422.0,7699500.0,0.15,IF88,3319.348,7699500.0,-1539780.0,50.0,沪深主力连续
2017-03-07,0.0,0.0,0.0,0.0,300.0,3432.6,7723350.0,0.15,IF88,3319.348,7723350.0,-1698780.0,50.0,沪深主力连续
2017-03-08,0.0,0.0,0.0,0.0,300.0,3430.4,7718400.0,0.15,IF88,3319.348,7718400.0,-1665780.0,50.0,沪深主力连续
2017-03-09,0.0,0.0,0.0,0.0,300.0,3403.8,7658550.0,0.15,IF88,3319.348,7658550.0,-1266780.0,50.0,沪深主力连续
2017-03-10,0.0,0.0,0.0,0.0,300.0,3406.6,7664850.0,0.15,IF88,3319.348,7664850.0,-1308780.0,50.0,沪深主力连续
2017-03-13,0.0,0.0,0.0,0.0,300.0,3452.8,7768800.0,0.15,IF88,3319.348,7768800.0,-2001780.0,50.0,沪深主力连续
2017-03-14,0.0,0.0,0.0,0.0,300.0,3446.0,7753500.0,0.15,IF88,3319.348,7753500.0,-1899780.0,50.0,沪深主力连续
2017-03-15,0.0,0.0,0.0,0.0,300.0,3451.4,7765650.0,0.15,IF88,3319.348,7765650.0,-1980780.0,50.0,沪深主力连续
2017-03-16,0.0,0.0,0.0,0.0,300.0,3456.8,7777800.0,0.15,IF88,3319.348,7777800.0,-2061780.0,50.0,沪深主力连续
2017-03-17,0.0,0.0,0.0,0.0,300.0,3407.2,7666200.0,0.15,IF88,3319.348,7666200.0,-1317780.0,50.0,沪深主力连续
2017-03-20,0.0,0.0,0.0,0.0,300.0,3417.6,7689600.0,0.15,IF88,3319.348,7689600.0,-1473780.0,50.0,沪深主力连续
2017-03-21,0.0,0.0,0.0,0.0,300.0,3435.0,7728750.0,0.15,IF88,3319.348,7728750.0,-1734780.0,50.0,沪深主力连续
2017-03-22,0.0,0.0,0.0,0.0,300.0,3421.4,7698150.0,0.15,IF88,3319.348,7698150.0,-1530780.0,50.0,沪深主力连续
2017-03-23,0.0,0.0,0.0,0.0,300.0,3433.8,7726050.0,0.15,IF88,3319.348,7726050.0,-1716780.0,50.0,沪深主力连续
2017-03-24,0.0,0.0,0.0,0.0,300.0,3483.4,7837650.0,0.15,IF88,3319.348,7837650.0,-2460780.0,50.0,沪深主力连续
2017-03-27,0.0,0.0,0.0,0.0,300.0,3461.0,7787250.0,0.15,IF88,3319.348,7787250.0,-2124780.0,50.0,沪深主力连续
2017-03-28,0.0,0.0,0.0,0.0,300.0,3458.0,7780500.0,0.15,IF88,3319.348,7780500.0,-2079780.0,50.0,沪深主力连续
2017-03-29,0.0,0.0,0.0,0.0,300.0,3456.6,7777350.0,0.15,IF88,3319.348,7777350.0,-2058780.0,50.0,沪深主力连续
