con_code,weight
600030.SH,1.444
600029.SH,0.224
600028.SH,0.496
600027.SH,0.087
600025.SH,0.055
600023.SH,0.117
600019.SH,0.371
600018.SH,0.194
600016.SH,1.136
600015.SH,0.342
600011.SH,0.178
600010.SH,0.218
600009.SH,0.55
600004.SH,0.131
600000.SH,1.053
300498.SZ,0.906
300433.SZ,0.079
300413.SZ,0.135
300408.SZ,0.169
300347.SZ,0.24
300144.SZ,0.195
300142.SZ,0.289
300136.SZ,0.255
300124.SZ,0.231
300122.SZ,0.173
300070.SZ,0.105
300059.SZ,0.615
300033.SZ,0.17
300024.SZ,0.111
300017.SZ,0.135
300015.SZ,0.356
300003.SZ,0.256
002958.SZ,0.029
002945.SZ,0.029
002939.SZ,0.034
002938.SZ,0.083
002916.SZ,0.105
002841.SZ,0.045
002773.SZ,0.07
002739.SZ,0.109
002736.SZ,0.224
002714.SZ,0.557
002673.SZ,0.124
002624.SZ,0.166
002607.SZ,0.088
002601.SZ,0.113
002594.SZ,0.313
002558.SZ,0.08
002602.SZ,0.198
002555.SZ,0.206
002508.SZ,0.116
002493.SZ,0.17
002475.SZ,0.85
002468.SZ,0.043
002466.SZ,0.195
002460.SZ,0.193
002456.SZ,0.215
002422.SZ,0.147
002415.SZ,0.888
002411.SZ,0.069
002410.SZ,0.167
002352.SZ,0.238
002311.SZ,0.206
002304.SZ,0.483
002294.SZ,0.061
002271.SZ,0.17
002252.SZ,0.107
002241.SZ,0.328
002236.SZ,0.26
002230.SZ,0.385
002202.SZ,0.239
002179.SZ,0.152
002153.SZ,0.091
002146.SZ,0.124
002142.SZ,0.575
002120.SZ,0.161
002081.SZ,0.103
002050.SZ,0.174
002044.SZ,0.296
002032.SZ,0.091
002027.SZ,0.467
002024.SZ,0.273
002010.SZ,0.066
002008.SZ,0.248
002007.SZ,0.215
002001.SZ,0.218
001979.SZ,0.456
000963.SZ,0.155
000961.SZ,0.142
000938.SZ,0.187
000898.SZ,0.058
000895.SZ,0.21
000876.SZ,0.305
000858.SZ,1.872
000786.SZ,0.156
000783.SZ,0.2
000776.SZ,0.326
000768.SZ,0.164
000728.SZ,0.136
000725.SZ,0.781
