con_code,weight
603993.SH,0.191
603858.SH,0.047
603160.SH,0.043
601998.SH,0.177
601997.SH,0.093
601992.SH,0.194
601989.SH,0.544
601988.SH,0.797
601985.SH,0.32
601966.SH,0.044
601958.SH,0.076
601939.SH,0.43
601933.SH,0.281
601919.SH,0.242
601901.SH,0.325
601899.SH,0.369
601888.SH,0.309
601881.SH,0.093
601877.SH,0.084
601872.SH,0.096
601866.SH,0.111
601857.SH,0.356
601818.SH,0.592
601800.SH,0.215
601788.SH,0.279
601766.SH,0.869
601727.SH,0.231
601718.SH,0.101
601688.SH,0.678
601669.SH,0.338
601668.SH,1.278
601633.SH,0.136
601628.SH,0.424
601618.SH,0.252
601611.SH,0.057
601608.SH,0.082
601607.SH,0.252
601601.SH,1.066
601600.SH,0.489
601555.SH,0.269
601398.SH,1.188
600498.SH,0.167
600489.SH,0.17
600485.SH,0.235
600482.SH,0.08
600446.SH,0.091
600436.SH,0.161
600415.SH,0.176
600406.SH,0.221
600383.SH,0.238
600376.SH,0.105
600373.SH,0.112
600372.SH,0.079
600369.SH,0.151
600362.SH,0.176
600352.SH,0.215
600340.SH,0.337
600332.SH,0.144
600309.SH,0.529
600297.SH,0.166
600276.SH,0.93
600271.SH,0.193
600256.SH,0.121
600233.SH,0.069
600221.SH,0.196
600208.SH,0.169
600196.SH,0.316
600188.SH,0.046
600177.SH,0.193
600170.SH,0.157
600157.SH,0.164
600153.SH,0.152
600150.SH,0.156
600118.SH,0.153
600115.SH,0.183
600111.SH,0.323
600109.SH,0.228
600104.SH,0.972
600100.SH,0.199
600089.SH,0.339
600085.SH,0.163
600074.SH,0.093
600068.SH,0.263
600066.SH,0.3
600061.SH,0.166
600060.SH,0.113
600050.SH,0.578
600048.SH,0.679
600038.SH,0.095
600037.SH,0.094
600036.SH,2.42
600031.SH,0.269
600030.SH,1.315
600029.SH,0.267
600028.SH,0.569
600023.SH,0.2
600021.SH,0.088
600019.SH,0.6
600018.SH,0.199
600016.SH,1.741
600015.SH,0.546
600010.SH,0.339
