con_code,weight
603993.SH,0.19
603885.SH,0.062
603000.SH,0.095
601998.SH,0.214
601989.SH,0.709
601988.SH,0.81
601985.SH,0.352
601958.SH,0.078
601939.SH,0.414
601933.SH,0.219
601928.SH,0.08
601919.SH,0.234
601901.SH,0.347
601899.SH,0.388
601888.SH,0.287
601877.SH,0.089
601872.SH,0.12
601866.SH,0.136
601857.SH,0.397
601818.SH,0.68
601800.SH,0.284
601788.SH,0.311
601766.SH,1.035
601727.SH,0.274
601718.SH,0.135
601688.SH,0.57
601669.SH,0.329
601668.SH,1.433
601633.SH,0.157
601628.SH,0.438
601618.SH,0.283
600690.SH,0.386
600688.SH,0.146
600685.SH,0.114
600674.SH,0.207
600666.SH,0.135
600663.SH,0.175
600660.SH,0.329
600654.SH,0.139
600649.SH,0.24
600648.SH,0.076
600637.SH,0.307
600606.SH,0.201
600588.SH,0.135
600585.SH,0.431
600583.SH,0.175
600582.SH,0.097
600570.SH,0.217
600549.SH,0.097
600547.SH,0.276
600535.SH,0.269
600519.SH,2.016
600518.SH,0.581
600498.SH,0.134
600489.SH,0.21
600485.SH,0.222
600482.SH,0.117
600446.SH,0.11
600415.SH,0.224
600406.SH,0.252
600383.SH,0.259
600376.SH,0.129
600373.SH,0.128
600372.SH,0.106
600369.SH,0.182
600362.SH,0.149
600352.SH,0.222
600340.SH,0.251
600332.SH,0.166
600309.SH,0.321
600297.SH,0.158
600276.SH,0.795
600271.SH,0.242
600256.SH,0.153
600252.SH,0.13
600221.SH,0.236
600208.SH,0.175
600196.SH,0.295
600188.SH,0.046
600177.SH,0.222
600170.SH,0.181
600157.SH,0.204
600153.SH,0.194
600150.SH,0.202
600118.SH,0.197
600115.SH,0.21
600111.SH,0.274
600109.SH,0.301
600104.SH,0.924
600100.SH,0.252
600089.SH,0.377
600085.SH,0.18
600074.SH,0.131
600068.SH,0.338
600066.SH,0.296
600061.SH,0.173
600060.SH,0.147
600050.SH,0.658
600048.SH,0.704
002081.SZ,0.182
002074.SZ,0.15
002065.SZ,0.208
002049.SZ,0.117
002027.SZ,0.077
002024.SZ,0.418
002008.SZ,0.233
002007.SZ,0.207
001979.SZ,0.433
000983.SZ,0.158
000977.SZ,0.118
000963.SZ,0.234
000938.SZ,0.086
000917.SZ,0.157
000895.SZ,0.232
000876.SZ,0.174
000858.SZ,0.847
000839.SZ,0.291
000826.SZ,0.183
000800.SZ,0.099
000793.SZ,0.227
000792.SZ,0.142
000783.SZ,0.337
000778.SZ,0.123
000776.SZ,0.525
000768.SZ,0.354
000750.SZ,0.196
000738.SZ,0.117
000728.SZ,0.251
000725.SZ,0.849
000718.SZ,0.088
000712.SZ,0.109
000709.SZ,0.159
000686.SZ,0.174
000671.SZ,0.092
000651.SZ,1.584
000630.SZ,0.208
000627.SZ,0.1
000625.SZ,0.32
000623.SZ,0.226
000568.SZ,0.307
000559.SZ,0.143
000555.SZ,0.057
000540.SZ,0.194
000538.SZ,0.46
000503.SZ,0.255
000425.SZ,0.178
000423.SZ,0.356
000415.SZ,0.137
000413.SZ,0.221
000402.SZ,0.138
000338.SZ,0.283
000333.SZ,1.555
000166.SZ,0.387
000157.SZ,0.218
000156.SZ,0.101
000100.SZ,0.269
000069.SZ,0.249
000063.SZ,0.419
000061.SZ,0.078
000060.SZ,0.179
000039.SZ,0.127
000027.SZ,0.088
000009.SZ,0.205
000008.SZ,0.075
000002.SZ,1.455
000001.SZ,0.817
600038.SH,0.122
600037.SH,0.109
600036.SH,2.053
600031.SH,0.285
600030.SH,1.317
600029.SH,0.294
600028.SH,0.627
600023.SH,0.242
600021.SH,0.109
600019.SH,0.598
600018.SH,0.199
600016.SH,2.082
600015.SH,0.626
600010.SH,0.307
600009.SH,0.3
600008.SH,0.107
600000.SH,1.438
300315.SZ,0.178
300251.SZ,0.086
300182.SZ,0.104
300168.SZ,0.128
300146.SZ,0.083
300144.SZ,0.118
300133.SZ,0.08
300124.SZ,0.219
300104.SZ,0.419
300085.SZ,0.053
300072.SZ,0.385
300070.SZ,0.316
300059.SZ,0.332
300058.SZ,0.122
300033.SZ,0.141
300027.SZ,0.17
300024.SZ,0.245
300017.SZ,0.199
300015.SZ,0.126
300002.SZ,0.135
002797.SZ,0.071
002739.SZ,0.276
002736.SZ,0.372
002714.SZ,0.117
002673.SZ,0.265
002594.SZ,0.271
002568.SZ,0.039
002500.SZ,0.13
002475.SZ,0.223
002470.SZ,0.118
002466.SZ,0.268
002465.SZ,0.209
002456.SZ,0.299
002450.SZ,0.49
002426.SZ,0.136
002424.SZ,0.078
002415.SZ,0.606
002385.SZ,0.139
002310.SZ,0.178
002304.SZ,0.547
002299.SZ,0.086
002292.SZ,0.109
002252.SZ,0.212
002241.SZ,0.324
002236.SZ,0.24
002230.SZ,0.334
002202.SZ,0.261
002195.SZ,0.116
002183.SZ,0.155
002174.SZ,0.1
002153.SZ,0.072
002152.SZ,0.108
002146.SZ,0.118
002142.SZ,0.373
002131.SZ,0.097
002129.SZ,0.114
002085.SZ,0.212
601611.SH,0.093
601608.SH,0.078
601607.SH,0.279
601601.SH,0.895
601600.SH,0.318
601555.SH,0.269
601398.SH,1.084
601390.SH,0.682
601377.SH,0.373
601336.SH,0.365
601333.SH,0.183
601328.SH,1.777
601318.SH,4.163
601288.SH,1.326
601258.SH,0.14
601225.SH,0.128
601216.SH,0.128
601211.SH,0.867
601198.SH,0.211
601186.SH,0.621
601169.SH,1.214
601166.SH,2.245
601155.SH,0.144
601127.SH,0.044
601118.SH,0.084
601111.SH,0.172
601099.SH,0.328
601088.SH,0.398
601021.SH,0.087
601018.SH,0.225
601009.SH,0.454
601006.SH,0.467
600999.SH,0.386
600959.SH,0.168
600958.SH,0.475
600900.SH,0.909
600895.SH,0.139
600893.SH,0.273
600887.SH,1.191
600886.SH,0.318
600875.SH,0.125
600873.SH,0.142
600871.SH,0.069
600867.SH,0.21
600839.SH,0.162
600837.SH,1.227
600827.SH,0.135
600820.SH,0.205
600816.SH,0.215
600804.SH,0.232
600795.SH,0.399
600783.SH,0.07
600754.SH,0.048
600741.SH,0.238
600739.SH,0.225
600737.SH,0.12
600718.SH,0.199
600705.SH,0.287
600704.SH,0.127
600703.SH,0.339
