con_code,weight
600816.SH,0.1985
600804.SH,0.1522
600795.SH,0.3022
600741.SH,0.3542
600739.SH,0.1824
600705.SH,0.2099
600704.SH,0.0979
600703.SH,0.5401
600690.SH,0.5068
600688.SH,0.0733
600685.SH,0.0743
600682.SH,0.1256
600674.SH,0.1733
600663.SH,0.1212
600660.SH,0.3127
600649.SH,0.0903
600637.SH,0.1768
600606.SH,0.2351
600588.SH,0.224
600585.SH,0.5622
600583.SH,0.1216
600519.SH,3.1638
600518.SH,0.5312
600498.SH,0.1378
600415.SH,0.1247
600390.SH,0.0313
600383.SH,0.2354
600376.SH,0.1007
600373.SH,0.0773
600372.SH,0.0605
600369.SH,0.109
600362.SH,0.1613
600332.SH,0.1234
600309.SH,0.4227
600297.SH,0.1485
600276.SH,1.0641
600233.SH,0.0452
600221.SH,0.3173
600219.SH,0.1616
600208.SH,0.1587
600196.SH,0.3536
600188.SH,0.0509
600177.SH,0.1913
600170.SH,0.1439
600157.SH,0.1772
600153.SH,0.1481
600118.SH,0.1061
600115.SH,0.2554
600111.SH,0.2416
600109.SH,0.1547
600104.SH,1.0092
600100.SH,0.1568
600089.SH,0.2875
600085.SH,0.1506
600074.SH,0.0244
600068.SH,0.2188
600066.SH,0.2625
600061.SH,0.0889
600038.SH,0.0806
600036.SH,2.6609
600028.SH,0.57
600019.SH,0.7503
600016.SH,1.7053
600011.SH,0.2231
600010.SH,0.2739
600009.SH,0.4033
600008.SH,0.1017
600000.SH,1.2424
000983.SZ,0.1223
000963.SZ,0.2348
000961.SZ,0.1141
000959.SZ,0.0777
000938.SZ,0.0824
000898.SZ,0.1107
000895.SZ,0.2308
001979.SZ,0.4363
601155.SH,0.2621
601228.SH,0.0369
002841.SZ,0.025
603833.SH,0.0494
002831.SZ,0.0212
601881.SH,0.0559
601163.SH,0.0367
603858.SH,0.032
600977.SH,0.1082
601611.SH,0.0636
601966.SH,0.0765
601212.SH,0.0396
603799.SH,0.302
603160.SH,0.0339
601985.SH,0.2849
600959.SH,0.0996
601021.SH,0.0784
002739.SZ,0.2074
600023.SH,0.1918
000333.SZ,2.1434
601939.SH,0.4696
601169.SH,0.9244
002174.SZ,0.0887
002714.SZ,0.1437
601608.SH,0.053
603993.SH,0.1896
300315.SZ,0.1266
601800.SH,0.1772
601555.SH,0.175
601225.SH,0.2933
601669.SH,0.2804
002624.SZ,0.1111
002608.SZ,0.052
300251.SZ,0.0954
002602.SZ,0.1228
002601.SZ,0.0979
002594.SZ,0.4868
002572.SZ,0.1726
601992.SH,0.1509
601216.SH,0.1349
002558.SZ,0.173
002555.SZ,0.0568
601933.SH,0.3336
601211.SH,0.5705
002736.SZ,0.228
000166.SZ,0.1924
300144.SZ,0.121
600919.SH,0.4414
600926.SH,0.0403
002508.SZ,0.1606
300136.SZ,0.2691
600958.SH,0.3405
300122.SZ,0.1201
002500.SZ,0.1138
601818.SH,0.5838
002475.SZ,0.3416
601336.SH,0.3724
601377.SH,0.2721
002470.SZ,0.1164
002468.SZ,0.0634
601018.SH,0.1794
002465.SZ,0.1388
300124.SZ,0.2699
601718.SH,0.0597
002460.SZ,0.315
002450.SZ,0.3555
601118.SH,0.0649
002466.SZ,0.3691
601012.SH,0.4365
300072.SZ,0.2592
300070.SZ,0.2649
002456.SZ,0.3519
002426.SZ,0.0982
002424.SZ,0.0471
002415.SZ,1.3875
002411.SZ,0.0681
300059.SZ,0.3607
002385.SZ,0.11
601688.SH,0.4817
002352.SZ,0.0943
300027.SZ,0.1414
300033.SZ,0.0927
300015.SZ,0.1916
300017.SZ,0.156
601877.SH,0.0875
300003.SZ,0.2534
601117.SH,0.1134
601618.SH,0.1886
002839.SZ,0.0164
002310.SZ,0.2215
601989.SH,0.4598
601888.SH,0.4473
600999.SH,0.3337
002294.SZ,0.1381
002292.SZ,0.0538
601727.SH,0.1771
601633.SH,0.1308
601766.SH,0.6429
601788.SH,0.217
601668.SH,1.1584
601229.SH,0.1109
601997.SH,0.1788
601288.SH,1.3398
601198.SH,0.1294
601375.SH,0.044
002673.SZ,0.148
601878.SH,0.042
600909.SH,0.069
002797.SZ,0.1541
601901.SH,0.2274
002241.SZ,0.2584
002252.SZ,0.2472
002236.SZ,0.4482
002230.SZ,0.4683
601186.SH,0.4104
601958.SH,0.0577
601898.SH,0.0871
601099.SH,0.1793
601899.SH,0.4121
300024.SZ,0.1726
601601.SH,1.0718
601866.SH,0.0854
002202.SZ,0.3064
601390.SH,0.3615
601857.SH,0.4408
002304.SZ,0.6204
601088.SH,0.4004
601009.SH,0.3956
002142.SZ,0.444
601919.SH,0.196
601600.SH,0.3041
601328.SH,1.5132
601998.SH,0.1774
000338.SZ,0.3494
601318.SH,6.3366
601166.SH,1.9029
601628.SH,0.3828
601333.SH,0.1361
601991.SH,0.0975
601872.SH,0.0738
601398.SH,1.2245
002074.SZ,0.1209
600018.SH,0.193
002081.SZ,0.1911
601111.SH,0.2284
601006.SH,0.4638
600048.SH,0.8876
002146.SZ,0.1581
002153.SZ,0.0807
002065.SZ,0.1383
601988.SH,0.7548
002044.SZ,0.2056
002027.SZ,0.622
002024.SZ,0.3982
600482.SH,0.1884
002008.SZ,0.4164
002007.SZ,0.1282
000100.SZ,0.2553
600340.SH,0.3691
600900.SH,0.9236
600021.SH,0.0659
600406.SH,0.2352
600015.SH,0.5065
600547.SH,0.1633
600489.SH,0.127
600485.SH,0.2172
600352.SH,0.2472
600029.SH,0.3451
600271.SH,0.2039
600031.SH,0.3204
600436.SH,0.1869
600570.SH,0.2115
600030.SH,1.211
600549.SH,0.093
600522.SH,0.2329
600050.SH,0.4926
600535.SH,0.1975
600895.SH,0.0827
600893.SH,0.1992
600887.SH,1.6718
600886.SH,0.2381
600871.SH,0.0371
601607.SH,0.2198
600837.SH,0.833
600827.SH,0.0793
600820.SH,0.1229
000876.SZ,0.136
000858.SZ,1.197
000839.SZ,0.1816
000826.SZ,0.1264
000792.SZ,0.1523
000783.SZ,0.2457
000776.SZ,0.4184
000768.SZ,0.177
000750.SZ,0.1157
000738.SZ,0.0622
000728.SZ,0.1647
000725.SZ,1.1466
000723.SZ,0.0656
000709.SZ,0.1417
000686.SZ,0.0965
000671.SZ,0.1129
000651.SZ,2.1065
000630.SZ,0.1485
000627.SZ,0.095
000625.SZ,0.1981
000623.SZ,0.1654
000568.SZ,0.3695
000559.SZ,0.1034
000540.SZ,0.1758
000538.SZ,0.4194
000503.SZ,0.2191
000425.SZ,0.1509
000423.SZ,0.2683
000415.SZ,0.0919
000413.SZ,0.2686
000402.SZ,0.1059
000157.SZ,0.1586
000069.SZ,0.2365
000063.SZ,0.6531
000060.SZ,0.1433
000008.SZ,0.1079
000002.SZ,1.3372
000001.SZ,0.8772
