con_code,weight
601138.SH,0.1238
002938.SZ,0.0638
601298.SH,0.0333
601319.SH,0.0813
603259.SH,0.0749
601066.SH,0.0749
601577.SH,0.0288
002945.SZ,0.0393
002925.SZ,0.0441
002939.SZ,0.0492
600025.SH,0.058
603260.SH,0.0381
001979.SZ,0.3999
601155.SH,0.291
601108.SH,0.2223
300498.SZ,1.0752
601228.SH,0.0616
603833.SH,0.1087
601881.SH,0.1272
300408.SZ,0.1614
300413.SZ,0.0687
603858.SH,0.0918
603019.SH,0.1908
600977.SH,0.0956
601212.SH,0.0298
603799.SH,0.1103
300433.SZ,0.0456
603160.SH,0.1087
603986.SH,0.1224
601985.SH,0.2066
601828.SH,0.0388
601021.SH,0.1323
002739.SZ,0.1229
600023.SH,0.1434
000333.SZ,1.9617
601808.SH,0.0456
601939.SH,0.3929
002179.SZ,0.1402
601169.SH,0.6918
002773.SZ,0.0692
002714.SZ,0.4011
601238.SH,0.0802
603288.SH,0.6897
603993.SH,0.2234
300296.SZ,0.1146
601360.SH,0.0708
601800.SH,0.2114
601555.SH,0.1973
601225.SH,0.294
002625.SZ,0.032
601669.SH,0.3258
002624.SZ,0.1118
300251.SZ,0.0482
002602.SZ,0.1278
002601.SZ,0.0721
002594.SZ,0.3691
603156.SH,0.1239
601992.SH,0.0999
601216.SH,0.0892
002558.SZ,0.0879
002555.SZ,0.1176
601933.SH,0.3138
601211.SH,0.6628
002736.SZ,0.2593
000166.SZ,0.3613
300144.SZ,0.1332
600919.SH,0.3982
600926.SH,0.1365
002508.SZ,0.1047
300142.SZ,0.295
300136.SZ,0.1598
600958.SH,0.3072
002493.SZ,0.121
600998.SH,0.0553
300122.SZ,0.1673
601818.SH,0.4809
002475.SZ,0.528
601336.SH,0.3786
601377.SH,0.2533
002468.SZ,0.0639
601018.SH,0.1404
300124.SZ,0.1872
002460.SZ,0.1492
002466.SZ,0.1408
601012.SH,0.4662
300072.SZ,0.0758
300070.SZ,0.1179
002456.SZ,0.1284
002422.SZ,0.2003
002415.SZ,0.8752
002411.SZ,0.0659
300059.SZ,0.5895
002410.SZ,0.1841
601688.SH,0.65
002352.SZ,0.1646
300033.SZ,0.1726
300015.SZ,0.3099
300017.SZ,0.1766
601877.SH,0.1585
300003.SZ,0.2013
601117.SH,0.095
601618.SH,0.1742
002311.SZ,0.1895
002310.SZ,0.0778
601989.SH,0.4027
601888.SH,0.6906
600999.SH,0.3896
002294.SZ,0.0754
601727.SH,0.1529
601633.SH,0.0809
601766.SH,0.6259
601788.SH,0.1794
002271.SZ,0.1623
601668.SH,0.9664
601162.SH,0.0461
601229.SH,0.5211
601997.SH,0.134
601838.SH,0.1265
601288.SH,1.0877
601198.SH,0.1316
002673.SZ,0.1417
601878.SH,0.0992
601901.SH,0.2347
002241.SZ,0.1452
002252.SZ,0.0852
002236.SZ,0.217
002230.SZ,0.4006
601186.SH,0.3659
601898.SH,0.0701
601899.SH,0.3551
300024.SZ,0.1351
601601.SH,0.9211
002202.SZ,0.272
601390.SH,0.3853
601857.SH,0.4401
002304.SZ,0.6142
601088.SH,0.5277
601009.SH,0.3907
002142.SZ,0.5066
601919.SH,0.1573
601600.SH,0.2057
601328.SH,1.3275
601998.SH,0.1459
000338.SZ,0.4845
601318.SH,7.803
601166.SH,2.1203
002120.SZ,0.0726
601628.SH,0.3888
601398.SH,1.0015
600018.SH,0.1791
002081.SZ,0.1335
601111.SH,0.2311
601006.SH,0.3825
600048.SH,0.7288
002146.SZ,0.1312
002153.SZ,0.0928
002065.SZ,0.1066
601988.SH,0.6216
002050.SZ,0.119
002044.SZ,0.1863
600027.SH,0.0974
002032.SZ,0.1005
002027.SZ,0.44
002024.SZ,0.3426
600482.SH,0.1287
002010.SZ,0.0789
002008.SZ,0.2496
002007.SZ,0.2092
002001.SZ,0.1997
600438.SH,0.2224
000100.SZ,0.3061
600340.SH,0.4643
600900.SH,0.9219
600406.SH,0.2736
600015.SH,0.3751
600547.SH,0.2317
600487.SH,0.1802
600489.SH,0.1378
600352.SH,0.3415
600029.SH,0.2118
600271.SH,0.2082
600031.SH,0.6162
600436.SH,0.2773
600570.SH,0.354
600004.SH,0.1516
600030.SH,1.505
600522.SH,0.1824
600050.SH,0.4623
600516.SH,0.1584
600535.SH,0.1236
600893.SH,0.1635
600887.SH,1.6383
600886.SH,0.2118
600867.SH,0.1484
601607.SH,0.1666
600837.SH,0.919
600816.SH,0.0885
600809.SH,0.1466
600795.SH,0.2367
600760.SH,0.0973
600741.SH,0.2752
600733.SH,0.028
600705.SH,0.234
600704.SH,0.0753
600703.SH,0.2382
600690.SH,0.5108
600688.SH,0.0895
600674.SH,0.1248
600663.SH,0.1085
600660.SH,0.2535
600637.SH,0.1735
600606.SH,0.199
600588.SH,0.2708
600585.SH,0.6582
600583.SH,0.0988
600566.SH,0.0787
600519.SH,4.0666
600498.SH,0.1575
600415.SH,0.0897
600398.SH,0.1281
600390.SH,0.0403
600383.SH,0.2163
600372.SH,0.0627
600369.SH,0.112
600362.SH,0.1295
600346.SH,0.1024
600339.SH,0.0571
600332.SH,0.1897
600309.SH,0.5405
600299.SH,0.0245
600297.SH,0.116
600276.SH,1.6568
600233.SH,0.0369
600221.SH,0.185
600219.SH,0.1299
600208.SH,0.1089
600196.SH,0.2073
600188.SH,0.0764
600177.SH,0.1762
600176.SH,0.1602
600170.SH,0.133
600153.SH,0.0994
600118.SH,0.1074
600115.SH,0.1976
600111.SH,0.2153
600109.SH,0.1881
600104.SH,0.7161
600100.SH,0.1743
600089.SH,0.2147
600085.SH,0.1276
600068.SH,0.1363
600066.SH,0.1396
600061.SH,0.1895
600038.SH,0.0967
600036.SH,2.9852
600028.SH,0.575
600019.SH,0.4613
600016.SH,1.2499
600011.SH,0.216
600010.SH,0.2446
600009.SH,0.6537
600000.SH,1.0783
000963.SZ,0.1816
000961.SZ,0.1269
000938.SZ,0.0651
000898.SZ,0.072
000895.SZ,0.2014
000876.SZ,0.3017
000858.SZ,1.918
000786.SZ,0.1231
000783.SZ,0.2404
000776.SZ,0.3296
000768.SZ,0.1737
000728.SZ,0.1486
000725.SZ,0.7027
000709.SZ,0.1013
000703.SZ,0.1254
000671.SZ,0.0861
000661.SZ,0.3742
000656.SZ,0.1032
000651.SZ,2.2115
000630.SZ,0.1233
000629.SZ,0.1169
000627.SZ,0.1028
000625.SZ,0.1072
000596.SZ,0.1112
000568.SZ,0.4805
000553.SZ,0.0391
000538.SZ,0.3447
000425.SZ,0.174
000423.SZ,0.1465
000415.SZ,0.0588
000413.SZ,0.1877
000408.SZ,0.0395
000402.SZ,0.0744
000157.SZ,0.2345
000069.SZ,0.2297
000063.SZ,0.6326
000002.SZ,1.0914
000001.SZ,0.938
