con_code,weight
601179.SH,0.14
000826.SZ,0.2
600804.SH,0.27
000503.SZ,0.24
600578.SH,0.09
601333.SH,0.17
601688.SH,0.63
000728.SZ,0.26
000063.SZ,0.44
601818.SH,0.71
002594.SZ,0.4
000783.SZ,0.41
002410.SZ,0.12
600021.SH,0.12
002456.SZ,0.22
002038.SZ,0.14
600115.SH,0.26
601111.SH,0.22
000559.SZ,0.26
601216.SH,0.12
600485.SH,0.31
300015.SZ,0.12
600048.SH,0.68
002195.SZ,0.1
600028.SH,0.55
002415.SZ,0.42
002142.SZ,0.31
300124.SZ,0.22
600383.SH,0.31
601018.SH,0.34
601088.SH,0.31
600690.SH,0.33
601021.SH,0.15
600315.SH,0.22
002230.SZ,0.33
600085.SH,0.3
000413.SZ,0.16
601328.SH,1.56
601158.SH,0.05
600271.SH,0.34
601808.SH,0.09
600648.SH,0.1
600373.SH,0.13
600633.SH,0.11
601336.SH,0.32
300104.SZ,0.6
000712.SZ,0.13
603000.SH,0.12
000750.SZ,0.18
002739.SZ,0.15
601288.SH,1.31
000039.SZ,0.15
601169.SH,1.11
600959.SH,0.12
600221.SH,0.23
600018.SH,0.21
600875.SH,0.16
601985.SH,0.45
000778.SZ,0.14
600011.SH,0.38
600415.SH,0.25
601117.SH,0.14
300146.SZ,0.11
600362.SH,0.13
601888.SH,0.24
000917.SZ,0.3
601718.SH,0.17
000768.SZ,0.28
000598.SZ,0.13
601231.SH,0.05
000333.SZ,0.69
600005.SH,0.14
002673.SZ,0.36
300058.SZ,0.22
000156.SZ,0.04
000425.SZ,0.18
000800.SZ,0.13
600642.SH,0.18
002129.SZ,0.16
600518.SH,0.52
600196.SH,0.27
600066.SH,0.31
601098.SH,0.17
600031.SH,0.25
000729.SZ,0.12
002008.SZ,0.22
000001.SZ,0.71
600036.SH,1.95
000898.SZ,0.09
002470.SZ,0.13
000792.SZ,0.19
601377.SH,0.5
600188.SH,0.04
000540.SZ,0.15
601872.SH,0.15
002065.SZ,0.21
600998.SH,0.06
300027.SZ,0.41
600157.SH,0.16
002081.SZ,0.16
600600.SH,0.09
600023.SH,0.21
300133.SZ,0.13
600398.SH,0.19
300003.SZ,0.2
600999.SH,0.62
000423.SZ,0.28
601601.SH,0.94
000895.SZ,0.21
600549.SH,0.08
002146.SZ,0.12
