con_code,weight
600660.SH,0.3271
600649.SH,0.0994
600637.SH,0.2102
600606.SH,0.2334
600588.SH,0.1342
600585.SH,0.5415
600583.SH,0.1186
600519.SH,2.7539
600518.SH,0.5565
600498.SH,0.1531
600415.SH,0.1467
600383.SH,0.2462
600376.SH,0.0931
600373.SH,0.0883
600372.SH,0.0663
600369.SH,0.1283
600362.SH,0.1686
600332.SH,0.1592
600309.SH,0.4529
600297.SH,0.1575
600276.SH,0.9837
600256.SH,0.1241
600233.SH,0.0534
600221.SH,0.1841
600208.SH,0.1958
600196.SH,0.3387
600188.SH,0.0471
600177.SH,0.1783
600170.SH,0.1498
600157.SH,0.1471
600153.SH,0.1438
600150.SH,0.1497
600118.SH,0.1312
600115.SH,0.1894
600111.SH,0.2716
600109.SH,0.2015
600104.SH,0.9544
600100.SH,0.1746
600089.SH,0.33
600085.SH,0.1565
600074.SH,0.0892
600068.SH,0.2212
600066.SH,0.2782
600061.SH,0.1076
600060.SH,0.1036
600038.SH,0.0936
600037.SH,0.0884
600036.SH,2.5987
600028.SH,0.5572
600019.SH,0.7093
600016.SH,1.8383
600010.SH,0.3155
600009.SH,0.3569
600008.SH,0.1144
600000.SH,1.278
000983.SZ,0.134
000977.SZ,0.1312
000963.SZ,0.213
000961.SZ,0.0601
000959.SZ,0.0885
000938.SZ,0.0871
000917.SZ,0.0941
000895.SZ,0.2168
000876.SZ,0.1409
000858.SZ,1.0914
000839.SZ,0.2228
000826.SZ,0.1507
000793.SZ,0.1832
000792.SZ,0.1682
000783.SZ,0.2594
000776.SZ,0.4587
000768.SZ,0.212
000750.SZ,0.1359
000738.SZ,0.067
000728.SZ,0.2169
001979.SZ,0.4055
601155.SH,0.199
002841.SZ,0.0287
002831.SZ,0.0243
601881.SH,0.0677
601163.SH,0.047
603858.SH,0.036
600977.SH,0.074
601127.SH,0.0321
601611.SH,0.0474
601966.SH,0.0364
603160.SH,0.0476
601985.SH,0.3027
600959.SH,0.1238
601021.SH,0.0802
002739.SZ,0.2153
600023.SH,0.1922
000333.SZ,2.0159
601939.SH,0.4128
601169.SH,0.95
002174.SZ,0.0646
002714.SZ,0.1441
601608.SH,0.0666
603993.SH,0.1657
300315.SZ,0.1056
601800.SH,0.1875
601555.SH,0.2268
601225.SH,0.2232
601669.SH,0.2975
300251.SZ,0.0758
002602.SZ,0.0872
002594.SZ,0.3035
601992.SH,0.1739
601216.SH,0.148
002558.SZ,0.0849
002555.SZ,0.0737
601933.SH,0.3024
300168.SZ,0.0817
601211.SH,0.8014
002736.SZ,0.2634
000166.SZ,0.2967
300144.SZ,0.119
600919.SH,0.0868
600926.SH,0.0425
002508.SZ,0.1909
600958.SH,0.4249
002500.SZ,0.1495
601818.SH,0.5862
002475.SZ,0.2655
601336.SH,0.4568
300133.SZ,0.0643
601377.SH,0.3253
002470.SZ,0.1265
300104.SZ,0.3231
601018.SH,0.1991
002465.SZ,0.1337
300124.SZ,0.2397
601718.SH,0.0798
002450.SZ,0.5128
601118.SH,0.0792
002466.SZ,0.3191
300072.SZ,0.2744
300070.SZ,0.285
002456.SZ,0.3725
002426.SZ,0.1119
002424.SZ,0.0589
002415.SZ,1.2191
002411.SZ,0.1079
300059.SZ,0.3222
002385.SZ,0.1132
601688.SH,0.5537
002352.SZ,0.1004
300027.SZ,0.1253
300033.SZ,0.0975
300017.SZ,0.1275
601877.SH,0.0938
601117.SH,0.1096
601618.SH,0.2349
002839.SZ,0.0201
002310.SZ,0.197
601989.SH,0.5141
002299.SZ,0.0627
601888.SH,0.3577
600999.SH,0.3815
002292.SZ,0.0678
601727.SH,0.2069
601633.SH,0.1211
601766.SH,0.9966
601788.SH,0.2582
601668.SH,1.2732
601229.SH,0.1147
601997.SH,0.0871
601288.SH,1.259
601198.SH,0.1594
601375.SH,0.05
002673.SZ,0.2037
600909.SH,0.0763
002797.SZ,0.0326
601901.SH,0.2766
002241.SZ,0.3271
002252.SZ,0.2597
002236.SZ,0.3128
002230.SZ,0.5884
601186.SH,0.4765
601958.SH,0.0613
601099.SH,0.2257
601899.SH,0.36
300024.SZ,0.1896
601601.SH,1.131
601866.SH,0.0995
002202.SZ,0.2856
601390.SH,0.5679
002195.SZ,0.1094
601857.SH,0.3491
002304.SZ,0.5577
601088.SH,0.4008
002183.SZ,0.0993
002152.SZ,0.0732
601009.SH,0.3617
002142.SZ,0.3933
601919.SH,0.2142
601600.SH,0.4685
601328.SH,1.5292
601998.SH,0.1725
000338.SZ,0.3485
002131.SZ,0.0738
601318.SH,6.4964
601166.SH,1.9154
601628.SH,0.4532
601333.SH,0.1517
601872.SH,0.0847
601398.SH,1.1187
002074.SZ,0.1417
600018.SH,0.2131
002081.SZ,0.2046
601111.SH,0.1918
601006.SH,0.464
600048.SH,0.7989
002146.SZ,0.134
002153.SZ,0.0807
002065.SZ,0.1573
601988.SH,0.7276
002049.SZ,0.1613
002044.SZ,0.1774
002027.SZ,0.1951
002024.SZ,0.3939
600482.SH,0.0783
002008.SZ,0.3757
002007.SZ,0.1415
000100.SZ,0.2678
600340.SH,0.3337
600446.SH,0.0686
600900.SH,0.9572
600021.SH,0.0745
600406.SH,0.2447
600015.SH,0.5245
600547.SH,0.1957
600489.SH,0.1474
600485.SH,0.2254
600352.SH,0.22
600029.SH,0.3336
600271.SH,0.2257
600031.SH,0.3058
600436.SH,0.1645
600570.SH,0.2085
600030.SH,1.3128
600549.SH,0.0968
600522.SH,0.2863
600050.SH,0.5623
600535.SH,0.21
600895.SH,0.1083
600893.SH,0.2193
600887.SH,1.5391
600886.SH,0.2678
600871.SH,0.0474
601607.SH,0.2466
600837.SH,1.019
600827.SH,0.0945
600820.SH,0.1482
600816.SH,0.2204
600804.SH,0.1992
600795.SH,0.352
600741.SH,0.3557
600739.SH,0.1877
600737.SH,0.0757
600718.SH,0.1176
600705.SH,0.2387
600704.SH,0.1109
600703.SH,0.5452
600690.SH,0.4653
600688.SH,0.1225
600685.SH,0.0771
600682.SH,0.1495
600674.SH,0.1934
600663.SH,0.142
000725.SZ,1.126
000718.SZ,0.0659
000709.SZ,0.1545
000686.SZ,0.115
000671.SZ,0.0967
000651.SZ,1.7643
000630.SZ,0.1546
000627.SZ,0.1185
000625.SZ,0.2274
000623.SZ,0.1877
000568.SZ,0.3705
000559.SZ,0.12
000555.SZ,0.0426
000540.SZ,0.1824
000538.SZ,0.4341
000503.SZ,0.1579
000425.SZ,0.1385
000423.SZ,0.2761
000415.SZ,0.0971
000413.SZ,0.2136
000402.SZ,0.118
000157.SZ,0.1706
000156.SZ,0.0675
000069.SZ,0.2558
000063.SZ,0.7031
000060.SZ,0.1602
000009.SZ,0.1435
000008.SZ,0.1275
000002.SZ,1.842
000001.SZ,0.9828
