con_code,weight
603993.SH,0.168
603885.SH,0.057
603000.SH,0.075
601998.SH,0.195
601989.SH,0.586
601988.SH,0.809
601985.SH,0.371
601958.SH,0.067
601939.SH,0.44
601933.SH,0.259
601928.SH,0.075
601919.SH,0.21
601901.SH,0.381
601899.SH,0.373
601888.SH,0.272
601877.SH,0.081
601872.SH,0.113
601866.SH,0.114
601857.SH,0.391
601818.SH,0.654
601800.SH,0.246
601788.SH,0.311
601766.SH,1.014
601727.SH,0.22
601718.SH,0.114
601688.SH,0.591
601669.SH,0.375
601668.SH,1.458
601633.SH,0.15
601628.SH,0.481
601618.SH,0.273
601611.SH,0.064
601608.SH,0.074
601607.SH,0.303
601601.SH,0.981
601600.SH,0.286
601555.SH,0.242
601398.SH,1.165
601390.SH,0.683
601377.SH,0.358
601336.SH,0.455
601333.SH,0.152
601328.SH,1.752
601318.SH,5.022
601288.SH,1.392
601258.SH,0.146
601225.SH,0.123
601216.SH,0.127
601211.SH,0.906
601198.SH,0.193
601186.SH,0.571
601169.SH,1.119
601166.SH,2.122
601155.SH,0.159
601127.SH,0.034
601118.SH,0.064
601111.SH,0.208
601099.SH,0.282
601088.SH,0.436
601021.SH,0.083
601018.SH,0.23
601009.SH,0.415
601006.SH,0.523
600999.SH,0.4
600959.SH,0.173
600958.SH,0.444
600900.SH,1.005
600895.SH,0.129
600893.SH,0.197
600887.SH,1.211
600886.SH,0.327
600875.SH,0.116
600873.SH,0.107
600871.SH,0.069
600867.SH,0.21
600839.SH,0.128
600837.SH,1.273
600827.SH,0.126
600820.SH,0.186
600816.SH,0.201
600804.SH,0.193
600795.SH,0.427
600783.SH,0.051
600754.SH,0.043
600741.SH,0.259
600739.SH,0.213
600737.SH,0.095
600718.SH,0.149
600705.SH,0.285
600704.SH,0.131
600703.SH,0.382
600690.SH,0.444
600688.SH,0.15
600685.SH,0.089
600674.SH,0.216
600666.SH,0.132
600663.SH,0.179
600660.SH,0.345
600654.SH,0.131
600649.SH,0.133
600648.SH,0.067
600637.SH,0.29
600606.SH,0.195
600588.SH,0.114
600585.SH,0.439
600583.SH,0.145
600582.SH,0.073
600570.SH,0.19
600549.SH,0.089
600547.SH,0.218
600535.SH,0.265
600519.SH,2.289
600518.SH,0.651
600498.SH,0.119
600489.SH,0.177
600485.SH,0.22
600482.SH,0.089
600446.SH,0.087
600415.SH,0.219
600406.SH,0.249
600383.SH,0.275
600376.SH,0.124
600373.SH,0.114
600372.SH,0.082
600369.SH,0.159
600362.SH,0.129
600352.SH,0.219
600340.SH,0.306
600332.SH,0.162
600309.SH,0.325
600297.SH,0.164
600276.SH,0.866
600271.SH,0.207
600256.SH,0.132
600252.SH,0.115
600221.SH,0.218
600208.SH,0.176
600196.SH,0.328
600188.SH,0.041
600177.SH,0.224
600170.SH,0.158
600157.SH,0.18
600153.SH,0.203
600150.SH,0.158
600118.SH,0.163
600115.SH,0.206
600111.SH,0.246
600109.SH,0.26
600104.SH,1.084
600100.SH,0.258
600089.SH,0.322
600085.SH,0.182
600074.SH,0.122
600068.SH,0.289
600066.SH,0.279
600061.SH,0.174
600060.SH,0.114
600050.SH,0.651
600048.SH,0.709
600038.SH,0.1
600037.SH,0.103
600036.SH,2.379
600031.SH,0.27
600030.SH,1.331
600029.SH,0.312
600028.SH,0.678
600023.SH,0.24
600021.SH,0.114
600019.SH,0.577
600018.SH,0.21
600016.SH,1.953
600015.SH,0.589
600010.SH,0.308
600009.SH,0.374
600008.SH,0.173
600000.SH,1.485
300315.SZ,0.176
300251.SZ,0.074
300182.SZ,0.104
300168.SZ,0.116
300146.SZ,0.089
300144.SZ,0.127
300133.SZ,0.079
300124.SZ,0.228
300104.SZ,0.375
300085.SZ,0.049
300072.SZ,0.307
300070.SZ,0.358
300059.SZ,0.311
300058.SZ,0.102
300033.SZ,0.14
300027.SZ,0.137
300024.SZ,0.21
300017.SZ,0.164
300015.SZ,0.139
300002.SZ,0.12
002797.SZ,0.037
002739.SZ,0.268
002736.SZ,0.338
002714.SZ,0.086
002673.SZ,0.247
002594.SZ,0.279
002568.SZ,0.031
002500.SZ,0.108
002475.SZ,0.243
002470.SZ,0.112
002466.SZ,0.273
002465.SZ,0.19
002456.SZ,0.305
002450.SZ,0.509
002426.SZ,0.135
002424.SZ,0.073
002415.SZ,0.749
002385.SZ,0.132
002310.SZ,0.176
002304.SZ,0.541
002299.SZ,0.059
002292.SZ,0.08
002252.SZ,0.207
002241.SZ,0.32
002236.SZ,0.279
002230.SZ,0.298
002202.SZ,0.244
002195.SZ,0.101
002183.SZ,0.125
