con_code,weight
601138.SH,0.1625
002938.SZ,0.1024
601298.SH,0.0252
601319.SH,0.0564
603259.SH,0.1034
601066.SH,0.0804
601577.SH,0.0258
002945.SZ,0.0275
002925.SZ,0.0459
002939.SZ,0.0324
600025.SH,0.0616
603260.SH,0.0306
001979.SZ,0.349
601155.SH,0.246
601108.SH,0.1927
300498.SZ,1.0847
601228.SH,0.0559
603833.SH,0.1034
601881.SH,0.1107
300408.SZ,0.1692
300413.SZ,0.0882
603858.SH,0.0931
603019.SH,0.1704
600977.SH,0.085
601212.SH,0.0232
603799.SH,0.1537
300433.SZ,0.082
603160.SH,0.1418
603986.SH,0.2116
601985.SH,0.1797
601828.SH,0.0343
601021.SH,0.1213
002739.SZ,0.0956
600023.SH,0.1276
000333.SZ,2.1314
601808.SH,0.0788
601939.SH,0.3833
002179.SZ,0.1588
601169.SH,0.6585
002773.SZ,0.0856
002714.SZ,0.6029
601238.SH,0.0863
603288.SH,0.6974
603993.SH,0.1983
300296.SZ,0.0883
601360.SH,0.0673
601800.SH,0.1676
601555.SH,0.1641
601225.SH,0.2742
002625.SZ,0.033
601669.SH,0.2484
002624.SZ,0.1519
300251.SZ,0.0701
002602.SZ,0.1415
002601.SZ,0.0628
002594.SZ,0.3136
603156.SH,0.0985
601992.SH,0.088
601328.SH,1.2092
601998.SH,0.1464
000338.SZ,0.5114
601318.SH,7.2331
601166.SH,2.2057
002120.SZ,0.0669
601628.SH,0.4367
601398.SH,1.0046
600018.SH,0.1469
002081.SZ,0.1022
601111.SH,0.2053
601006.SH,0.3771
600048.SH,0.8559
002146.SZ,0.1227
002153.SZ,0.0915
002065.SZ,0.1416
601988.SH,0.6117
002050.SZ,0.1663
002044.SZ,0.2616
600027.SH,0.0998
002032.SZ,0.0947
002027.SZ,0.4761
002024.SZ,0.295
600482.SH,0.1172
002010.SZ,0.0719
002008.SZ,0.2381
002007.SZ,0.2227
002001.SZ,0.2271
600438.SH,0.2078
000100.SZ,0.3285
600340.SH,0.4031
600900.SH,0.9492
600406.SH,0.3409
600015.SH,0.3666
600547.SH,0.2491
600487.SH,0.1639
600489.SH,0.1078
600352.SH,0.2737
600029.SH,0.1826
600271.SH,0.1854
600031.SH,0.7012
600436.SH,0.2399
600570.SH,0.3776
600004.SH,0.1394
600030.SH,1.368
600522.SH,0.1583
600050.SH,0.4203
600516.SH,0.1405
600535.SH,0.1097
600893.SH,0.1452
600887.SH,1.4502
600886.SH,0.2353
