con_code,weight
603993.SH,0.135
603858.SH,0.137
603833.SH,0.151
603799.SH,0.324
603288.SH,0.558
603260.SH,0.049
603160.SH,0.055
601998.SH,0.178
601997.SH,0.16
601992.SH,0.102
601991.SH,0.07
601989.SH,0.346
601988.SH,0.712
601985.SH,0.247
601958.SH,0.057
601939.SH,0.47
601933.SH,0.274
601919.SH,0.176
601901.SH,0.258
601899.SH,0.351
601898.SH,0.083
601888.SH,0.588
601881.SH,0.098
601878.SH,0.029
601877.SH,0.18
601866.SH,0.074
601857.SH,0.467
601838.SH,0.033
601828.SH,0.045
601818.SH,0.545
601808.SH,0.053
601800.SH,0.163
601788.SH,0.201
601766.SH,0.526
601727.SH,0.209
601718.SH,0.066
601688.SH,0.458
601669.SH,0.23
601668.SH,1.073
601633.SH,0.111
601628.SH,0.351
601618.SH,0.167
601611.SH,0.058
601607.SH,0.258
601601.SH,0.937
601600.SH,0.236
601555.SH,0.153
601398.SH,1.074
601390.SH,0.391
601377.SH,0.229
601360.SH,0.11
601336.SH,0.335
601333.SH,0.135
601328.SH,1.476
601318.SH,5.939
601288.SH,1.231
601238.SH,0.067
601229.SH,0.576
601228.SH,0.101
601225.SH,0.308
601216.SH,0.106
601212.SH,0.032
601211.SH,0.518
601198.SH,0.168
601186.SH,0.371
601169.SH,0.835
601166.SH,1.68
601155.SH,0.262
601117.SH,0.124
601111.SH,0.249
601108.SH,0.042
601099.SH,0.149
601088.SH,0.369
601021.SH,0.09
601018.SH,0.156
601012.SH,0.305
601009.SH,0.43
601006.SH,0.457
600999.SH,0.293
600977.SH,0.112
600959.SH,0.074
600958.SH,0.306
600926.SH,0.152
600919.SH,0.416
600909.SH,0.097
600900.SH,0.997
600893.SH,0.188
600887.SH,1.587
600886.SH,0.277
600867.SH,0.322
600837.SH,0.717
600820.SH,0.104
600816.SH,0.148
600809.SH,0.153
600804.SH,0.161
600795.SH,0.289
600741.SH,0.35
600739.SH,0.174
600705.SH,0.196
600704.SH,0.084
600703.SH,0.44
600690.SH,0.659
600688.SH,0.078
600682.SH,0.086
600674.SH,0.18
600663.SH,0.108
600660.SH,0.337
600637.SH,0.186
600606.SH,0.223
600588.SH,0.218
600585.SH,0.627
600583.SH,0.109
600570.SH,0.245
600549.SH,0.12
600547.SH,0.166
600535.SH,0.219
600522.SH,0.202
