con_code,weight
002415.SZ,0.809
002411.SZ,0.049
002352.SZ,0.128
002311.SZ,0.223
002310.SZ,0.066
002304.SZ,0.608
002294.SZ,0.082
002271.SZ,0.152
002252.SZ,0.093
002241.SZ,0.136
002236.SZ,0.199
002230.SZ,0.376
002202.SZ,0.279
002179.SZ,0.15
002153.SZ,0.094
002146.SZ,0.144
002142.SZ,0.533
002120.SZ,0.047
002085.SZ,0.084
002081.SZ,0.135
002065.SZ,0.118
002050.SZ,0.098
002044.SZ,0.221
002032.SZ,0.103
002027.SZ,0.36
002024.SZ,0.356
002008.SZ,0.25
002007.SZ,0.208
002001.SZ,0.147
001979.SZ,0.455
001965.SZ,0.04
000983.SZ,0.086
000963.SZ,0.188
000961.SZ,0.146
000959.SZ,0.05
000938.SZ,0.071
000898.SZ,0.083
000895.SZ,0.219
000876.SZ,0.383
000858.SZ,1.734
000839.SZ,0.097
000826.SZ,0.062
000792.SZ,0.093
000783.SZ,0.244
000776.SZ,0.339
000768.SZ,0.192
000786.SZ,0.143
000728.SZ,0.164
000725.SZ,0.72
000709.SZ,0.112
000703.SZ,0.135
000671.SZ,0.088
000661.SZ,0.379
000651.SZ,2.222
000630.SZ,0.134
000627.SZ,0.083
000625.SZ,0.12
000568.SZ,0.457
000553.SZ,0.024
000538.SZ,0.357
000503.SZ,0.116
000425.SZ,0.178
000423.SZ,0.165
000415.SZ,0.063
000413.SZ,0.169
000408.SZ,0.039
000402.SZ,0.077
000338.SZ,0.5
000333.SZ,2.031
000166.SZ,0.282
000157.SZ,0.213
000100.SZ,0.317
000069.SZ,0.247
000063.SZ,0.604
000002.SZ,1.146
000001.SZ,0.923
603993.SH,0.251
603986.SH,0.097
603858.SH,0.1
603833.SH,0.127
603799.SH,0.126
603288.SH,0.717
603260.SH,0.032
603259.SH,0.073
603160.SH,0.091
603156.SH,0.024
601998.SH,0.156
601997.SH,0.157
601992.SH,0.107
601991.SH,0.069
601989.SH,0.414
601988.SH,0.722
601985.SH,0.228
601939.SH,0.414
