con_code,weight
600018.SH,0.18
600115.SH,0.271
002152.SZ,0.127
601985.SH,0.357
600705.SH,0.315
600028.SH,0.563
300124.SZ,0.21
600660.SH,0.277
000423.SZ,0.331
600340.SH,0.242
600332.SH,0.148
600804.SH,0.282
600958.SH,0.47
002465.SZ,0.189
300003.SZ,0.171
601186.SH,0.454
601872.SH,0.125
000538.SZ,0.377
000166.SZ,0.435
601169.SH,1.287
002241.SZ,0.271
601800.SH,0.256
600317.SH,0.074
002456.SZ,0.292
600588.SH,0.19
000839.SZ,0.292
300144.SZ,0.138
002304.SZ,0.444
600688.SH,0.14
002500.SZ,0.167
600271.SH,0.264
000793.SZ,0.24
000060.SZ,0.204
600663.SH,0.183
600871.SH,0.077
002739.SZ,0.327
600547.SH,0.296
601600.SH,0.267
000776.SZ,0.605
002024.SZ,0.454
600048.SH,0.735
601009.SH,0.438
601198.SH,0.266
000729.SZ,0.111
600398.SH,0.156
000046.SZ,0.17
600893.SH,0.285
601088.SH,0.35
601939.SH,0.447
600886.SH,0.248
600485.SH,0.212
000825.SZ,0.1
600820.SH,0.172
600157.SH,0.171
600606.SH,0.037
600019.SH,0.33
002385.SZ,0.161
600999.SH,0.579
300024.SZ,0.278
600578.SH,0.065
601555.SH,0.32
603885.SH,0.037
600000.SH,1.551
601336.SH,0.403
600415.SH,0.237
600029.SH,0.284
600839.SH,0.18
000027.SZ,0.089
000413.SZ,0.254
002236.SZ,0.217
600783.SH,0.079
600600.SH,0.09
600068.SH,0.277
300059.SZ,0.484
000063.SZ,0.415
000039.SZ,0.118
600690.SH,0.341
601333.SH,0.16
600900.SH,0.92
000630.SZ,0.22
600863.SH,0.1
300015.SZ,0.138
000623.SZ,0.278
600649.SH,0.292
600036.SH,2.0
600352.SH,0.226
601727.SH,0.276
000826.SZ,0.178
601628.SH,0.449
002007.SZ,0.173
000568.SZ,0.251
601179.SH,0.129
000999.SZ,0.108
300058.SZ,0.16
600666.SH,0.069
601328.SH,1.683
601018.SH,0.212
600011.SH,0.336
600109.SH,0.268
601608.SH,0.089
000778.SZ,0.118
000686.SZ,0.204
300251.SZ,0.105
600519.SH,1.676
600816.SH,0.216
600085.SH,0.197
000156.SZ,0.085
600642.SH,0.146
600022.SH,0.046
002230.SZ,0.281
000069.SZ,0.256
601857.SH,0.387
000725.SZ,0.72
000750.SZ,0.171
002252.SZ,0.222
601633.SH,0.137
000963.SZ,0.185
601016.SH,0.022
000001.SZ,0.686
600089.SH,0.262
600446.SH,0.158
600252.SH,0.142
601888.SH,0.227
600369.SH,0.23
000157.SZ,0.219
000800.SZ,0.101
601718.SH,0.135
601901.SH,0.367
000333.SZ,1.013
000061.SZ,0.12
600637.SH,0.34
300133.SZ,0.098
600837.SH,1.418
601928.SH,0.09
600008.SH,0.109
002008.SZ,0.206
002415.SZ,0.478
600256.SH,0.144
000402.SZ,0.187
601106.SH,0.168
000895.SZ,0.234
000338.SZ,0.258
600005.SH,0.144
000858.SZ,0.713
000712.SZ,0.118
600170.SH,0.148
000625.SZ,0.387
600098.SH,0.09
601211.SH,0.317
600372.SH,0.107
601166.SH,2.347
002568.SZ,0.041
001979.SZ,0.478
601669.SH,0.347
000783.SZ,0.419
600188.SH,0.047
601618.SH,0.274
600376.SH,0.14
601318.SH,4.114
600309.SH,0.236
601390.SH,0.573
600021.SH,0.105
600383.SH,0.345
600704.SH,0.126
600406.SH,0.236
601991.SH,0.127
300027.SZ,0.252
601668.SH,1.726
600100.SH,0.284
600015.SH,0.645
600998.SH,0.071
601216.SH,0.138
601988.SH,0.773
000876.SZ,0.186
000977.SZ,0.145
600895.SH,0.15
600066.SH,0.292
600038.SH,0.114
600016.SH,2.348
002292.SZ,0.147
000540.SZ,0.204
600739.SH,0.274
600027.SH,0.135
601098.SH,0.14
601788.SH,0.216
600118.SH,0.203
002195.SZ,0.097
002153.SZ,0.086
601398.SH,1.146
600703.SH,0.269
000503.SZ,0.435
600373.SH,0.131
300315.SZ,0.224
002142.SZ,0.357
000559.SZ,0.174
600104.SH,0.873
002027.SZ,0.108
000728.SZ,0.283
600685.SH,0.071
601808.SH,0.081
600362.SH,0.166
600276.SH,0.69
002450.SZ,0.464
002129.SZ,0.114
000768.SZ,0.257
002470.SZ,0.128
002399.SZ,0.073
600795.SH,0.403
600674.SH,0.211
600741.SH,0.222
600887.SH,1.254
600583.SH,0.17
600074.SH,0.156
600737.SH,0.133
600873.SH,0.135
300002.SZ,0.129
601006.SH,0.456
300168.SZ,0.186
601225.SH,0.115
002736.SZ,0.455
002202.SZ,0.308
601118.SH,0.09
601258.SH,0.137
000100.SZ,0.262
002594.SZ,0.315
600535.SH,0.28
300017.SZ,0.3
601688.SH,0.677
000792.SZ,0.158
