con_code,weight
001979.SZ,0.4597
601155.SH,0.2405
601228.SH,0.0396
002841.SZ,0.0336
603833.SH,0.0531
002831.SZ,0.0198
601881.SH,0.0537
601163.SH,0.0353
603858.SH,0.0356
600977.SH,0.1197
601611.SH,0.0632
601966.SH,0.0793
601212.SH,0.0356
603799.SH,0.2808
603160.SH,0.0296
601985.SH,0.2579
600959.SH,0.0851
601021.SH,0.0944
002739.SZ,0.2228
600023.SH,0.1963
000333.SZ,2.1591
601939.SH,0.4333
601169.SH,0.897
002174.SZ,0.0821
002714.SZ,0.1641
601608.SH,0.049
603993.SH,0.1732
300315.SZ,0.102
601800.SH,0.1698
601555.SH,0.1623
601225.SH,0.3044
601669.SH,0.2451
002624.SZ,0.1167
002608.SZ,0.0452
300251.SZ,0.0839
002602.SZ,0.1396
002601.SZ,0.0801
002594.SZ,0.4206
002572.SZ,0.1803
601992.SH,0.1201
601216.SH,0.1215
002558.SZ,0.1328
002555.SZ,0.039
601933.SH,0.3301
601211.SH,0.571
002736.SZ,0.2278
000166.SZ,0.1914
300144.SZ,0.1523
600919.SH,0.4507
600926.SH,0.0433
002508.SZ,0.1586
300136.SZ,0.2395
600958.SH,0.2912
300122.SZ,0.1835
002500.SZ,0.1148
601818.SH,0.5762
002475.SZ,0.3268
601336.SH,0.3236
601377.SH,0.2495
002470.SZ,0.1176
002468.SZ,0.0653
601018.SH,0.1819
002465.SZ,0.1423
300124.SZ,0.2898
601718.SH,0.0531
002460.SZ,0.2949
002450.SZ,0.3297
601118.SH,0.0775
002466.SZ,0.3439
601012.SH,0.3984
300072.SZ,0.2132
300070.SZ,0.2723
002456.SZ,0.3021
002426.SZ,0.0788
002424.SZ,0.0518
002415.SZ,1.3024
002411.SZ,0.0946
300059.SZ,0.4334
002385.SZ,0.1022
601688.SH,0.5022
002352.SZ,0.0965
300027.SZ,0.1241
300033.SZ,0.0901
300015.SZ,0.267
300017.SZ,0.1449
601877.SH,0.102
300003.SZ,0.3634
601117.SH,0.1338
601618.SH,0.1801
002839.SZ,0.0129
002310.SZ,0.1836
601989.SH,0.3795
601888.SH,0.6004
600999.SH,0.3244
002294.SZ,0.1588
002292.SZ,0.0569
601727.SH,0.2034
601633.SH,0.1206
601766.SH,0.6053
601788.SH,0.2192
601668.SH,1.1183
601229.SH,0.121
601997.SH,0.1665
601288.SH,1.2543
601198.SH,0.1445
601375.SH,0.0398
002673.SZ,0.1388
601878.SH,0.0364
600909.SH,0.063
002797.SZ,0.1366
601901.SH,0.2236
002241.SZ,0.2005
002252.SZ,0.2655
002236.SZ,0.3757
002230.SZ,0.5003
601186.SH,0.3846
601958.SH,0.0584
601898.SH,0.0824
601099.SH,0.1671
601899.SH,0.348
300024.SZ,0.1868
601601.SH,0.9474
601866.SH,0.0847
002202.SZ,0.2887
601390.SH,0.3807
601857.SH,0.4722
002304.SZ,0.7679
601088.SH,0.3728
601009.SH,0.3766
002142.SZ,0.399
601919.SH,0.2109
601600.SH,0.2505
601328.SH,1.505
601998.SH,0.1771
000338.SZ,0.3827
601318.SH,6.0857
601166.SH,1.8017
601628.SH,0.3723
601333.SH,0.1372
601991.SH,0.0746
601872.SH,0.0755
601398.SH,1.1087
002074.SZ,0.0995
600018.SH,0.1779
002081.SZ,0.174
601111.SH,0.1987
601006.SH,0.4574
600048.SH,0.8164
002146.SZ,0.146
002153.SZ,0.0826
002065.SZ,0.1705
601988.SH,0.7223
002044.SZ,0.2676
002027.SZ,0.5476
002024.SZ,0.5373
600482.SH,0.1697
002008.SZ,0.419
002007.SZ,0.1785
000100.SZ,0.2291
600340.SH,0.2943
600900.SH,1.0094
600021.SH,0.0695
600406.SH,0.2769
600015.SH,0.4873
600547.SH,0.1896
600489.SH,0.1346
600485.SH,0.2333
600352.SH,0.2692
600029.SH,0.3213
600271.SH,0.2752
600031.SH,0.3399
600436.SH,0.2917
600570.SH,0.2599
600030.SH,1.3321
600549.SH,0.083
600522.SH,0.1948
600050.SH,0.4489
600535.SH,0.2394
600895.SH,0.0909
600893.SH,0.1959
600887.SH,1.6736
600886.SH,0.2768
600871.SH,0.036
601607.SH,0.272
600837.SH,0.7803
600827.SH,0.0862
600820.SH,0.1186
600816.SH,0.1647
600804.SH,0.2037
600795.SH,0.3052
600741.SH,0.35
600739.SH,0.1798
600705.SH,0.2127
600704.SH,0.0955
600703.SH,0.4599
600690.SH,0.546
600688.SH,0.076
600685.SH,0.0499
600682.SH,0.1349
600674.SH,0.1862
600663.SH,0.108
600660.SH,0.3206
600649.SH,0.0806
600637.SH,0.2087
600606.SH,0.2226
600588.SH,0.2148
600585.SH,0.6244
600583.SH,0.1195
600519.SH,3.4123
600518.SH,0.6944
600498.SH,0.1329
600415.SH,0.1265
600390.SH,0.026
600383.SH,0.2199
600376.SH,0.0983
600373.SH,0.0796
600372.SH,0.0664
600369.SH,0.1073
600362.SH,0.1555
600332.SH,0.2083
600309.SH,0.454
600297.SH,0.1483
600276.SH,1.4821
600233.SH,0.0498
600221.SH,0.3387
600219.SH,0.1482
600208.SH,0.1587
600196.SH,0.3983
600188.SH,0.0487
600177.SH,0.1919
600170.SH,0.1388
600157.SH,0.1087
600153.SH,0.1359
600118.SH,0.1136
600115.SH,0.2693
600111.SH,0.2398
600109.SH,0.1536
600104.SH,1.1395
600100.SH,0.1786
600089.SH,0.2623
600085.SH,0.1935
600074.SH,0.0137
600068.SH,0.1836
600066.SH,0.2674
600061.SH,0.0861
600038.SH,0.0883
600036.SH,2.6886
600028.SH,0.6706
600019.SH,0.6873
600016.SH,1.6613
600011.SH,0.2668
600010.SH,0.2106
600009.SH,0.4628
600008.SH,0.0982
600000.SH,1.1428
000983.SZ,0.1116
000963.SZ,0.3325
000961.SZ,0.1259
000959.SZ,0.0561
000938.SZ,0.0875
000898.SZ,0.1039
000895.SZ,0.2585
000876.SZ,0.1364
000858.SZ,1.36
000839.SZ,0.1583
000826.SZ,0.1322
000792.SZ,0.1557
000783.SZ,0.2226
000776.SZ,0.3849
000768.SZ,0.193
000750.SZ,0.1065
000738.SZ,0.0592
000728.SZ,0.1544
000725.SZ,0.8728
000723.SZ,0.061
000709.SZ,0.1216
000686.SZ,0.092
000671.SZ,0.0945
000651.SZ,2.0431
000630.SZ,0.1439
000627.SZ,0.1039
000625.SZ,0.1794
000623.SZ,0.1638
000568.SZ,0.4518
000559.SZ,0.1005
000540.SZ,0.1877
000538.SZ,0.5225
000503.SZ,0.234
000425.SZ,0.1606
000423.SZ,0.2832
000415.SZ,0.0988
000413.SZ,0.2612
000402.SZ,0.1012
000157.SZ,0.1675
000069.SZ,0.2348
000063.SZ,0.6789
000060.SZ,0.1346
000008.SZ,0.0865
000002.SZ,1.1521
000001.SZ,0.7973
