con_code,weight
001979.SZ,0.3994
601985.SH,0.3849
603885.SH,0.0452
600959.SH,0.0994
601021.SH,0.1414
002739.SZ,0.1182
600023.SH,0.1722
000333.SZ,0.8736
601808.SH,0.0885
601939.SH,0.3906
601169.SH,1.2884
601969.SH,0.0272
601016.SH,0.0226
601238.SH,0.1569
601608.SH,0.0857
603288.SH,0.0976
603993.SH,0.1315
603000.SH,0.1122
300315.SZ,0.2021
601231.SH,0.0414
601928.SH,0.0986
601800.SH,0.2012
601555.SH,0.3133
601225.SH,0.1077
601669.SH,0.2952
300251.SZ,0.1309
002594.SZ,0.4455
601992.SH,0.1239
601258.SH,0.106
601216.SH,0.1116
601933.SH,0.2096
300146.SZ,0.0973
601211.SH,0.3326
002736.SZ,0.2245
000166.SZ,0.4472
300144.SZ,0.1711
600958.SH,0.219
600998.SH,0.069
002500.SZ,0.2075
601818.SH,0.7038
601098.SH,0.1509
002475.SZ,0.1699
601336.SH,0.3136
300133.SZ,0.131
601377.SH,0.5187
002470.SZ,0.1129
300104.SZ,0.6495
601018.SH,0.2518
002465.SZ,0.2399
300124.SZ,0.2105
601718.SH,0.1467
002450.SZ,0.5111
601118.SH,0.0775
300070.SZ,0.2774
002456.SZ,0.2496
002422.SZ,0.1518
002415.SZ,0.4625
300059.SZ,0.5583
002399.SZ,0.0805
002410.SZ,0.106
300058.SZ,0.1803
601158.SH,0.047
002385.SZ,0.2436
601106.SH,0.1696
601179.SH,0.131
601688.SH,0.7054
002375.SZ,0.0919
002353.SZ,0.1107
300027.SZ,0.3528
300015.SZ,0.1562
300017.SZ,0.381
300003.SZ,0.1872
601117.SH,0.1289
601618.SH,0.2176
601989.SH,0.6755
601888.SH,0.2052
600999.SH,0.5671
002294.SZ,0.0984
002292.SZ,0.1885
601727.SH,0.2732
601633.SH,0.1223
300002.SZ,0.1237
601766.SH,1.0501
601788.SH,0.2334
601668.SH,0.9747
601288.SH,1.4429
601198.SH,0.1427
002673.SZ,0.322
601901.SH,0.3555
002241.SZ,0.2971
002252.SZ,0.2464
002236.SZ,0.2744
002230.SZ,0.3156
601186.SH,0.4147
601958.SH,0.1006
601898.SH,0.1052
601099.SH,0.3459
601899.SH,0.3466
300024.SZ,0.3314
601601.SH,1.0152
601866.SH,0.1637
002202.SZ,0.2843
601390.SH,0.4815
002195.SZ,0.0882
601857.SH,0.4247
002304.SZ,0.5042
601088.SH,0.3281
601009.SH,0.4287
002142.SZ,0.3424
601919.SH,0.193
601600.SH,0.2671
601328.SH,1.5471
601998.SH,0.2116
000338.SZ,0.2282
002129.SZ,0.1309
601318.SH,4.178
601166.SH,2.5711
601628.SH,0.4298
601333.SH,0.1645
601991.SH,0.1429
601872.SH,0.1236
601398.SH,1.1181
600018.SH,0.2019
002081.SZ,0.1604
601699.SH,0.0932
601111.SH,0.2141
601006.SH,0.4603
600048.SH,0.6506
002146.SZ,0.1055
002153.SZ,0.1019
002065.SZ,0.2345
601988.SH,0.8408
600027.SH,0.1535
002038.SZ,0.1436
002024.SZ,0.59
002008.SZ,0.2331
002007.SZ,0.1758
000100.SZ,0.3479
600340.SH,0.2607
600900.SH,0.9815
600021.SH,0.1073
600406.SH,0.2322
600015.SH,0.6497
600547.SH,0.2517
600489.SH,0.1989
600485.SH,0.2486
600352.SH,0.2369
600029.SH,0.2873
600271.SH,0.3403
600031.SH,0.2306
600570.SH,0.3645
600030.SH,1.5578
600549.SH,0.1512
600050.SH,0.4021
600535.SH,0.2799
600895.SH,0.1761
600893.SH,0.3212
600887.SH,1.112
600886.SH,0.2683
600875.SH,0.1428
600873.SH,0.1535
600867.SH,0.2374
600863.SH,0.1065
601607.SH,0.251
600839.SH,0.2214
600837.SH,1.5078
600827.SH,0.1148
600820.SH,0.162
600804.SH,0.2484
600795.SH,0.3439
600783.SH,0.0806
600741.SH,0.2219
600739.SH,0.2326
600718.SH,0.19
600717.SH,0.0894
600705.SH,0.298
600703.SH,0.3068
600690.SH,0.3335
600688.SH,0.1628
600674.SH,0.2232
600663.SH,0.2023
600660.SH,0.2462
600649.SH,0.2605
600648.SH,0.0827
600642.SH,0.1571
600637.SH,0.5495
600633.SH,0.11
600600.SH,0.098
600588.SH,0.1347
600585.SH,0.3597
600583.SH,0.1906
600578.SH,0.0721
600519.SH,1.5832
600518.SH,0.5592
600415.SH,0.21
600398.SH,0.179
600383.SH,0.2964
600373.SH,0.1383
600372.SH,0.1179
600369.SH,0.2687
600362.SH,0.1327
600350.SH,0.043
600332.SH,0.1521
600317.SH,0.0816
600315.SH,0.1785
600309.SH,0.2078
600276.SH,0.6411
600256.SH,0.1598
600252.SH,0.1464
600221.SH,0.2265
600208.SH,0.1288
600196.SH,0.2621
600188.SH,0.0431
600177.SH,0.2778
600170.SH,0.0997
600166.SH,0.1088
600157.SH,0.1657
600153.SH,0.3517
600150.SH,0.1865
600118.SH,0.2244
600115.SH,0.2715
600111.SH,0.3885
600109.SH,0.2805
600104.SH,0.7985
600100.SH,0.3263
600089.SH,0.2617
600085.SH,0.2235
600068.SH,0.1954
600066.SH,0.3092
600060.SH,0.1528
600038.SH,0.1115
600036.SH,2.1967
600028.SH,0.6064
600019.SH,0.3104
600016.SH,3.1698
600011.SH,0.3737
600010.SH,0.3489
600009.SH,0.3182
600008.SH,0.0924
600005.SH,0.1408
600000.SH,2.135
000999.SZ,0.1063
000983.SZ,0.1419
000963.SZ,0.1897
000937.SZ,0.0672
000917.SZ,0.2437
000898.SZ,0.0851
000895.SZ,0.2526
000883.SZ,0.1094
000876.SZ,0.2141
000858.SZ,0.6783
000831.SZ,0.1323
000826.SZ,0.185
000825.SZ,0.0868
000800.SZ,0.1287
000793.SZ,0.1984
