STOCK,50000000.0
alpha,0.237
annualized_returns,0.196
benchmark_annualized_returns,-0.058
benchmark_total_returns,-0.159
beta,0.956
cash,98641.583
downside_risk,0.041
end_date,2019-12-31
information_ratio,3.496
max_drawdown,0.234
run_type,BACKTEST
sharpe,0.829
sortino,0.272
start_date,2017-01-03
strategy_file,../src/my_po.py
strategy_name,my_po
total_returns,0.682
total_value,84092271.011
tracking_error,0.068
unit_net_value,1.682
units,50000000.0
volatility,0.214
