STOCK,50000000.0
alpha,-0.058
annualized_returns,0.034
benchmark_annualized_returns,0.106
benchmark_total_returns,0.339
beta,0.877
cash,222027.172
downside_risk,0.052
end_date,2019-12-31
information_ratio,-0.994
max_drawdown,0.263
run_type,BACKTEST
sharpe,0.135
sortino,0.028
start_date,2017-01-03
strategy_file,../src/semi_cr.py
strategy_name,semi_cr
total_returns,0.101
total_value,55059234.626
tracking_error,0.07
unit_net_value,1.101
units,50000000.0
volatility,0.172
