datetime,commission,exec_id,last_price,last_quantity,order_book_id,order_id,position_effect,side,symbol,tax,trading_datetime,transaction_cost
2017-01-03 15:00:00,800.606016,15876647183193,9.86,101500.0,601766.XSHG,15876647581122,OPEN,BUY,中国中车,0.0,2017-01-03 15:00:00,800.606016
2017-01-03 15:00:00,800.5026096000001,15876647183194,18.226,54900.0,601688.XSHG,15876647581124,OPEN,BUY,华泰证券,0.0,2017-01-03 15:00:00,800.5026096000001
2017-01-03 15:00:00,800.6076191999999,15876647183195,8.888,112600.0,601668.XSHG,15876647581127,OPEN,BUY,中国建筑,0.0,2017-01-03 15:00:00,800.6076191999999
2017-01-03 15:00:00,799.4958,15876647183196,25.3,39500.0,601628.XSHG,15876647581129,OPEN,BUY,中国人寿,0.0,2017-01-03 15:00:00,799.4958
2017-01-03 15:00:00,799.6056192,15876647183197,28.076,35600.0,601601.XSHG,15876647581131,OPEN,BUY,中国太保,0.0,2017-01-03 15:00:00,799.6056192
2017-01-03 15:00:00,800.4152352,15876647183198,4.439,225400.0,601398.XSHG,15876647581135,OPEN,BUY,工商银行,0.0,2017-01-03 15:00:00,800.4152352
2017-01-03 15:00:00,800.2965984000001,15876647183199,8.948,111800.0,601390.XSHG,15876647581138,OPEN,BUY,中国中铁,0.0,2017-01-03 15:00:00,800.2965984000001
2017-01-03 15:00:00,800.5675392,15876647183200,7.776,128700.0,601377.XSHG,15876647581141,OPEN,BUY,兴业证券,0.0,2017-01-03 15:00:00,800.5675392
2017-01-03 15:00:00,797.3683536000001,15876647183201,45.1,22100.0,601336.XSHG,15876647581144,OPEN,BUY,新华保险,0.0,2017-01-03 15:00:00,797.3683536000001
2017-01-03 15:00:00,800.1234527999999,15876647183202,5.822,171800.0,601328.XSHG,15876647581148,OPEN,BUY,交通银行,0.0,2017-01-03 15:00:00,800.1234527999999
2017-01-03 15:00:00,797.9703552,15876647183203,35.751,27900.0,601318.XSHG,15876647581151,OPEN,BUY,中国平安,0.0,2017-01-03 15:00:00,797.9703552
2017-01-03 15:00:00,800.31744,15876647183204,3.126,320000.0,601288.XSHG,15876647581156,OPEN,BUY,农业银行,0.0,2017-01-03 15:00:00,800.31744
2017-01-03 15:00:00,799.8172416,15876647183205,18.757,53300.0,601211.XSHG,15876647581158,OPEN,BUY,国泰君安,0.0,2017-01-03 15:00:00,799.8172416
2017-01-03 15:00:00,799.0717536,15876647183206,20.26,49300.0,601198.XSHG,15876647581161,OPEN,BUY,东兴证券,0.0,2017-01-03 15:00:00,799.0717536
2017-01-03 15:00:00,800.31744,15876647183207,12.024,83200.0,601186.XSHG,15876647581163,OPEN,BUY,中国铁建,0.0,2017-01-03 15:00:00,800.31744
2017-01-03 15:00:00,799.900608,15876647183208,9.9,101000.0,601169.XSHG,15876647581166,OPEN,BUY,北京银行,0.0,2017-01-03 15:00:00,799.900608
2017-01-03 15:00:00,799.3042175999999,15876647183209,16.272,61400.0,601166.XSHG,15876647581169,OPEN,BUY,兴业银行,0.0,2017-01-03 15:00:00,799.3042175999999
2017-01-03 15:00:00,799.4388864000001,15876647183210,16.222,61600.0,601088.XSHG,15876647581172,OPEN,BUY,中国神华,0.0,2017-01-03 15:00:00,799.4388864000001
2017-01-03 15:00:00,799.8877824,15876647183211,7.224,138400.0,601006.XSHG,15876647581175,OPEN,BUY,大秦铁路,0.0,2017-01-03 15:00:00,799.8877824
2017-01-03 15:00:00,798.8745600000001,15876647183212,16.533,60400.0,600999.XSHG,15876647581178,OPEN,BUY,招商证券,0.0,2017-01-03 15:00:00,798.8745600000001
2017-01-03 15:00:00,799.5791664,15876647183213,15.641,63900.0,600958.XSHG,15876647581180,OPEN,BUY,东方证券,0.0,2017-01-03 15:00:00,799.5791664
2017-01-03 15:00:00,798.0280704000002,15876647183214,33.587,29700.0,600893.XSHG,15876647581182,OPEN,BUY,航发动力,0.0,2017-01-03 15:00:00,798.0280704000002
2017-01-03 15:00:00,799.7691456000001,15876647183215,17.725,56400.0,600887.XSHG,15876647581184,OPEN,BUY,伊利股份,0.0,2017-01-03 15:00:00,799.7691456000001
2017-01-03 15:00:00,799.17516,15876647183216,15.781,63300.0,600837.XSHG,15876647581187,OPEN,BUY,海通证券,0.0,2017-01-03 15:00:00,799.17516
2017-01-03 15:00:00,799.5358800000001,15876647183217,23.297,42900.0,600637.XSHG,15876647581189,OPEN,BUY,东方明珠,0.0,2017-01-03 15:00:00,799.5358800000001
2017-01-03 15:00:00,798.5507136,15876647183218,36.834,27100.0,600547.XSHG,15876647581191,OPEN,BUY,山东黄金,0.0,2017-01-03 15:00:00,798.5507136
2017-01-03 15:00:00,777.7315584000002,15876647183219,335.229,2900.0,600519.XSHG,15876647581193,OPEN,BUY,贵州茅台,0.0,2017-01-03 15:00:00,777.7315584000002
2017-01-03 15:00:00,799.018848,15876647183220,17.996,55500.0,600518.XSHG,15876647581195,OPEN,BUY,ST康美,0.0,2017-01-03 15:00:00,799.018848
2017-01-03 15:00:00,799.1038176000001,15876647183221,12.455,80200.0,600111.XSHG,15876647581200,OPEN,BUY,北方稀土,0.0,2017-01-03 15:00:00,799.1038176000001
2017-01-03 15:00:00,798.6629376000001,15876647183222,13.347,74800.0,600109.XSHG,15876647581203,OPEN,BUY,国金证券,0.0,2017-01-03 15:00:00,798.6629376000001
2017-01-03 15:00:00,798.5643408,15876647183223,23.938,41700.0,600104.XSHG,15876647581205,OPEN,BUY,上汽集团,0.0,2017-01-03 15:00:00,798.5643408
