index_code,con_code,in_date,out_date,is_new,industry_name,level,ts_code,name,list_date,delist_date
801020.SI,603619.SH,20171124,,Y,采掘,L1,603619.SH,中曼石油,20171117,
801020.SI,600968.SH,20190703,,Y,采掘,L1,600968.SH,海油发展,20190626,
801020.SI,600348.SH,20030821,,Y,采掘,L1,600348.SH,阳泉煤业,20030821,
801020.SI,600121.SH,19980107,,Y,采掘,L1,600121.SH,郑州煤电,19980107,
801020.SI,600157.SH,20120702,,Y,采掘,L1,600157.SH,永泰能源,19980513,
801020.SI,600792.SH,20120702,,Y,采掘,L1,600792.SH,云煤能源,19970123,
801020.SI,600123.SH,19981217,,Y,采掘,L1,600123.SH,兰花科创,19981217,
801020.SI,600188.SH,19980701,,Y,采掘,L1,600188.SH,兖州煤业,19980701,
801020.SI,000983.SZ,20000726,,Y,采掘,L1,000983.SZ,西山煤电,20000726,
801020.SI,600508.SH,20060207,,Y,采掘,L1,600508.SH,上海能源,20010829,
801020.SI,600971.SH,20040817,,Y,采掘,L1,600971.SH,恒源煤电,20040817,
801020.SI,000968.SZ,20000622,,Y,采掘,L1,000968.SZ,蓝焰控股,20000622,
801020.SI,600408.SH,20050401,,Y,采掘,L1,600408.SH,ST安泰,20030212,
801020.SI,000571.SZ,20111010,,Y,采掘,L1,000571.SZ,*ST大洲,19940525,
801020.SI,002554.SZ,20111010,,Y,采掘,L1,002554.SZ,惠博普,20110225,
801020.SI,300157.SZ,20111010,,Y,采掘,L1,300157.SZ,恒泰艾普,20110107,
801020.SI,300164.SZ,20111010,,Y,采掘,L1,300164.SZ,通源石油,20110113,
801020.SI,300191.SZ,20111010,,Y,采掘,L1,300191.SZ,潜能恒信,20110316,
801020.SI,600532.SH,20111010,,Y,采掘,L1,600532.SH,宏达矿业,20021031,
801020.SI,600583.SH,20111010,,Y,采掘,L1,600583.SH,海油工程,20020205,
801020.SI,601808.SH,20111010,,Y,采掘,L1,601808.SH,中海油服,20070928,
801020.SI,002629.SZ,20111110,,Y,采掘,L1,002629.SZ,*ST仁智,20111103,
801020.SI,600740.SH,20050401,,Y,采掘,L1,600740.SH,山西焦化,19960808,
801020.SI,601001.SH,20060703,,Y,采掘,L1,601001.SH,大同煤业,20060623,
801020.SI,600397.SH,20020702,,Y,采掘,L1,600397.SH,安源煤业,20020702,
801020.SI,000552.SZ,20061010,,Y,采掘,L1,000552.SZ,靖远煤电,19940106,
801020.SI,601699.SH,20061009,,Y,采掘,L1,601699.SH,潞安环能,20060922,
801020.SI,000780.SZ,20070703,,Y,采掘,L1,000780.SZ,平庄能源,19970606,
801020.SI,600395.SH,20010531,,Y,采掘,L1,600395.SH,盘江股份,20010531,
801020.SI,601666.SH,20061201,,Y,采掘,L1,601666.SH,平煤股份,20061123,
801020.SI,002128.SZ,20070426,,Y,采掘,L1,002128.SZ,露天煤业,20070418,
801020.SI,002207.SZ,20080205,,Y,采掘,L1,002207.SZ,ST准油,20080128,
801020.SI,601857.SH,20071113,,Y,采掘,L1,601857.SH,中国石油,20071105,
801020.SI,000723.SZ,20070703,,Y,采掘,L1,000723.SZ,美锦能源,19970515,
801020.SI,601918.SH,20071227,,Y,采掘,L1,601918.SH,新集能源,20071219,
801020.SI,601088.SH,20071017,,Y,采掘,L1,601088.SH,中国神华,20071009,
801020.SI,601898.SH,20080218,,Y,采掘,L1,601898.SH,中煤能源,20080201,
801020.SI,000655.SZ,20070703,,Y,采掘,L1,000655.SZ,金岭矿业,19961128,
801020.SI,600295.SH,20130701,,Y,采掘,L1,600295.SH,鄂尔多斯,20010426,
801020.SI,600997.SH,20040602,,Y,采掘,L1,600997.SH,开滦股份,20040602,
801020.SI,600546.SH,20091012,,Y,采掘,L1,600546.SH,山煤国际,20030731,
801020.SI,601101.SH,20100409,,Y,采掘,L1,601101.SH,昊华能源,20100331,
801020.SI,601011.SH,20110317,,Y,采掘,L1,601011.SH,宝泰隆,20110309,
801020.SI,000937.SZ,19990909,,Y,采掘,L1,000937.SZ,冀中能源,19990909,
801020.SI,600403.SH,20100602,,Y,采掘,L1,600403.SH,大有能源,20031009,
801020.SI,601225.SH,20140211,,Y,采掘,L1,601225.SH,陕西煤业,20140128,
801020.SI,000762.SZ,19970708,,Y,采掘,L1,000762.SZ,西藏矿业,19970708,
801020.SI,601969.SH,20141216,,Y,采掘,L1,601969.SH,海南矿业,20141209,
801020.SI,002738.SZ,20150108,,Y,采掘,L1,002738.SZ,中矿资源,20141230,
801020.SI,601015.SH,20141112,,Y,采掘,L1,601015.SH,陕西黑猫,20141105,
801020.SI,603979.SH,20150707,,Y,采掘,L1,603979.SH,金诚信,20150630,
801020.SI,600871.SH,20150701,,Y,采掘,L1,600871.SH,石化油服,19950411,
801020.SI,600759.SH,20150701,,Y,采掘,L1,600759.SH,洲际油气,19961008,
801020.SI,002828.SZ,20161215,,Y,采掘,L1,002828.SZ,贝肯能源,20161208,
801020.SI,603727.SH,20161129,,Y,采掘,L1,603727.SH,博迈科,20161122,
801020.SI,600339.SH,20170703,,Y,采掘,L1,600339.SH,中油工程,20001225,
801020.SI,600725.SH,20170703,,Y,采掘,L1,600725.SH,ST云维,19960702,
801020.SI,600758.SH,20170703,,Y,采掘,L1,600758.SH,红阳能源,19961029,
801020.SI,600777.SH,20170703,,Y,采掘,L1,600777.SH,新潮能源,19961121,
801020.SI,600989.SH,20190523,,Y,采掘,L1,600989.SH,宝丰能源,20190516,
801020.SI,000833.SZ,20190708,,Y,采掘,L1,000833.SZ,粤桂股份,19981111,
801020.SI,000923.SZ,20190708,,Y,采掘,L1,000923.SZ,河钢资源,19990714,
801020.SI,600985.SH,20190708,,Y,采掘,L1,600985.SH,淮北矿业,20040428,
801020.SI,603505.SH,20170510,,Y,采掘,L1,603505.SH,金石资源,20170503,
801020.SI,603113.SH,20170518,,Y,采掘,L1,603113.SH,金能科技,20170511,
801020.SI,000629.SZ,20180827,,Y,采掘,L1,000629.SZ,攀钢钒钛,19961115,
801030.SI,000408.SZ,20180716,,Y,化工,L1,000408.SZ,藏格控股,19960628,
801030.SI,603977.SH,20180716,,Y,化工,L1,603977.SH,国泰集团,20161111,
801030.SI,603681.SH,20190402,,Y,化工,L1,603681.SH,永冠新材,20190326,
801030.SI,300767.SZ,20190408,,Y,化工,L1,300767.SZ,震安科技,20190329,
801030.SI,300743.SZ,20180508,,Y,化工,L1,300743.SZ,天地数码,20180427,
801030.SI,603810.SH,20180925,,Y,化工,L1,603810.SH,丰山集团,20180917,
801030.SI,002812.SZ,20190403,,Y,化工,L1,002812.SZ,恩捷股份,20160914,
801030.SI,603332.SH,20190124,,Y,化工,L1,603332.SH,苏州龙杰,20190117,
801030.SI,300769.SZ,20190422,,Y,化工,L1,300769.SZ,德方纳米,20190415,
801030.SI,002942.SZ,20181212,,Y,化工,L1,002942.SZ,新农股份,20181205,
801030.SI,300684.SZ,20180104,,Y,化工,L1,300684.SZ,中石科技,20171227,
801030.SI,603916.SH,20171117,,Y,化工,L1,603916.SH,苏博特,20171110,
801030.SI,002895.SZ,20170901,,Y,化工,L1,002895.SZ,川恒股份,20170825,
801030.SI,002909.SZ,20171102,,Y,化工,L1,002909.SZ,集泰股份,20171026,
801030.SI,603192.SH,20180904,,Y,化工,L1,603192.SH,汇得科技,20180828,
801030.SI,002917.SZ,20171215,,Y,化工,L1,002917.SZ,金奥博,20171208,
801030.SI,603683.SH,20171027,,Y,化工,L1,603683.SH,晶华新材,20171020,
801030.SI,603867.SH,20190704,,Y,化工,L1,603867.SH,新化股份,20190627,
801030.SI,300644.SZ,20180213,,Y,化工,L1,300644.SZ,南京聚隆,20180206,
801030.SI,603970.SH,20171123,,Y,化工,L1,603970.SH,中农立华,20171116,
801030.SI,603790.SH,20180919,,Y,化工,L1,603790.SH,雅运股份,20180912,
801030.SI,603181.SH,20170831,,Y,化工,L1,603181.SH,皇马科技,20170824,
801030.SI,603378.SH,20171012,,Y,化工,L1,603378.SH,亚士创能,20170928,
801030.SI,603722.SH,20171101,,Y,化工,L1,603722.SH,阿科力,20171025,
801030.SI,603650.SH,20180704,,Y,化工,L1,603650.SH,彤程新材,20180627,
801030.SI,603379.SH,20190410,,Y,化工,L1,603379.SH,三美股份,20190402,
801030.SI,603256.SH,20190726,,Y,化工,L1,603256.SH,宏和科技,20190719,
801030.SI,603983.SH,20190801,,Y,化工,L1,603983.SH,丸美股份,20190725,
801030.SI,300716.SZ,20171116,,Y,化工,L1,300716.SZ,国立科技,20171109,
801030.SI,603980.SH,20170622,,Y,化工,L1,603980.SH,吉华集团,20170615,
801030.SI,300641.SZ,20170425,,Y,化工,L1,300641.SZ,正丹股份,20170418,
801030.SI,300538.SZ,20180716,,Y,化工,L1,300538.SZ,同益股份,20160826,
801030.SI,300535.SZ,20160819,,Y,化工,L1,300535.SZ,达威股份,20160812,
801030.SI,300236.SZ,20110706,,Y,化工,L1,300236.SZ,上海新阳,20110629,
801030.SI,600458.SH,20080603,,Y,化工,L1,600458.SH,时代新材,20021219,
801030.SI,002094.SZ,20180716,,Y,化工,L1,002094.SZ,青岛金王,20061215,
801030.SI,600889.SH,19960308,,Y,化工,L1,600889.SH,南京化纤,19960308,
801030.SI,000096.SZ,20000724,,Y,化工,L1,000096.SZ,广聚能源,20000724,
801030.SI,000420.SZ,19960802,,Y,化工,L1,000420.SZ,吉林化纤,19960802,
801030.SI,000589.SZ,19960308,,Y,化工,L1,000589.SZ,贵州轮胎,19960308,
801030.SI,000637.SZ,19961114,,Y,化工,L1,000637.SZ,茂化实华,19961114,
801030.SI,600249.SH,20040130,,Y,化工,L1,600249.SH,两面针,20040130,
801030.SI,600469.SH,20031021,,Y,化工,L1,600469.SH,风神股份,20031021,
801030.SI,603002.SH,20120525,,Y,化工,L1,603002.SH,宏昌电子,20120518,
801030.SI,000859.SZ,19981119,,Y,化工,L1,000859.SZ,国风塑业,19981119,
801030.SI,600091.SH,19970704,,Y,化工,L1,600091.SH,ST明科,19970704,
801030.SI,000525.SZ,19931028,,Y,化工,L1,000525.SZ,红太阳,19931028,
801030.SI,600228.SH,19990119,,Y,化工,L1,600228.SH,ST昌九,19990119,
801030.SI,000912.SZ,19990603,,Y,化工,L1,000912.SZ,泸天化,19990603,
801030.SI,000059.SZ,19970130,,Y,化工,L1,000059.SZ,华锦股份,19970130,
801030.SI,002004.SZ,20120702,,Y,化工,L1,002004.SZ,华邦健康,20040625,
801030.SI,300230.SZ,20110622,,Y,化工,L1,300230.SZ,永利股份,20110615,
801030.SI,600182.SH,19990507,,Y,化工,L1,600182.SH,S佳通,19990507,
801030.SI,600618.SH,19921113,,Y,化工,L1,600618.SH,氯碱化工,19921113,
801030.SI,002002.SZ,20040625,,Y,化工,L1,002002.SZ,鸿达兴业,20040625,
801030.SI,000973.SZ,20000525,,Y,化工,L1,000973.SZ,佛塑科技,20000525,
801030.SI,600075.SH,19970617,,Y,化工,L1,600075.SH,新疆天业,19970617,
801030.SI,000782.SZ,19970619,,Y,化工,L1,000782.SZ,美达股份,19970619,
801030.SI,000818.SZ,19971017,,Y,化工,L1,000818.SZ,航锦科技,19971017,
801030.SI,600426.SH,20020620,,Y,化工,L1,600426.SH,华鲁恒升,20020620,
801030.SI,000822.SZ,19980703,,Y,化工,L1,000822.SZ,山东海化,19980703,
801030.SI,600389.SH,20010110,,Y,化工,L1,600389.SH,江山股份,20010110,
801030.SI,002037.SZ,20040908,,Y,化工,L1,002037.SZ,保利联合,20040908,
801030.SI,603077.SH,20120807,,Y,化工,L1,603077.SH,和邦生物,20120731,
801030.SI,600160.SH,20060207,,Y,化工,L1,600160.SH,巨化股份,19980626,
801030.SI,600688.SH,20130821,,Y,化工,L1,600688.SH,上海石化,19931108,
801030.SI,600309.SH,20010105,,Y,化工,L1,600309.SH,万华化学,20010105,
801030.SI,600063.SH,19970528,,Y,化工,L1,600063.SH,皖维高新,19970528,
801030.SI,600319.SH,20010326,,Y,化工,L1,600319.SH,ST亚星,20010326,
801030.SI,600810.SH,19940106,,Y,化工,L1,600810.SH,神马股份,19940106,
801030.SI,002601.SZ,20110722,,Y,化工,L1,002601.SZ,龙蟒佰利,20110715,
801030.SI,000422.SZ,19960815,,Y,化工,L1,000422.SZ,ST宜化,19960815,
801030.SI,600731.SH,19960802,,Y,化工,L1,600731.SH,湖南海利,19960802,
801030.SI,002643.SZ,20111227,,Y,化工,L1,002643.SZ,万润股份,20111220,
801030.SI,600589.SH,20010612,,Y,化工,L1,600589.SH,广东榕泰,20010612,
801030.SI,002669.SZ,20120423,,Y,化工,L1,002669.SZ,康达新材,20120416,
801030.SI,000703.SZ,20111010,,Y,化工,L1,000703.SZ,恒逸石化,19970328,
801030.SI,002549.SZ,20111010,,Y,化工,L1,002549.SZ,凯美特气,20110218,
801030.SI,002556.SZ,20111010,,Y,化工,L1,002556.SZ,辉隆股份,20110302,
801030.SI,300174.SZ,20110216,,Y,化工,L1,300174.SZ,元力股份,20110201,
801030.SI,000737.SZ,20060508,,Y,化工,L1,000737.SZ,ST南风,19970428,
801030.SI,600623.SH,19921204,,Y,化工,L1,600623.SH,华谊集团,19921204,
801030.SI,300305.SZ,20120411,,Y,化工,L1,300305.SZ,裕兴股份,20120329,
801030.SI,300321.SZ,20120530,,Y,化工,L1,300321.SZ,同大股份,20120523,
801030.SI,600486.SH,20020425,,Y,化工,L1,600486.SH,扬农化工,20020425,
801030.SI,600378.SH,20010111,,Y,化工,L1,600378.SH,昊华科技,20010111,
801030.SI,000953.SZ,19991202,,Y,化工,L1,000953.SZ,*ST河化,19991202,
801030.SI,002096.SZ,20070104,,Y,化工,L1,002096.SZ,南岭民爆,20061222,
801030.SI,600315.SH,20010315,,Y,化工,L1,600315.SH,上海家化,20010315,
801030.SI,600176.SH,19990422,,Y,化工,L1,600176.SH,中国巨石,19990422,
801030.SI,002080.SZ,20061128,,Y,化工,L1,002080.SZ,中材科技,20061120,
801030.SI,600367.SH,20010320,,Y,化工,L1,600367.SH,红星发展,20010320,
801030.SI,002054.SZ,20060809,,Y,化工,L1,002054.SZ,德美化工,20060725,
801030.SI,002064.SZ,20060831,,Y,化工,L1,002064.SZ,华峰氨纶,20060823,
801030.SI,600328.SH,20001222,,Y,化工,L1,600328.SH,兰太实业,20001222,
801030.SI,600470.SH,20040305,,Y,化工,L1,600470.SH,六国化工,20040305,
801030.SI,600096.SH,19970709,,Y,化工,L1,600096.SH,云天化,19970709,
801030.SI,600141.SH,19990616,,Y,化工,L1,600141.SH,兴发集团,19990616,
801030.SI,600078.SH,19970627,,Y,化工,L1,600078.SH,澄星股份,19970627,
801030.SI,002053.SZ,20060704,,Y,化工,L1,002053.SZ,云南能投,20060627,
801030.SI,600028.SH,20010808,,Y,化工,L1,600028.SH,中国石化,20010808,
801030.SI,600746.SH,19960918,,Y,化工,L1,600746.SH,江苏索普,19960918,
801030.SI,000792.SZ,19970904,,Y,化工,L1,000792.SZ,*ST盐湖,19970904,
801030.SI,000510.SZ,19930507,,Y,化工,L1,000510.SZ,新金路,19930507,
801030.SI,000565.SZ,19940408,,Y,化工,L1,000565.SZ,渝三峡A,19940408,
801030.SI,000819.SZ,19970625,,Y,化工,L1,000819.SZ,岳阳兴长,19970625,
801030.SI,002125.SZ,20070411,,Y,化工,L1,002125.SZ,湘潭电化,20070403,
801030.SI,002165.SZ,20070921,,Y,化工,L1,002165.SZ,红宝丽,20070913,
801030.SI,000635.SZ,20070703,,Y,化工,L1,000635.SZ,英力特,19961120,
801030.SI,000936.SZ,20070703,,Y,化工,L1,000936.SZ,华西股份,19990810,
801030.SI,600256.SH,20070703,,Y,化工,L1,600256.SH,广汇能源,20000526,
801030.SI,000731.SZ,19970617,,Y,化工,L1,000731.SZ,四川美丰,19970617,
801030.SI,002683.SZ,20120619,,Y,化工,L1,002683.SZ,宏大爆破,20120612,
801030.SI,600722.SH,19960626,,Y,化工,L1,600722.SH,金牛化工,19960626,
801030.SI,002109.SZ,20070205,,Y,化工,L1,002109.SZ,兴化股份,20070126,
801030.SI,000707.SZ,19970415,,Y,化工,L1,000707.SZ,ST双环,19970415,
801030.SI,000554.SZ,19931215,,Y,化工,L1,000554.SZ,泰山石油,19931215,
801030.SI,000553.SZ,19931203,,Y,化工,L1,000553.SZ,安道麦A,19931203,
801030.SI,600299.SH,20000420,,Y,化工,L1,600299.SH,安迪苏,20000420,
801030.SI,000985.SZ,20000726,,Y,化工,L1,000985.SZ,大庆华科,20000726,
801030.SI,600387.SH,20040218,,Y,化工,L1,600387.SH,海越能源,20040218,
801030.SI,601058.SH,20110707,,Y,化工,L1,601058.SH,赛轮轮胎,20110630,
801030.SI,002246.SZ,20080616,,Y,化工,L1,002246.SZ,北化股份,20080605,
801030.SI,002496.SZ,20101117,,Y,化工,L1,002496.SZ,辉丰股份,20101109,
801030.SI,002497.SZ,20101117,,Y,化工,L1,002497.SZ,雅化集团,20101109,
801030.SI,002224.SZ,20080508,,Y,化工,L1,002224.SZ,三力士,20080425,
801030.SI,000698.SZ,19970220,,Y,化工,L1,000698.SZ,沈阳化工,19970220,
801030.SI,002709.SZ,20140207,,Y,化工,L1,002709.SZ,天赐材料,20140123,
801030.SI,000599.SZ,20030512,,Y,化工,L1,000599.SZ,青岛双星,19960430,
801030.SI,002513.SZ,20101213,,Y,化工,L1,002513.SZ,蓝丰生化,20101203,
801030.SI,002172.SZ,20071008,,Y,化工,L1,002172.SZ,澳洋健康,20070921,
801030.SI,002226.SZ,20080514,,Y,化工,L1,002226.SZ,江南化工,20080506,
801030.SI,002254.SZ,20080703,,Y,化工,L1,002254.SZ,泰和新材,20080625,
801030.SI,300243.SZ,20110719,,Y,化工,L1,300243.SZ,瑞丰高材,20110712,
801030.SI,600409.SH,20030618,,Y,化工,L1,600409.SH,三友化工,20030618,
801030.SI,000677.SZ,19961226,,Y,化工,L1,000677.SZ,恒天海龙,19961226,
801030.SI,002170.SZ,20070927,,Y,化工,L1,002170.SZ,芭田股份,20070919,
801030.SI,002145.SZ,20070813,,Y,化工,L1,002145.SZ,中核钛白,20070803,
801030.SI,002221.SZ,20080314,,Y,化工,L1,002221.SZ,东华能源,20080306,
801030.SI,002250.SZ,20080627,,Y,化工,L1,002250.SZ,联化科技,20080619,
801030.SI,002258.SZ,20080716,,Y,化工,L1,002258.SZ,利尔化学,20080708,
801030.SI,002201.SZ,20080107,,Y,化工,L1,002201.SZ,九鼎新材,20071226,
801030.SI,002215.SZ,20080226,,Y,化工,L1,002215.SZ,诺普信,20080218,
801030.SI,002538.SZ,20110215,,Y,化工,L1,002538.SZ,司尔特,20110118,
801030.SI,002539.SZ,20110215,,Y,化工,L1,002539.SZ,云图控股,20110118,
801030.SI,300169.SZ,20110215,,Y,化工,L1,300169.SZ,天晟新材,20110125,
801030.SI,002015.SZ,20040708,,Y,化工,L1,002015.SZ,协鑫能科,20040708,
801030.SI,002597.SZ,20110714,,Y,化工,L1,002597.SZ,金禾实业,20110707,
801030.SI,300320.SZ,20120608,,Y,化工,L1,300320.SZ,海达股份,20120601,
801030.SI,300325.SZ,20120608,,Y,化工,L1,300325.SZ,德威新材,20120601,
801030.SI,002632.SZ,20111129,,Y,化工,L1,002632.SZ,道明光学,20111122,
801030.SI,600527.SH,20031127,,Y,化工,L1,600527.SH,江南高纤,20031127,
801030.SI,600352.SH,20030801,,Y,化工,L1,600352.SH,浙江龙盛,20030801,
801030.SI,600691.SH,20130701,,Y,化工,L1,600691.SH,阳煤化工,19931119,
801030.SI,300163.SZ,20110121,,Y,化工,L1,300163.SZ,先锋新材,20110113,
801030.SI,002108.SZ,20070201,,Y,化工,L1,002108.SZ,沧州明珠,20070124,
801030.SI,002274.SZ,20081010,,Y,化工,L1,002274.SZ,华昌化工,20080925,
801030.SI,600596.SH,20010906,,Y,化工,L1,600596.SH,新安股份,20010906,
801030.SI,002637.SZ,20111202,,Y,化工,L1,002637.SZ,赞宇科技,20111125,
801030.SI,002391.SZ,20100426,,Y,化工,L1,002391.SZ,长青股份,20100416,
801030.SI,002381.SZ,20100413,,Y,化工,L1,002381.SZ,双箭股份,20100402,
801030.SI,300054.SZ,20100226,,Y,化工,L1,300054.SZ,鼎龙股份,20100211,
801030.SI,300082.SZ,20100528,,Y,化工,L1,300082.SZ,奥克股份,20100520,
801030.SI,300067.SZ,20100429,,Y,化工,L1,300067.SZ,安诺其,20100421,
801030.SI,002470.SZ,20100916,,Y,化工,L1,002470.SZ,金正大,20100908,
801030.SI,300121.SZ,20100930,,Y,化工,L1,300121.SZ,阳谷华泰,20100917,
801030.SI,002386.SZ,20100419,,Y,化工,L1,002386.SZ,天原集团,20100409,
801030.SI,002476.SZ,20100928,,Y,化工,L1,002476.SZ,宝莫股份,20100915,
801030.SI,601678.SH,20100303,,Y,化工,L1,601678.SH,滨化股份,20100223,
801030.SI,002211.SZ,20080218,,Y,化工,L1,002211.SZ,宏达新材,20080201,
801030.SI,002324.SZ,20091228,,Y,化工,L1,002324.SZ,普利特,20091218,
801030.SI,002648.SZ,20120106,,Y,化工,L1,002648.SZ,卫星石化,20111228,
801030.SI,002360.SZ,20100311,,Y,化工,L1,002360.SZ,同德化工,20100303,
801030.SI,002361.SZ,20100311,,Y,化工,L1,002361.SZ,神剑股份,20100303,
801030.SI,300073.SZ,20100506,,Y,化工,L1,300073.SZ,当升科技,20100427,
801030.SI,002092.SZ,20061218,,Y,化工,L1,002092.SZ,中泰化学,20061208,
801030.SI,002395.SZ,20100510,,Y,化工,L1,002395.SZ,双象股份,20100429,
801030.SI,600143.SH,20120301,,Y,化工,L1,600143.SH,金发科技,20040623,
801030.SI,002326.SZ,20091230,,Y,化工,L1,002326.SZ,永太科技,20091222,
801030.SI,300037.SZ,20100118,,Y,化工,L1,300037.SZ,新宙邦,20100108,
801030.SI,300041.SZ,20100118,,Y,化工,L1,300041.SZ,回天新材,20100108,
801030.SI,002319.SZ,20091221,,Y,化工,L1,002319.SZ,乐通股份,20091211,
801030.SI,000523.SZ,19931108,,Y,化工,L1,000523.SZ,广州浪奇,19931108,
801030.SI,300196.SZ,20110408,,Y,化工,L1,300196.SZ,长海股份,20110329,
801030.SI,600844.SH,20091012,,Y,化工,L1,600844.SH,丹化科技,19940311,
801030.SI,300132.SZ,20101103,,Y,化工,L1,300132.SZ,青松股份,20101026,
801030.SI,300135.SZ,20101103,,Y,化工,L1,300135.SZ,宝利国际,20101026,
801030.SI,300214.SZ,20110518,,Y,化工,L1,300214.SZ,日科化学,20110511,
801030.SI,002206.SZ,20080131,,Y,化工,L1,002206.SZ,海利得,20080123,
801030.SI,300221.SZ,20110601,,Y,化工,L1,300221.SZ,银禧科技,20110525,
801030.SI,300218.SZ,20110524,,Y,化工,L1,300218.SZ,安利股份,20110518,
801030.SI,601233.SH,20110524,,Y,化工,L1,601233.SH,桐昆股份,20110518,
801030.SI,002666.SZ,20120406,,Y,化工,L1,002666.SZ,德联集团,20120327,
801030.SI,300225.SZ,20110608,,Y,化工,L1,300225.SZ,金力泰,20110531,
801030.SI,002068.SZ,20060925,,Y,化工,L1,002068.SZ,黑猫股份,20060915,
801030.SI,601208.SH,20110527,,Y,化工,L1,601208.SH,东材科技,20110520,
801030.SI,000830.SZ,19980807,,Y,化工,L1,000830.SZ,鲁西化工,19980807,
801030.SI,002493.SZ,20101110,,Y,化工,L1,002493.SZ,荣盛石化,20101102,
801030.SI,000949.SZ,19991021,,Y,化工,L1,000949.SZ,新乡化纤,19991021,
801030.SI,002562.SZ,20110318,,Y,化工,L1,002562.SZ,兄弟科技,20110310,
801030.SI,002136.SZ,20080603,,Y,化工,L1,002136.SZ,安纳达,20070530,
801030.SI,002427.SZ,20100621,,Y,化工,L1,002427.SZ,*ST尤夫,20100608,
801030.SI,300109.SZ,20100902,,Y,化工,L1,300109.SZ,新开源,20100825,
801030.SI,002453.SZ,20100728,,Y,化工,L1,002453.SZ,华软科技,20100720,
801030.SI,002450.SZ,20100726,,Y,化工,L1,002450.SZ,*ST康得,20100716,
801030.SI,300180.SZ,20110302,,Y,化工,L1,300180.SZ,华峰超纤,20110222,
801030.SI,601216.SH,20110302,,Y,化工,L1,601216.SH,君正集团,20110222,
801030.SI,002407.SZ,20100526,,Y,化工,L1,002407.SZ,多氟多,20100518,
801030.SI,002408.SZ,20100526,,Y,化工,L1,002408.SZ,齐翔腾达,20100518,
801030.SI,300200.SZ,20110415,,Y,化工,L1,300200.SZ,高盟新材,20110407,
801030.SI,002409.SZ,20100602,,Y,化工,L1,002409.SZ,雅克科技,20100525,
801030.SI,300019.SZ,20100602,,Y,化工,L1,300019.SZ,硅宝科技,20091030,
801030.SI,002455.SZ,20100811,,Y,化工,L1,002455.SZ,百川股份,20100803,
801030.SI,600230.SH,20140522,,Y,化工,L1,600230.SH,沧州大化,20000406,
801030.SI,300107.SZ,20100830,,Y,化工,L1,300107.SZ,建新股份,20100820,
801030.SI,600500.SH,20140221,,Y,化工,L1,600500.SH,中化国际,20000301,
801030.SI,002440.SZ,20100714,,Y,化工,L1,002440.SZ,闰土股份,20100706,
801030.SI,002442.SZ,20100714,,Y,化工,L1,002442.SZ,龙星化工,20100706,
801030.SI,002584.SZ,20110610,,Y,化工,L1,002584.SZ,西陇科学,20110602,
801030.SI,300285.SZ,20120120,,Y,化工,L1,300285.SZ,国瓷材料,20120113,
801030.SI,600727.SH,20110819,,Y,化工,L1,600727.SH,鲁北化工,19960702,
801030.SI,300429.SZ,20150331,,Y,化工,L1,300429.SZ,强力新材,20150324,
801030.SI,300409.SZ,20141210,,Y,化工,L1,300409.SZ,道氏技术,20141203,
801030.SI,603601.SH,20150129,,Y,化工,L1,603601.SH,再升科技,20150122,
801030.SI,002588.SZ,20110617,,Y,化工,L1,002588.SZ,史丹利,20110610,
801030.SI,300437.SZ,20150430,,Y,化工,L1,300437.SZ,清水源,20150423,
801030.SI,002748.SZ,20150326,,Y,化工,L1,002748.SZ,世龙实业,20150319,
801030.SI,002749.SZ,20150327,,Y,化工,L1,002749.SZ,国光股份,20150320,
801030.SI,603188.SH,20140916,,Y,化工,L1,603188.SH,ST亚邦,20140909,
801030.SI,002734.SZ,20150203,,Y,化工,L1,002734.SZ,利民股份,20150127,
801030.SI,300398.SZ,20141016,,Y,化工,L1,300398.SZ,飞凯材料,20141009,
801030.SI,300387.SZ,20140710,,Y,化工,L1,300387.SZ,富邦股份,20140702,
801030.SI,002741.SZ,20150302,,Y,化工,L1,002741.SZ,光华科技,20150216,
801030.SI,603010.SH,20141017,,Y,化工,L1,603010.SH,万盛股份,20141010,
801030.SI,300405.SZ,20141106,,Y,化工,L1,300405.SZ,科隆股份,20141030,
801030.SI,603599.SH,20150520,,Y,化工,L1,603599.SH,广信股份,20150513,
801030.SI,000545.SZ,20140702,,Y,化工,L1,000545.SZ,金浦钛业,19931215,
801030.SI,000902.SZ,20150604,,Y,化工,L1,000902.SZ,新洋丰,19990408,
801030.SI,300487.SZ,20150709,,Y,化工,L1,300487.SZ,蓝晓科技,20150702,
801030.SI,300478.SZ,20150617,,Y,化工,L1,300478.SZ,杭州高新,20150610,
801030.SI,002753.SZ,20150526,,Y,化工,L1,002753.SZ,永东股份,20150519,
801030.SI,603968.SH,20150525,,Y,化工,L1,603968.SH,醋化股份,20150518,
801030.SI,300481.SZ,20150707,,Y,化工,L1,300481.SZ,濮阳惠成,20150630,
801030.SI,002768.SZ,20150707,,Y,化工,L1,002768.SZ,国恩股份,20150630,
801030.SI,600273.SH,20150701,,Y,化工,L1,600273.SH,嘉化能源,20030627,
801030.SI,000683.SZ,20150701,,Y,化工,L1,000683.SZ,远兴能源,19970131,
801030.SI,002783.SZ,20151216,,Y,化工,L1,002783.SZ,凯龙股份,20151209,
801030.SI,603227.SH,20150522,,Y,化工,L1,603227.SH,雪峰科技,20150515,
