index_code,con_code,in_date,out_date,is_new,industry_name,level,ts_code,name,list_date,delist_date
801710.SI,002791.SZ,20160420,,Y,建筑材料,L1,002791.SZ,坚朗五金,20160329,
801710.SI,603038.SH,20170123,,Y,建筑材料,L1,603038.SH,华立股份,20170116,
801710.SI,300599.SZ,20170206,,Y,建筑材料,L1,300599.SZ,雄塑科技,20170123,
801710.SI,603937.SH,20171109,,Y,建筑材料,L1,603937.SH,丽岛新材,20171102,
801710.SI,603856.SH,20171113,,Y,建筑材料,L1,603856.SH,东宏股份,20171106,
801710.SI,002918.SZ,20171226,,Y,建筑材料,L1,002918.SZ,蒙娜丽莎,20171219,
801710.SI,300737.SZ,20180201,,Y,建筑材料,L1,300737.SZ,科顺股份,20180125,
801720.SI,000628.SZ,20180716,,Y,建筑装饰,L1,000628.SZ,高新发展,19961118,
801720.SI,002061.SZ,20180716,,Y,建筑装饰,L1,002061.SZ,浙江交科,20060816,
801720.SI,600193.SH,20180716,,Y,建筑装饰,L1,600193.SH,ST创兴,19990527,
801720.SI,600846.SH,20180716,,Y,建筑装饰,L1,600846.SH,同济科技,19940311,
801720.SI,002883.SZ,20170627,,Y,建筑装饰,L1,002883.SZ,中设股份,20170620,
801720.SI,300621.SZ,20170413,,Y,建筑装饰,L1,300621.SZ,维业股份,20170316,
801720.SI,002775.SZ,20150706,,Y,建筑装饰,L1,002775.SZ,文科园林,20150629,
801720.SI,300355.SZ,20140221,,Y,建筑装饰,L1,300355.SZ,蒙草生态,20120927,
801720.SI,300746.SZ,20180601,,Y,建筑装饰,L1,300746.SZ,汉嘉设计,20180525,
801720.SI,601886.SH,20140221,,Y,建筑装饰,L1,601886.SH,江河集团,20110818,
801720.SI,300284.SZ,20140221,,Y,建筑装饰,L1,300284.SZ,苏交科,20120110,
801720.SI,002586.SZ,20140221,,Y,建筑装饰,L1,002586.SZ,ST围海,20110602,
801720.SI,601789.SH,20140221,,Y,建筑装饰,L1,601789.SH,宁波建工,20110816,
801720.SI,002541.SZ,20140221,,Y,建筑装饰,L1,002541.SZ,鸿路钢构,20110118,
801720.SI,002431.SZ,20140221,,Y,建筑装饰,L1,002431.SZ,棕榈股份,20100610,
801720.SI,002325.SZ,20140221,,Y,建筑装饰,L1,002325.SZ,洪涛股份,20091222,
801720.SI,002298.SZ,20190708,,Y,建筑装饰,L1,002298.SZ,中电兴发,20090929,
801720.SI,601618.SH,20140221,,Y,建筑装饰,L1,601618.SH,中国中冶,20090921,
801720.SI,002963.SZ,20191104,,Y,建筑装饰,L1,002963.SZ,豪尔赛,20191028,
801720.SI,603815.SH,20191028,,Y,建筑装饰,L1,603815.SH,交建股份,20191021,
801720.SI,002307.SZ,20140221,,Y,建筑装饰,L1,002307.SZ,北新路桥,20091111,
801720.SI,601668.SH,20140221,,Y,建筑装饰,L1,601668.SH,中国建筑,20090729,
801720.SI,002116.SZ,20140221,,Y,建筑装饰,L1,002116.SZ,中国海诚,20070215,
801720.SI,600502.SH,20140221,,Y,建筑装饰,L1,600502.SH,安徽建工,20030415,
801720.SI,600496.SH,20140221,,Y,建筑装饰,L1,600496.SH,精工钢构,20020605,
801720.SI,600820.SH,20140221,,Y,建筑装饰,L1,600820.SH,隧道股份,19940128,
801720.SI,600769.SH,20180716,,Y,建筑装饰,L1,600769.SH,祥龙电业,19961101,
801720.SI,300675.SZ,20170726,,Y,建筑装饰,L1,300675.SZ,建科院,20170719,
801720.SI,300732.SZ,20171219,,Y,建筑装饰,L1,300732.SZ,设研院,20171212,
801720.SI,601068.SH,20180906,,Y,建筑装饰,L1,601068.SH,中铝国际,20180831,
801720.SI,603466.SH,20171027,,Y,建筑装饰,L1,603466.SH,风语筑,20171020,
801720.SI,300712.SZ,20171107,,Y,建筑装饰,L1,300712.SZ,永福股份,20171031,
801720.SI,002941.SZ,20181205,,Y,建筑装饰,L1,002941.SZ,新疆交建,20181128,
801720.SI,002949.SZ,20190305,,Y,建筑装饰,L1,002949.SZ,华阳国际,20190226,
801720.SI,300384.SZ,20190708,,Y,建筑装饰,L1,300384.SZ,三联虹普,20140801,
801720.SI,300778.SZ,20190517,,Y,建筑装饰,L1,300778.SZ,新城市,20190510,
801720.SI,000779.SZ,20190708,,Y,建筑装饰,L1,000779.SZ,甘咨询,19970528,
801720.SI,002593.SZ,20190708,,Y,建筑装饰,L1,002593.SZ,日上集团,20110628,
801720.SI,600209.SH,20140221,,Y,建筑装饰,L1,600209.SH,ST罗顿,19990325,
801720.SI,600068.SH,20140221,,Y,建筑装饰,L1,600068.SH,葛洲坝,19970526,
801720.SI,002060.SZ,20140221,,Y,建筑装饰,L1,002060.SZ,粤水电,20060810,
801720.SI,000055.SZ,20140221,,Y,建筑装饰,L1,000055.SZ,方大集团,19960415,
801720.SI,000065.SZ,20140221,,Y,建筑装饰,L1,000065.SZ,北方国际,19980605,
801720.SI,000498.SZ,20140221,,Y,建筑装饰,L1,000498.SZ,山东路桥,19970609,
801720.SI,002062.SZ,20140221,,Y,建筑装饰,L1,002062.SZ,宏润建设,20060816,
801720.SI,002081.SZ,20140221,,Y,建筑装饰,L1,002081.SZ,金螳螂,20061120,
801720.SI,002135.SZ,20140221,,Y,建筑装饰,L1,002135.SZ,东南网架,20070530,
801720.SI,002140.SZ,20140221,,Y,建筑装饰,L1,002140.SZ,东华科技,20070712,
801720.SI,002178.SZ,20140221,,Y,建筑装饰,L1,002178.SZ,延华智能,20071101,
801720.SI,002200.SZ,20140221,,Y,建筑装饰,L1,002200.SZ,*ST云投,20071221,
801720.SI,002310.SZ,20140221,,Y,建筑装饰,L1,002310.SZ,东方园林,20091127,
801720.SI,002375.SZ,20140221,,Y,建筑装饰,L1,002375.SZ,亚厦股份,20100323,
801720.SI,002469.SZ,20140221,,Y,建筑装饰,L1,002469.SZ,三维工程,20100908,
801720.SI,002482.SZ,20140221,,Y,建筑装饰,L1,002482.SZ,广田集团,20100929,
801720.SI,002542.SZ,20140221,,Y,建筑装饰,L1,002542.SZ,中化岩土,20110128,
801720.SI,002620.SZ,20140221,,Y,建筑装饰,L1,002620.SZ,瑞和股份,20110929,
801720.SI,002628.SZ,20140221,,Y,建筑装饰,L1,002628.SZ,成都路桥,20111103,
801720.SI,002663.SZ,20140221,,Y,建筑装饰,L1,002663.SZ,普邦股份,20120316,
801720.SI,300197.SZ,20140221,,Y,建筑装饰,L1,300197.SZ,铁汉生态,20110329,
801720.SI,600039.SH,20140221,,Y,建筑装饰,L1,600039.SH,四川路桥,20030325,
801720.SI,600170.SH,20140221,,Y,建筑装饰,L1,600170.SH,上海建工,19980623,
801720.SI,600284.SH,20140221,,Y,建筑装饰,L1,600284.SH,浦东建设,20040316,
801720.SI,600477.SH,20140221,,Y,建筑装饰,L1,600477.SH,杭萧钢构,20031110,
801720.SI,600491.SH,20140221,,Y,建筑装饰,L1,600491.SH,龙元建设,20040524,
801720.SI,600512.SH,20140221,,Y,建筑装饰,L1,600512.SH,腾达建设,20021226,
801720.SI,600853.SH,20140221,,Y,建筑装饰,L1,600853.SH,龙建股份,19940404,
801720.SI,600970.SH,20140221,,Y,建筑装饰,L1,600970.SH,中材国际,20050412,
801720.SI,601117.SH,20140221,,Y,建筑装饰,L1,601117.SH,中国化学,20100107,
801720.SI,601186.SH,20140221,,Y,建筑装饰,L1,601186.SH,中国铁建,20080310,
801720.SI,601390.SH,20140221,,Y,建筑装饰,L1,601390.SH,中国中铁,20071203,
801720.SI,601669.SH,20140221,,Y,建筑装饰,L1,601669.SH,中国电建,20111018,
801720.SI,601800.SH,20140221,,Y,建筑装饰,L1,601800.SH,中国交建,20120309,
801720.SI,002713.SZ,20140226,,Y,建筑装饰,L1,002713.SZ,东易日盛,20140219,
801720.SI,002717.SZ,20140226,,Y,建筑装饰,L1,002717.SZ,岭南股份,20140219,
801720.SI,603030.SH,20150327,,Y,建筑装饰,L1,603030.SH,全筑股份,20150320,
801720.SI,601226.SH,20141218,,Y,建筑装饰,L1,601226.SH,华电重工,20141211,
801720.SI,002743.SZ,20150303,,Y,建筑装饰,L1,002743.SZ,富煌钢构,20150217,
801720.SI,002047.SZ,20140702,,Y,建筑装饰,L1,002047.SZ,宝鹰股份,20050531,
801720.SI,603698.SH,20150204,,Y,建筑装饰,L1,603698.SH,航天工程,20150128,
801720.SI,603828.SH,20150305,,Y,建筑装饰,L1,603828.SH,柯利达,20150226,
801720.SI,603018.SH,20141020,,Y,建筑装饰,L1,603018.SH,中设集团,20141013,
801720.SI,002504.SZ,20150701,,Y,建筑装饰,L1,002504.SZ,弘高创意,20101118,
801720.SI,000928.SZ,20150701,,Y,建筑装饰,L1,000928.SZ,中钢国际,19990312,
801720.SI,603017.SH,20150109,,Y,建筑装饰,L1,603017.SH,中衡设计,20141231,
801720.SI,600248.SH,20150522,,Y,建筑装饰,L1,600248.SH,延长化建,20000622,
801720.SI,002781.SZ,20151229,,Y,建筑装饰,L1,002781.SZ,奇信股份,20151222,
801720.SI,300495.SZ,20151229,,Y,建筑装饰,L1,300495.SZ,美尚生态,20151222,
801720.SI,000010.SZ,20150701,,Y,建筑装饰,L1,000010.SZ,*ST美丽,19951027,
801720.SI,300492.SZ,20151230,,Y,建筑装饰,L1,300492.SZ,山鼎设计,20151223,
801720.SI,002811.SZ,20160919,,Y,建筑装饰,L1,002811.SZ,亚泰国际,20160908,
801720.SI,603959.SH,20160524,,Y,建筑装饰,L1,603959.SH,百利科技,20160517,
801720.SI,300536.SZ,20160927,,Y,建筑装饰,L1,300536.SZ,农尚环境,20160920,
801720.SI,300517.SZ,20160726,,Y,建筑装饰,L1,300517.SZ,海波重科,20160719,
801720.SI,603007.SH,20160902,,Y,建筑装饰,L1,603007.SH,花王股份,20160826,
801720.SI,002789.SZ,20160325,,Y,建筑装饰,L1,002789.SZ,建艺集团,20160311,
801720.SI,300506.SZ,20160420,,Y,建筑装饰,L1,300506.SZ,名家汇,20160324,
801720.SI,300592.SZ,20170203,,Y,建筑装饰,L1,300592.SZ,华凯创意,20170120,
801720.SI,600629.SH,20160701,,Y,建筑装饰,L1,600629.SH,华建集团,19930209,
801720.SI,600939.SH,20170228,,Y,建筑装饰,L1,600939.SH,重庆建工,20170221,
801720.SI,603909.SH,20160705,,Y,建筑装饰,L1,603909.SH,合诚股份,20160628,
801720.SI,603098.SH,20161223,,Y,建筑装饰,L1,603098.SH,森特股份,20161216,
801720.SI,603955.SH,20170317,,Y,建筑装饰,L1,603955.SH,大千生态,20170310,
801720.SI,002830.SZ,20161220,,Y,建筑装饰,L1,002830.SZ,名雕股份,20161213,
801720.SI,601611.SH,20160615,,Y,建筑装饰,L1,601611.SH,中国核建,20160606,
801720.SI,603929.SH,20170109,,Y,建筑装饰,L1,603929.SH,亚翔集成,20161230,
801720.SI,002856.SZ,20170327,,Y,建筑装饰,L1,002856.SZ,美芝股份,20170320,
801720.SI,603357.SH,20170808,,Y,建筑装饰,L1,603357.SH,设计总院,20170801,
801720.SI,603843.SH,20160912,,Y,建筑装饰,L1,603843.SH,正平股份,20160905,
801720.SI,603359.SH,20170908,,Y,建筑装饰,L1,603359.SH,东珠生态,20170901,
801720.SI,603887.SH,20161017,,Y,建筑装饰,L1,603887.SH,城地股份,20161010,
801720.SI,300649.SZ,20170512,,Y,建筑装饰,L1,300649.SZ,杭州园林,20170505,
801720.SI,002822.SZ,20161206,,Y,建筑装饰,L1,002822.SZ,中装建设,20161129,
801720.SI,603778.SH,20160315,,Y,建筑装饰,L1,603778.SH,乾景园林,20151231,
801720.SI,603458.SH,20170816,,Y,建筑装饰,L1,603458.SH,勘设股份,20170809,
801720.SI,603637.SH,20170215,,Y,建筑装饰,L1,603637.SH,镇海股份,20170208,
801720.SI,603081.SH,20170427,,Y,建筑装饰,L1,603081.SH,大丰实业,20170420,
801720.SI,300500.SZ,20160218,,Y,建筑装饰,L1,300500.SZ,启迪设计,20160204,
801720.SI,300635.SZ,20170411,,Y,建筑装饰,L1,300635.SZ,中达安,20170331,
801720.SI,002051.SZ,20140221,,Y,建筑装饰,L1,002051.SZ,中工国际,20060619,
801720.SI,300564.SZ,20191115,,Y,建筑装饰,L1,300564.SZ,筑博设计,20191108,
801720.SI,603860.SH,20170809,,Y,建筑装饰,L1,603860.SH,中公高科,20170802,
801720.SI,603717.SH,20170405,,Y,建筑装饰,L1,603717.SH,天域生态,20170327,
801720.SI,603388.SH,20170331,,Y,建筑装饰,L1,603388.SH,元成股份,20170324,
801720.SI,300668.SZ,20170626,,Y,建筑装饰,L1,300668.SZ,杰恩设计,20170619,
801720.SI,603316.SH,20170626,,Y,建筑装饰,L1,603316.SH,诚邦股份,20170619,
801720.SI,002374.SZ,20170703,,Y,建筑装饰,L1,002374.SZ,丽鹏股份,20100318,
801720.SI,300237.SZ,20170703,,Y,建筑装饰,L1,300237.SZ,美晨生态,20110629,
801720.SI,600133.SH,20170703,,Y,建筑装饰,L1,600133.SH,东湖高新,19980212,
801730.SI,603897.SH,20180417,,Y,电气设备,L1,603897.SH,长城科技,20180410,
801730.SI,603320.SH,20170509,,Y,电气设备,L1,603320.SH,迪贝电气,20170502,
801730.SI,300514.SZ,20170504,,Y,电气设备,L1,300514.SZ,友讯达,20170426,
801730.SI,300670.SZ,20170710,,Y,电气设备,L1,300670.SZ,大烨智能,20170703,
801730.SI,300116.SZ,20180716,,Y,电气设备,L1,300116.SZ,坚瑞沃能,20100902,
801730.SI,600207.SH,20180716,,Y,电气设备,L1,600207.SH,安彩高科,19990714,
801730.SI,603105.SH,20180716,,Y,电气设备,L1,603105.SH,芯能科技,20180709,
801730.SI,601615.SH,20190130,,Y,电气设备,L1,601615.SH,明阳智能,20190123,
801730.SI,601012.SH,20190418,,Y,电气设备,L1,601012.SH,隆基股份,20120411,
801730.SI,002953.SZ,20190516,,Y,电气设备,L1,002953.SZ,日丰股份,20190509,
801730.SI,300274.SZ,20140221,,Y,电气设备,L1,300274.SZ,阳光电源,20111102,
801730.SI,300265.SZ,20140221,,Y,电气设备,L1,300265.SZ,通光线缆,20110916,
801730.SI,300283.SZ,20140221,,Y,电气设备,L1,300283.SZ,温州宏丰,20120110,
801730.SI,002531.SZ,20140221,,Y,电气设备,L1,002531.SZ,天顺风能,20101231,
801730.SI,300185.SZ,20180716,,Y,电气设备,L1,300185.SZ,通裕重工,20110308,
801730.SI,002706.SZ,20140221,,Y,电气设备,L1,002706.SZ,良信电器,20140121,
801730.SI,300129.SZ,20140221,,Y,电气设备,L1,300129.SZ,泰胜风能,20101019,
801730.SI,002518.SZ,20140221,,Y,电气设备,L1,002518.SZ,科士达,20101207,
801730.SI,300069.SZ,20140221,,Y,电气设备,L1,300069.SZ,金利华电,20100421,
801730.SI,300048.SZ,20140221,,Y,电气设备,L1,300048.SZ,合康新能,20100120,
801730.SI,002630.SZ,20140221,,Y,电气设备,L1,002630.SZ,华西能源,20111111,
801730.SI,300011.SZ,20140221,,Y,电气设备,L1,300011.SZ,鼎汉技术,20091030,
801730.SI,002112.SZ,20140221,,Y,电气设备,L1,002112.SZ,三变科技,20070208,
801730.SI,002184.SZ,20140221,,Y,电气设备,L1,002184.SZ,海得控制,20071116,
801730.SI,002074.SZ,20140221,,Y,电气设备,L1,002074.SZ,国轩高科,20061018,
801730.SI,300713.SZ,20171108,,Y,电气设备,L1,300713.SZ,英可瑞,20171101,
801730.SI,603583.SH,20181008,,Y,电气设备,L1,603583.SH,捷昌驱动,20180921,
801730.SI,002892.SZ,20170824,,Y,电气设备,L1,002892.SZ,科力尔,20170817,
801730.SI,002927.SZ,20180302,,Y,电气设备,L1,002927.SZ,泰永长征,20180223,
801730.SI,603063.SH,20170804,,Y,电气设备,L1,603063.SH,禾望电气,20170728,
801730.SI,300772.SZ,20190508,,Y,电气设备,L1,300772.SZ,运达股份,20190426,
801730.SI,603530.SH,20190812,,Y,电气设备,L1,603530.SH,神马电力,20190805,
801730.SI,000533.SZ,20190708,,Y,电气设备,L1,000533.SZ,顺钠股份,19940103,
801730.SI,000803.SZ,20190708,,Y,电气设备,L1,000803.SZ,金宇车城,19980303,
801730.SI,002346.SZ,20190708,,Y,电气设备,L1,002346.SZ,柘中股份,20100128,
801730.SI,600241.SH,20190708,,Y,电气设备,L1,600241.SH,时代万恒,20001128,
801730.SI,600577.SH,20190708,,Y,电气设备,L1,600577.SH,精达股份,20020911,
801730.SI,603489.SH,20191118,,Y,电气设备,L1,603489.SH,八方股份,20191111,
801730.SI,300356.SZ,20140221,,Y,电气设备,L1,300356.SZ,光一科技,20121009,
801730.SI,300360.SZ,20140221,,Y,电气设备,L1,300360.SZ,炬华科技,20140121,
801730.SI,300376.SZ,20140221,,Y,电气设备,L1,300376.SZ,易事特,20140127,
801730.SI,600089.SH,20140221,,Y,电气设备,L1,600089.SH,特变电工,19970618,
801730.SI,600112.SH,20140221,,Y,电气设备,L1,600112.SH,ST天成,19971127,
801730.SI,600151.SH,20140221,,Y,电气设备,L1,600151.SH,航天机电,19980605,
801730.SI,600192.SH,20140221,,Y,电气设备,L1,600192.SH,长城电工,19981224,
801730.SI,600202.SH,20140221,,Y,电气设备,L1,600202.SH,哈空调,19990603,
801730.SI,600268.SH,20140221,,Y,电气设备,L1,600268.SH,国电南自,19991118,
801730.SI,600290.SH,20140221,,Y,电气设备,L1,600290.SH,ST华仪,20001106,
801730.SI,600312.SH,20140221,,Y,电气设备,L1,600312.SH,平高电气,20010221,
801730.SI,600379.SH,20140221,,Y,电气设备,L1,600379.SH,宝光股份,20020116,
801730.SI,600405.SH,20140221,,Y,电气设备,L1,600405.SH,动力源,20040401,
801730.SI,600406.SH,20140221,,Y,电气设备,L1,600406.SH,国电南瑞,20031016,
801730.SI,600416.SH,20140221,,Y,电气设备,L1,600416.SH,湘电股份,20020718,
801730.SI,600468.SH,20140221,,Y,电气设备,L1,600468.SH,百利电气,20010615,
801730.SI,600475.SH,20140221,,Y,电气设备,L1,600475.SH,华光股份,20030721,
801730.SI,600517.SH,20140221,,Y,电气设备,L1,600517.SH,置信电气,20031010,
801730.SI,600525.SH,20140221,,Y,电气设备,L1,600525.SH,长园集团,20021202,
801730.SI,600537.SH,20140221,,Y,电气设备,L1,600537.SH,亿晶光电,20030123,
801730.SI,600550.SH,20140221,,Y,电气设备,L1,600550.SH,保变电气,20010228,
801730.SI,600580.SH,20140221,,Y,电气设备,L1,600580.SH,卧龙电驱,20020606,
801730.SI,600847.SH,20140221,,Y,电气设备,L1,600847.SH,万里股份,19940324,
801730.SI,600869.SH,20140221,,Y,电气设备,L1,600869.SH,智慧能源,19950206,
801730.SI,600875.SH,20140221,,Y,电气设备,L1,600875.SH,东方电气,19951010,
801730.SI,600885.SH,20140221,,Y,电气设备,L1,600885.SH,宏发股份,19960205,
801730.SI,600973.SH,20140221,,Y,电气设备,L1,600973.SH,宝胜股份,20040802,
801730.SI,601126.SH,20140221,,Y,电气设备,L1,601126.SH,四方股份,20101231,
801730.SI,601179.SH,20140221,,Y,电气设备,L1,601179.SH,中国西电,20100128,
801730.SI,601218.SH,20140221,,Y,电气设备,L1,601218.SH,吉鑫科技,20110506,
801730.SI,601222.SH,20140221,,Y,电气设备,L1,601222.SH,林洋能源,20110808,
801730.SI,601558.SH,20140221,,Y,电气设备,L1,601558.SH,ST锐电,20110113,
801730.SI,002527.SZ,20140221,,Y,电气设备,L1,002527.SZ,新时达,20101224,
801730.SI,002534.SZ,20140221,,Y,电气设备,L1,002534.SZ,杭锅股份,20110110,
801730.SI,002546.SZ,20140221,,Y,电气设备,L1,002546.SZ,新联电子,20110211,
801730.SI,002560.SZ,20140221,,Y,电气设备,L1,002560.SZ,通达股份,20110303,
801730.SI,002606.SZ,20140221,,Y,电气设备,L1,002606.SZ,大连电瓷,20110805,
801730.SI,002617.SZ,20140221,,Y,电气设备,L1,002617.SZ,露笑科技,20110920,
801730.SI,002622.SZ,20140221,,Y,电气设备,L1,002622.SZ,融钰集团,20111018,
801730.SI,002692.SZ,20140221,,Y,电气设备,L1,002692.SZ,ST远程,20120808,
801730.SI,300001.SZ,20140221,,Y,电气设备,L1,300001.SZ,特锐德,20091030,
801730.SI,300018.SZ,20140221,,Y,电气设备,L1,300018.SZ,中元股份,20091030,
801730.SI,300029.SZ,20140221,,Y,电气设备,L1,300029.SZ,天龙光电,20091225,
801730.SI,300040.SZ,20140221,,Y,电气设备,L1,300040.SZ,九洲电气,20100108,
801730.SI,300062.SZ,20140221,,Y,电气设备,L1,300062.SZ,中能电气,20100319,
801730.SI,300068.SZ,20140221,,Y,电气设备,L1,300068.SZ,南都电源,20100421,
801730.SI,300105.SZ,20140221,,Y,电气设备,L1,300105.SZ,龙源技术,20100820,
801730.SI,300111.SZ,20140221,,Y,电气设备,L1,300111.SZ,向日葵,20100827,
801730.SI,300118.SZ,20140221,,Y,电气设备,L1,300118.SZ,东方日升,20100902,
801730.SI,300124.SZ,20140221,,Y,电气设备,L1,300124.SZ,汇川技术,20100928,
801730.SI,300141.SZ,20140221,,Y,电气设备,L1,300141.SZ,和顺电气,20101112,
801730.SI,300153.SZ,20140221,,Y,电气设备,L1,300153.SZ,科泰电源,20101229,
801730.SI,300208.SZ,20140221,,Y,电气设备,L1,300208.SZ,青岛中程,20110426,
801730.SI,300215.SZ,20140221,,Y,电气设备,L1,300215.SZ,电科院,20110511,
801730.SI,300286.SZ,20140221,,Y,电气设备,L1,300286.SZ,安科瑞,20120113,
801730.SI,300316.SZ,20140221,,Y,电气设备,L1,300316.SZ,晶盛机电,20120511,
801730.SI,601567.SH,20140221,,Y,电气设备,L1,601567.SH,三星医疗,20110615,
801730.SI,601616.SH,20140221,,Y,电气设备,L1,601616.SH,广电电气,20110201,
801730.SI,601700.SH,20140221,,Y,电气设备,L1,601700.SH,风范股份,20110118,
801730.SI,601727.SH,20140221,,Y,电气设备,L1,601727.SH,上海电气,20081205,
801730.SI,601877.SH,20140221,,Y,电气设备,L1,601877.SH,正泰电器,20100121,
801730.SI,601908.SH,20140221,,Y,电气设备,L1,601908.SH,京运通,20110908,
801730.SI,603333.SH,20140221,,Y,电气设备,L1,603333.SH,尚纬股份,20120507,
801730.SI,000400.SZ,20140221,,Y,电气设备,L1,000400.SZ,许继电气,19970418,
801730.SI,000585.SZ,20140221,,Y,电气设备,L1,000585.SZ,ST东电,19951213,
801730.SI,000682.SZ,20140221,,Y,电气设备,L1,000682.SZ,东方电子,19970121,
801730.SI,000806.SZ,20140221,,Y,电气设备,L1,000806.SZ,ST银河,19980416,
801730.SI,000922.SZ,20140221,,Y,电气设备,L1,000922.SZ,佳电股份,19990618,
801730.SI,002028.SZ,20140221,,Y,电气设备,L1,002028.SZ,思源电气,20040805,
801730.SI,002058.SZ,20140221,,Y,电气设备,L1,002058.SZ,威尔泰,20060802,
801730.SI,002090.SZ,20140221,,Y,电气设备,L1,002090.SZ,金智科技,20061208,
801730.SI,002121.SZ,20140221,,Y,电气设备,L1,002121.SZ,科陆电子,20070306,
801730.SI,002169.SZ,20140221,,Y,电气设备,L1,002169.SZ,智光电气,20070919,
801730.SI,002176.SZ,20140221,,Y,电气设备,L1,002176.SZ,江特电机,20071012,
801730.SI,002196.SZ,20140221,,Y,电气设备,L1,002196.SZ,方正电机,20071212,
801730.SI,002202.SZ,20140221,,Y,电气设备,L1,002202.SZ,金风科技,20071226,
801730.SI,002218.SZ,20140221,,Y,电气设备,L1,002218.SZ,拓日新能,20080228,
801730.SI,002227.SZ,20140221,,Y,电气设备,L1,002227.SZ,奥特迅,20080506,
801730.SI,002249.SZ,20140221,,Y,电气设备,L1,002249.SZ,大洋电机,20080619,
801730.SI,002255.SZ,20140221,,Y,电气设备,L1,002255.SZ,海陆重工,20080625,
801730.SI,002266.SZ,20140221,,Y,电气设备,L1,002266.SZ,浙富控股,20080806,
801730.SI,002276.SZ,20140221,,Y,电气设备,L1,002276.SZ,万马股份,20090710,
801730.SI,002300.SZ,20140221,,Y,电气设备,L1,002300.SZ,太阳电缆,20091021,
801730.SI,002309.SZ,20140221,,Y,电气设备,L1,002309.SZ,中利集团,20091127,
801730.SI,002322.SZ,20140221,,Y,电气设备,L1,002322.SZ,理工环科,20091218,
801730.SI,002334.SZ,20140221,,Y,电气设备,L1,002334.SZ,英威腾,20100113,
801730.SI,002335.SZ,20140221,,Y,电气设备,L1,002335.SZ,科华恒盛,20100113,
801730.SI,002339.SZ,20140221,,Y,电气设备,L1,002339.SZ,积成电子,20100122,
801730.SI,002350.SZ,20140221,,Y,电气设备,L1,002350.SZ,北京科锐,20100203,
801730.SI,002358.SZ,20140221,,Y,电气设备,L1,002358.SZ,森源电气,20100210,
801730.SI,002364.SZ,20140221,,Y,电气设备,L1,002364.SZ,中恒电气,20100305,
801730.SI,002441.SZ,20140221,,Y,电气设备,L1,002441.SZ,众业达,20100706,
801730.SI,002451.SZ,20140221,,Y,电气设备,L1,002451.SZ,摩恩电气,20100720,
801730.SI,002452.SZ,20140221,,Y,电气设备,L1,002452.SZ,长高集团,20100720,
801730.SI,002471.SZ,20140221,,Y,电气设备,L1,002471.SZ,中超控股,20100910,
801730.SI,002498.SZ,20140221,,Y,电气设备,L1,002498.SZ,汉缆股份,20101109,
801730.SI,603015.SH,20150310,,Y,电气设备,L1,603015.SH,弘讯科技,20150303,
801730.SI,002733.SZ,20141210,,Y,电气设备,L1,002733.SZ,雄韬股份,20141203,
801730.SI,300407.SZ,20141210,,Y,电气设备,L1,300407.SZ,凯发电气,20141203,
801730.SI,002665.SZ,20150424,,Y,电气设备,L1,002665.SZ,首航高科,20120327,
801730.SI,603606.SH,20141022,,Y,电气设备,L1,603606.SH,东方电缆,20141015,
801730.SI,300444.SZ,20150430,,Y,电气设备,L1,300444.SZ,双杰电气,20150423,
801730.SI,603806.SH,20140915,,Y,电气设备,L1,603806.SH,福斯特,20140905,
801730.SI,603100.SH,20140812,,Y,电气设备,L1,603100.SH,川仪股份,20140805,
801730.SI,300423.SZ,20150303,,Y,电气设备,L1,300423.SZ,鲁亿通,20150217,
801730.SI,300427.SZ,20150303,,Y,电气设备,L1,300427.SZ,红相股份,20150217,
801730.SI,603618.SH,20150303,,Y,电气设备,L1,603618.SH,杭电股份,20150217,
801730.SI,600590.SH,20140702,,Y,电气设备,L1,600590.SH,泰豪科技,20020703,
801730.SI,603025.SH,20150429,,Y,电气设备,L1,603025.SH,大豪科技,20150422,
801730.SI,300447.SZ,20150429,,Y,电气设备,L1,300447.SZ,全信股份,20150422,
801730.SI,603988.SH,20141111,,Y,电气设备,L1,603988.SH,中电电机,20141104,
801730.SI,300393.SZ,20140919,,Y,电气设备,L1,300393.SZ,中来股份,20140912,
801730.SI,002506.SZ,20150813,,Y,电气设备,L1,002506.SZ,协鑫集成,20101118,
801730.SI,300466.SZ,20150604,,Y,电气设备,L1,300466.SZ,赛摩电气,20150528,
801730.SI,300477.SZ,20150617,,Y,电气设备,L1,300477.SZ,合纵科技,20150610,
801730.SI,002767.SZ,20150619,,Y,电气设备,L1,002767.SZ,先锋电子,20150612,
801730.SI,603016.SH,20160708,,Y,电气设备,L1,603016.SH,新宏泰,20160701,
801730.SI,300490.SZ,20160108,,Y,电气设备,L1,300490.SZ,华自科技,20151231,
801730.SI,300491.SZ,20160108,,Y,电气设备,L1,300491.SZ,通合科技,20151231,
801730.SI,300510.SZ,20160513,,Y,电气设备,L1,300510.SZ,金冠股份,20160506,
801730.SI,002801.SZ,20160629,,Y,电气设备,L1,002801.SZ,微光股份,20160622,
801730.SI,603861.SH,20160329,,Y,电气设备,L1,603861.SH,白云电器,20160322,
801730.SI,300484.SZ,20160420,,Y,电气设备,L1,300484.SZ,蓝海华腾,20160322,
801730.SI,300593.SZ,20170120,,Y,电气设备,L1,300593.SZ,新雷能,20170113,
