con_code,weight
603899.SH,0.233
603888.SH,0.116
603885.SH,0.2
603883.SH,0.181
603877.SH,0.03
603868.SH,0.056
603866.SH,0.089
603816.SH,0.19
603806.SH,0.096
603766.SH,0.141
603712.SH,0.051
603659.SH,0.09
603658.SH,0.137
603650.SH,0.039
603569.SH,0.027
603568.SH,0.094
603556.SH,0.085
603515.SH,0.125
603486.SH,0.068
603444.SH,0.176
603377.SH,0.07
603369.SH,0.287
603355.SH,0.053
603328.SH,0.091
603233.SH,0.097
603228.SH,0.147
603225.SH,0.065
603198.SH,0.107
603169.SH,0.063
603077.SH,0.288
603056.SH,0.053
603025.SH,0.035
603000.SH,0.266
601990.SH,0.107
601969.SH,0.057
601966.SH,0.212
601958.SH,0.183
601928.SH,0.175
601880.SH,0.194
601872.SH,0.308
601869.SH,0.104
601866.SH,0.327
601811.SH,0.053
601801.SH,0.126
601777.SH,0.083
601718.SH,0.246
601717.SH,0.15
601689.SH,0.141
601678.SH,0.151
601608.SH,0.187
601598.SH,0.219
601326.SH,0.138
601311.SH,0.114
601231.SH,0.231
601200.SH,0.143
601179.SH,0.234
601168.SH,0.336
601128.SH,0.234
601127.SH,0.129
601106.SH,0.27
601100.SH,0.202
601098.SH,0.268
601020.SH,0.046
601019.SH,0.066
601016.SH,0.133
601005.SH,0.406
601003.SH,0.113
601001.SH,0.11
601000.SH,0.236
600996.SH,0.07
600993.SH,0.127
600978.SH,0.149
600971.SH,0.091
600970.SH,0.196
600967.SH,0.27
600959.SH,0.268
600939.SH,0.079
600917.SH,0.038
600908.SH,0.167
600901.SH,0.189
600895.SH,0.403
600885.SH,0.315
600884.SH,0.234
600881.SH,0.346
600879.SH,0.396
600875.SH,0.299
600874.SH,0.112
600872.SH,0.509
600869.SH,0.13
600863.SH,0.237
600862.SH,0.093
600859.SH,0.135
600848.SH,0.198
600839.SH,0.291
600835.SH,0.162
600827.SH,0.214
600823.SH,0.182
600820.SH,0.374
600811.SH,0.336
600808.SH,0.323
600804.SH,0.384
600801.SH,0.255
600787.SH,0.149
600782.SH,0.212
600779.SH,0.391
600777.SH,0.142
600773.SH,0.097
600770.SH,0.13
600765.SH,0.149
600759.SH,0.118
600757.SH,0.119
600755.SH,0.282
600754.SH,0.111
600751.SH,0.176
600750.SH,0.125
600748.SH,0.11
600743.SH,0.08
600737.SH,0.233
600729.SH,0.208
600718.SH,0.29
600717.SH,0.191
600699.SH,0.408
600694.SH,0.138
600687.SH,0.059
600673.SH,0.362
600664.SH,0.175
600657.SH,0.113
600655.SH,0.273
600649.SH,0.22
600648.SH,0.159
600645.SH,0.172
600643.SH,0.318
600642.SH,0.412
600640.SH,0.107
600639.SH,0.093
600633.SH,0.195
600623.SH,0.139
600618.SH,0.048
600614.SH,0.166
600611.SH,0.136
600600.SH,0.367
600598.SH,0.181
600597.SH,0.159
600594.SH,0.106
600584.SH,0.361
600582.SH,0.175
600580.SH,0.133
600575.SH,0.139
600572.SH,0.36
600567.SH,0.327
600565.SH,0.137
600563.SH,0.178
600557.SH,0.145
600545.SH,0.122
600536.SH,0.237
600528.SH,0.366
600525.SH,0.25
600511.SH,0.209
600507.SH,0.285
600503.SH,0.175
600500.SH,0.222
600499.SH,0.186
600478.SH,0.147
600466.SH,0.255
600460.SH,0.244
600458.SH,0.096
