con_code,weight
002085.SZ,0.465
002681.SZ,0.13
002366.SZ,0.244
600284.SH,0.163
000636.SZ,0.159
600565.SH,0.249
600320.SH,0.218
000975.SZ,0.247
000513.SZ,0.206
600141.SH,0.126
600563.SH,0.137
603883.SH,0.103
002414.SZ,0.155
002461.SZ,0.065
600176.SH,0.275
000566.SZ,0.275
600664.SH,0.347
600500.SH,0.289
603766.SH,0.227
000547.SZ,0.329
300055.SZ,0.273
603198.SH,0.046
000501.SZ,0.156
600750.SH,0.145
000671.SZ,0.254
300072.SZ,0.717
002678.SZ,0.078
600597.SH,0.216
601717.SH,0.162
002699.SZ,0.214
600640.SH,0.112
002064.SZ,0.128
300001.SZ,0.203
600067.SH,0.195
600351.SH,0.139
002273.SZ,0.258
600499.SH,0.252
000418.SZ,0.195
603328.SH,0.125
002063.SZ,0.178
600458.SH,0.156
002029.SZ,0.123
600528.SH,0.269
600572.SH,0.228
000681.SZ,0.156
600580.SH,0.159
002056.SZ,0.15
000887.SZ,0.393
002505.SZ,0.149
000062.SZ,0.164
603698.SH,0.091
000563.SZ,0.231
000937.SZ,0.212
002250.SZ,0.23
601929.SH,0.246
600219.SH,0.421
000400.SZ,0.253
002588.SZ,0.135
002249.SZ,0.063
600422.SH,0.192
600497.SH,0.366
600184.SH,0.087
603188.SH,0.165
000519.SZ,0.171
002244.SZ,0.165
000006.SZ,0.226
600748.SH,0.12
600006.SH,0.148
600510.SH,0.071
603806.SH,0.1
601126.SH,0.103
600586.SH,0.119
000848.SZ,0.179
600536.SH,0.231
000998.SZ,0.314
002131.SZ,0.347
600483.SH,0.093
000598.SZ,0.283
600525.SH,0.366
002440.SZ,0.188
601233.SH,0.125
002191.SZ,0.246
000158.SZ,0.132
002646.SZ,0.09
000600.SZ,0.172
603568.SH,0.048
300115.SZ,0.291
600835.SH,0.171
000830.SZ,0.137
603025.SH,0.051
000777.SZ,0.185
002595.SZ,0.248
600978.SH,0.339
600200.SH,0.235
000543.SZ,0.222
000690.SZ,0.28
600201.SH,0.542
000616.SZ,0.205
000983.SZ,0.404
002479.SZ,0.177
603019.SH,0.248
002277.SZ,0.152
002315.SZ,0.081
002190.SZ,0.158
300244.SZ,0.299
002390.SZ,0.172
600811.SH,0.263
600770.SH,0.217
000897.SZ,0.15
600120.SH,0.225
600409.SH,0.187
600993.SH,0.16
600143.SH,0.332
600073.SH,0.192
300032.SZ,0.141
002344.SZ,0.165
600395.SH,0.15
000661.SZ,0.394
600132.SH,0.105
600270.SH,0.166
002179.SZ,0.283
300026.SZ,0.232
300287.SZ,0.194
600776.SH,0.111
002269.SZ,0.147
600645.SH,0.231
000550.SZ,0.16
600537.SH,0.156
600881.SH,0.279
600175.SH,0.193
000869.SZ,0.132
600657.SH,0.124
600765.SH,0.176
000969.SZ,0.169
600872.SH,0.243
600587.SH,0.175
300134.SZ,0.283
000961.SZ,0.27
300088.SZ,0.319
002025.SZ,0.162
001696.SZ,0.172
000697.SZ,0.263
600879.SH,0.344
000090.SZ,0.15
002242.SZ,0.152
603555.SH,0.087
000667.SZ,0.203
002254.SZ,0.141
002271.SZ,0.297
002426.SZ,0.348
600823.SH,0.157
300113.SZ,0.332
600468.SH,0.077
000030.SZ,0.112
002498.SZ,0.149
002589.SZ,0.162
000939.SZ,0.204
600122.SH,0.281
600426.SH,0.25
601515.SH,0.103
002221.SZ,0.265
000631.SZ,0.096
601311.SH,0.193
600743.SH,0.115
002267.SZ,0.114
600635.SH,0.316
603077.SH,0.155
000970.SZ,0.336
000401.SZ,0.162
600158.SH,0.34
002194.SZ,0.12
000926.SZ,0.185
000930.SZ,0.283
002251.SZ,0.13
600633.SH,0.241
002466.SZ,0.562
002038.SZ,0.305
002013.SZ,0.291
000596.SZ,0.134
002371.SZ,0.144
600289.SH,0.158
000592.SZ,0.211
002168.SZ,0.31
002489.SZ,0.208
002340.SZ,0.361
300199.SZ,0.221
000028.SZ,0.219
002512.SZ,0.226
002745.SZ,0.072
000919.SZ,0.106
000587.SZ,0.175
002672.SZ,0.191
601801.SH,0.177
600575.SH,0.223
300273.SZ,0.236
000031.SZ,0.254
002657.SZ,0.21
601002.SH,0.123
300039.SZ,0.143
600058.SH,0.181
002392.SZ,0.089
002118.SZ,0.13
600894.SH,0.157
002714.SZ,0.258
600466.SH,0.084
002602.SZ,0.188
002051.SZ,0.281
002276.SZ,0.239
000528.SZ,0.154
600884.SH,0.209
002308.SZ,0.236
600482.SH,0.274
002155.SZ,0.222
000680.SZ,0.157
601012.SH,0.341
002266.SZ,0.215
600751.SH,0.334
600521.SH,0.362
600004.SH,0.169
600498.SH,0.354
002261.SZ,0.145
002048.SZ,0.249
002002.SZ,0.183
600183.SH,0.207
600481.SH,0.143
600655.SH,0.279
600171.SH,0.209
002439.SZ,0.298
002444.SZ,0.198
000931.SZ,0.118
002400.SZ,0.323
000861.SZ,0.142
002603.SZ,0.196
600108.SH,0.236
000816.SZ,0.189
603567.SH,0.092
600056.SH,0.249
600736.SH,0.163
600316.SH,0.211
002161.SZ,0.164
002431.SZ,0.178
002004.SZ,0.348
600436.SH,0.36
600596.SH,0.136
600628.SH,0.145
600507.SH,0.091
300166.SZ,0.192
600236.SH,0.122
600425.SH,0.1
600160.SH,0.235
601666.SH,0.157
002011.SZ,0.149
601886.SH,0.138
600967.SH,0.219
600787.SH,0.241
600970.SH,0.207
600312.SH,0.279
002268.SZ,0.217
