con_code,weight
300253.SZ,0.412
300244.SZ,0.167
300202.SZ,0.062
300199.SZ,0.124
300197.SZ,0.155
300182.SZ,0.259
300168.SZ,0.335
300166.SZ,0.28
300159.SZ,0.149
300156.SZ,0.063
300146.SZ,0.502
300134.SZ,0.144
300133.SZ,0.142
300115.SZ,0.172
300113.SZ,0.207
300088.SZ,0.273
300058.SZ,0.179
300055.SZ,0.149
300027.SZ,0.266
300026.SZ,0.163
300010.SZ,0.177
300002.SZ,0.21
300001.SZ,0.278
002920.SZ,0.079
002916.SZ,0.261
002839.SZ,0.155
002831.SZ,0.227
002818.SZ,0.087
002815.SZ,0.105
002807.SZ,0.14
002745.SZ,0.148
002709.SZ,0.132
002707.SZ,0.101
002701.SZ,0.176
002699.SZ,0.087
002690.SZ,0.187
002681.SZ,0.08
002672.SZ,0.149
002670.SZ,0.289
002665.SZ,0.126
002663.SZ,0.117
002642.SZ,0.08
002640.SZ,0.178
002635.SZ,0.111
002603.SZ,0.196
002589.SZ,0.238
002588.SZ,0.072
002583.SZ,0.251
002573.SZ,0.151
002563.SZ,0.161
002544.SZ,0.132
002517.SZ,0.13
002512.SZ,0.095
002509.SZ,0.106
002507.SZ,0.366
002506.SZ,0.268
002505.SZ,0.148
002503.SZ,0.109
002500.SZ,0.406
002491.SZ,0.204
002489.SZ,0.107
002482.SZ,0.097
002477.SZ,0.093
002470.SZ,0.305
002465.SZ,0.394
002463.SZ,0.346
002444.SZ,0.164
002440.SZ,0.245
002439.SZ,0.396
002437.SZ,0.114
002434.SZ,0.104
002431.SZ,0.139
002426.SZ,0.18
002424.SZ,0.112
002416.SZ,0.058
002414.SZ,0.168
002410.SZ,0.503
002408.SZ,0.184
002407.SZ,0.214
002400.SZ,0.173
002399.SZ,0.242
002390.SZ,0.123
002385.SZ,0.282
002384.SZ,0.457
002375.SZ,0.112
002373.SZ,0.346
002372.SZ,0.264
002371.SZ,0.322
002368.SZ,0.232
002366.SZ,0.17
002359.SZ,0.151
