con_code,weight
000600.SZ,0.169
002261.SZ,0.149
002699.SZ,0.227
002266.SZ,0.228
600478.SH,0.279
603567.SH,0.093
000919.SZ,0.11
600422.SH,0.192
002400.SZ,0.315
002048.SZ,0.26
600026.SH,0.237
600971.SH,0.093
603169.SH,0.1
600108.SH,0.219
600699.SH,0.298
601515.SH,0.104
603806.SH,0.097
600151.SH,0.243
002384.SZ,0.172
600874.SH,0.097
002572.SZ,0.394
000878.SZ,0.23
600682.SH,0.377
600410.SH,0.286
000786.SZ,0.229
600160.SH,0.234
600545.SH,0.094
000636.SZ,0.163
600525.SH,0.373
002588.SZ,0.137
600056.SH,0.277
600717.SH,0.217
002041.SZ,0.156
002271.SZ,0.319
002439.SZ,0.31
000816.SZ,0.165
000592.SZ,0.234
000726.SZ,0.139
000926.SZ,0.184
600240.SH,0.281
600645.SH,0.239
600388.SH,0.281
600143.SH,0.31
002701.SZ,0.348
600503.SH,0.393
600312.SH,0.301
000547.SZ,0.335
002073.SZ,0.207
603589.SH,0.053
603699.SH,0.106
002317.SZ,0.17
600993.SH,0.157
002463.SZ,0.132
603766.SH,0.221
000598.SZ,0.274
600112.SH,0.146
002005.SZ,0.153
600125.SH,0.178
601311.SH,0.203
300273.SZ,0.241
601678.SH,0.133
300182.SZ,0.23
000961.SZ,0.264
002064.SZ,0.122
600657.SH,0.14
600812.SH,0.138
600628.SH,0.137
002168.SZ,0.302
002161.SZ,0.171
600864.SH,0.092
000703.SZ,0.155
002310.SZ,0.486
600351.SH,0.145
300088.SZ,0.325
002267.SZ,0.115
600509.SH,0.125
002074.SZ,0.235
300043.SZ,0.188
600058.SH,0.183
002308.SZ,0.249
600433.SH,0.165
000979.SZ,0.25
603698.SH,0.093
600122.SH,0.274
002635.SZ,0.143
002028.SZ,0.15
600138.SH,0.336
600416.SH,0.193
000550.SZ,0.148
300001.SZ,0.206
002342.SZ,0.104
600158.SH,0.317
002038.SZ,0.314
601699.SH,0.265
600736.SH,0.168
000418.SZ,0.188
603328.SH,0.119
600409.SH,0.196
000975.SZ,0.248
600557.SH,0.202
600748.SH,0.118
000050.SZ,0.269
002595.SZ,0.251
002646.SZ,0.089
600251.SH,0.098
600161.SH,0.267
000830.SZ,0.139
300147.SZ,0.169
600831.SH,0.131
600516.SH,0.28
000021.SZ,0.197
002025.SZ,0.165
601001.SH,0.163
002642.SZ,0.158
600132.SH,0.115
300287.SZ,0.202
000887.SZ,0.369
600200.SH,0.239
000596.SZ,0.142
002311.SZ,0.238
300039.SZ,0.138
601886.SH,0.131
600826.SH,0.153
600773.SH,0.175
600184.SH,0.085
603001.SH,0.087
