con_code,weight
603899.SH,0.277
603888.SH,0.089
603885.SH,0.224
603883.SH,0.179
603877.SH,0.036
603868.SH,0.061
603866.SH,0.092
603816.SH,0.193
603806.SH,0.093
603766.SH,0.14
603712.SH,0.059
603659.SH,0.103
603658.SH,0.136
603650.SH,0.042
603569.SH,0.028
603568.SH,0.104
603556.SH,0.086
603515.SH,0.14
603486.SH,0.067
603444.SH,0.177
603377.SH,0.086
603369.SH,0.242
603355.SH,0.057
603328.SH,0.098
603233.SH,0.106
603228.SH,0.137
603225.SH,0.079
603198.SH,0.113
603169.SH,0.06
603077.SH,0.285
603056.SH,0.058
603025.SH,0.041
603000.SH,0.134
601990.SH,0.087
601969.SH,0.058
601966.SH,0.218
601958.SH,0.19
601928.SH,0.201
601880.SH,0.19
601872.SH,0.298
601869.SH,0.107
601866.SH,0.3
601811.SH,0.049
601801.SH,0.132
601777.SH,0.083
601718.SH,0.244
601717.SH,0.164
601689.SH,0.143
601678.SH,0.152
601608.SH,0.15
601326.SH,0.149
601311.SH,0.124
601231.SH,0.195
601200.SH,0.155
601179.SH,0.229
601168.SH,0.369
601128.SH,0.227
601127.SH,0.161
601106.SH,0.243
601100.SH,0.174
601098.SH,0.298
601020.SH,0.044
601019.SH,0.07
601016.SH,0.128
601005.SH,0.432
601003.SH,0.112
601001.SH,0.119
601000.SH,0.234
600996.SH,0.066
600993.SH,0.135
600978.SH,0.162
600971.SH,0.094
600970.SH,0.19
600967.SH,0.292
600959.SH,0.27
600939.SH,0.083
600917.SH,0.044
600908.SH,0.161
600901.SH,0.176
600895.SH,0.385
600885.SH,0.335
600884.SH,0.241
600881.SH,0.357
600879.SH,0.391
600875.SH,0.288
600874.SH,0.119
600872.SH,0.546
600869.SH,0.143
600863.SH,0.223
600862.SH,0.078
600859.SH,0.14
600848.SH,0.209
600839.SH,0.283
600835.SH,0.156
600827.SH,0.225
600823.SH,0.187
600820.SH,0.392
600811.SH,0.361
600808.SH,0.343
600804.SH,0.335
600801.SH,0.27
600787.SH,0.146
600782.SH,0.216
600779.SH,0.36
600777.SH,0.129
600773.SH,0.098
600770.SH,0.122
