con_code,weight
603899.SH,0.252
603888.SH,0.099
603885.SH,0.207
603883.SH,0.166
603877.SH,0.039
603868.SH,0.073
603816.SH,0.196
603806.SH,0.072
603766.SH,0.163
603659.SH,0.092
603658.SH,0.171
603589.SH,0.448
603569.SH,0.031
603568.SH,0.109
603556.SH,0.086
603515.SH,0.13
603444.SH,0.111
603377.SH,0.074
603369.SH,0.269
603355.SH,0.065
603328.SH,0.088
603228.SH,0.141
603225.SH,0.075
603198.SH,0.109
603188.SH,0.116
603169.SH,0.064
603077.SH,0.285
603056.SH,0.074
603025.SH,0.043
603019.SH,0.717
603000.SH,0.125
601969.SH,0.06
601966.SH,0.234
601928.SH,0.14
601880.SH,0.182
601872.SH,0.244
601811.SH,0.045
601801.SH,0.134
601777.SH,0.092
601717.SH,0.168
601689.SH,0.11
601678.SH,0.183
601608.SH,0.145
601311.SH,0.143
601233.SH,0.503
601200.SH,0.154
601179.SH,0.212
601168.SH,0.355
601128.SH,0.2
601127.SH,0.094
601098.SH,0.256
601020.SH,0.053
601019.SH,0.06
601016.SH,0.137
601001.SH,0.119
601000.SH,0.22
600996.SH,0.068
600993.SH,0.138
600978.SH,0.204
600971.SH,0.096
600970.SH,0.217
600967.SH,0.335
600939.SH,0.082
600936.SH,0.162
600917.SH,0.04
600908.SH,0.162
600895.SH,0.235
600885.SH,0.276
600884.SH,0.281
600881.SH,0.179
600879.SH,0.437
600875.SH,0.239
600874.SH,0.108
600872.SH,0.489
600869.SH,0.123
600863.SH,0.198
600862.SH,0.074
600859.SH,0.152
600848.SH,0.2
600839.SH,0.306
600835.SH,0.15
600827.SH,0.223
600823.SH,0.195
600811.SH,0.387
600808.SH,0.354
600801.SH,0.291
600787.SH,0.229
600777.SH,0.138
600773.SH,0.11
600770.SH,0.134
600765.SH,0.128
600760.SH,0.459
600759.SH,0.163
600757.SH,0.108
600755.SH,0.272
600754.SH,0.12
600751.SH,0.305
600750.SH,0.115
600748.SH,0.079
600743.SH,0.07
600737.SH,0.241
600729.SH,0.213
600718.SH,0.319
600717.SH,0.191
600694.SH,0.128
600687.SH,0.055
600673.SH,0.356
600664.SH,0.177
600657.SH,0.098
600655.SH,0.25
600651.SH,0.08
600649.SH,0.22
600648.SH,0.206
600645.SH,0.194
600643.SH,0.303
600642.SH,0.42
600640.SH,0.092
600639.SH,0.086
600635.SH,0.208
600633.SH,0.169
600623.SH,0.147
600618.SH,0.051
600614.SH,0.14
600611.SH,0.129
600600.SH,0.362
600598.SH,0.213
600597.SH,0.179
600594.SH,0.143
600584.SH,0.43
600582.SH,0.189
600580.SH,0.147
600578.SH,0.127
600575.SH,0.191
600572.SH,0.277
600565.SH,0.129
600563.SH,0.191
600557.SH,0.137
600545.SH,0.134
600536.SH,0.264
600528.SH,0.355
600525.SH,0.294
600521.SH,0.442
600517.SH,0.073
600511.SH,0.242
600503.SH,0.175
600500.SH,0.216
600499.SH,0.22
600481.SH,0.082
600478.SH,0.127
600466.SH,0.195
600460.SH,0.276
600458.SH,0.102
600435.SH,0.209
