con_code,weight
002074.SZ,0.261
002064.SZ,0.158
002078.SZ,0.316
002056.SZ,0.15
002051.SZ,0.129
002049.SZ,0.601
002048.SZ,0.151
002038.SZ,0.217
002030.SZ,0.153
002028.SZ,0.144
002019.SZ,0.247
002004.SZ,0.198
002002.SZ,0.181
000999.SZ,0.307
000998.SZ,0.304
000997.SZ,0.333
000990.SZ,0.099
000988.SZ,0.372
000987.SZ,0.065
000983.SZ,0.246
000980.SZ,0.117
000975.SZ,0.527
000970.SZ,0.226
000960.SZ,0.27
000959.SZ,0.145
000937.SZ,0.099
000932.SZ,0.18
000930.SZ,0.197
000926.SZ,0.13
000887.SZ,0.175
000883.SZ,0.209
000878.SZ,0.225
000877.SZ,0.175
000869.SZ,0.104
000860.SZ,0.705
000848.SZ,0.117
000830.SZ,0.262
000829.SZ,0.087
000826.SZ,0.178
000813.SZ,0.176
000807.SZ,0.207
000778.SZ,0.292
000766.SZ,0.098
000761.SZ,0.04
000758.SZ,0.17
000750.SZ,0.39
000738.SZ,0.227
000732.SZ,0.161
000729.SZ,0.237
000727.SZ,0.151
000723.SZ,0.301
000718.SZ,0.151
000717.SZ,0.12
000712.SZ,0.14
000690.SZ,0.265
000686.SZ,0.303
000685.SZ,0.185
000681.SZ,0.266
000636.SZ,0.234
000623.SZ,0.391
000600.SZ,0.106
000598.SZ,0.22
000587.SZ,0.066
000581.SZ,0.263
000564.SZ,0.111
000563.SZ,0.215
000559.SZ,0.196
000552.SZ,0.076
000547.SZ,0.325
000543.SZ,0.139
000541.SZ,0.088
000537.SZ,0.093
000536.SZ,0.105
000528.SZ,0.169
000519.SZ,0.183
000513.SZ,0.28
000501.SZ,0.104
000488.SZ,0.163
000426.SZ,0.114
000400.SZ,0.136
000301.SZ,0.162
000158.SZ,0.138
000401.SZ,0.38
000156.SZ,0.149
000090.SZ,0.193
000089.SZ,0.284
000078.SZ,0.15
000066.SZ,0.498
000062.SZ,0.113
000061.SZ,0.097
000060.SZ,0.272
000039.SZ,0.281
000031.SZ,0.199
000028.SZ,0.188
000027.SZ,0.186
000025.SZ,0.066
000021.SZ,0.212
000012.SZ,0.135
000009.SZ,0.315
000008.SZ,0.179
000006.SZ,0.133
600545.SH,0.095
600521.SH,0.306
600515.SH,0.179
600511.SH,0.238
600507.SH,0.159
600500.SH,0.183
600499.SH,0.138
600497.SH,0.303
600486.SH,0.259
600478.SH,0.133
600466.SH,0.226
600460.SH,0.319
600458.SH,0.108
600435.SH,0.255
600428.SH,0.084
600426.SH,0.505
600418.SH,0.171
600416.SH,0.117
600410.SH,0.32
600409.SH,0.172
600393.SH,0.067
600392.SH,0.269
600388.SH,0.211
600380.SH,0.243
600376.SH,0.262
600373.SH,0.229
600350.SH,0.078
600348.SH,0.167
600338.SH,0.086
600335.SH,0.077
600329.SH,0.108
600325.SH,0.318
600317.SH,0.134
600316.SH,0.191
600315.SH,0.303
600312.SH,0.152
600307.SH,0.156
600298.SH,0.374
600291.SH,0.13
600282.SH,0.229
600280.SH,0.05
600277.SH,0.159
600267.SH,0.163
600266.SH,0.214
600260.SH,0.221
600259.SH,0.14
600258.SH,0.228
600216.SH,0.236
600201.SH,0.501
600195.SH,0.182
600183.SH,0.735
600179.SH,0.064
600171.SH,0.226
600169.SH,0.113
600167.SH,0.212
600166.SH,0.262
600161.SH,0.382
600160.SH,0.261
600158.SH,0.179
600155.SH,0.167
600151.SH,0.13
600143.SH,0.276
600141.SH,0.162
600138.SH,0.19
600126.SH,0.054
600125.SH,0.144
600120.SH,0.186
600098.SH,0.087
600094.SH,0.302
600079.SH,0.285
600073.SH,0.157
600064.SH,0.209
600062.SH,0.185
600060.SH,0.159
600058.SH,0.092
600056.SH,0.186
600053.SH,0.071
600037.SH,0.245
600026.SH,0.259
600022.SH,0.259
600039.SH,0.191
600021.SH,0.22
600017.SH,0.144
600008.SH,0.202
600006.SH,0.099
300459.SZ,0.068
300450.SZ,0.431
300418.SZ,0.188
300383.SZ,0.447
300376.SZ,0.108
300324.SZ,0.139
300316.SZ,0.231
300315.SZ,0.254
300308.SZ,0.15
300297.SZ,0.113
300287.SZ,0.116
300274.SZ,0.325
300266.SZ,0.093
300257.SZ,0.085
300253.SZ,0.504
300244.SZ,0.215
300207.SZ,0.258
300199.SZ,0.096
300197.SZ,0.139
300182.SZ,0.166
300168.SZ,0.292
300166.SZ,0.237
300159.SZ,0.112
300134.SZ,0.157
300133.SZ,0.181
300115.SZ,0.174
300113.SZ,0.194
300088.SZ,0.34
300058.SZ,0.273
300055.SZ,0.113
300027.SZ,0.232
300026.SZ,0.16
300010.SZ,0.177
300009.SZ,0.252
603939.SH,0.306
603888.SH,0.116
603885.SH,0.176
603883.SH,0.229
603877.SH,0.021
603868.SH,0.046
603866.SH,0.169
603816.SH,0.16
603806.SH,0.117
