con_code,weight
603899.SH,0.246
603888.SH,0.098
603885.SH,0.233
603883.SH,0.2
603877.SH,0.054
603868.SH,0.065
603816.SH,0.265
603806.SH,0.065
603766.SH,0.161
603659.SH,0.116
603658.SH,0.195
603589.SH,0.518
603569.SH,0.031
603568.SH,0.098
603556.SH,0.101
603515.SH,0.153
603444.SH,0.103
603377.SH,0.069
603369.SH,0.322
603355.SH,0.068
603328.SH,0.091
603228.SH,0.113
603225.SH,0.061
603198.SH,0.124
603188.SH,0.116
603169.SH,0.059
603077.SH,0.257
603056.SH,0.081
603025.SH,0.038
603019.SH,0.58
603000.SH,0.129
601969.SH,0.06
601966.SH,0.213
601928.SH,0.13
601880.SH,0.169
601872.SH,0.215
601811.SH,0.043
601801.SH,0.128
601777.SH,0.096
601717.SH,0.146
601689.SH,0.119
601678.SH,0.188
601608.SH,0.127
601311.SH,0.137
601233.SH,0.441
601200.SH,0.156
601179.SH,0.197
601168.SH,0.336
601128.SH,0.179
601127.SH,0.088
601098.SH,0.255
601020.SH,0.061
601019.SH,0.061
601016.SH,0.134
601001.SH,0.117
601000.SH,0.196
600996.SH,0.065
600993.SH,0.144
600978.SH,0.228
600971.SH,0.1
600970.SH,0.197
600967.SH,0.302
600939.SH,0.076
600936.SH,0.156
600917.SH,0.036
600908.SH,0.153
600895.SH,0.25
600885.SH,0.376
600884.SH,0.348
600881.SH,0.17
600879.SH,0.43
600875.SH,0.229
600874.SH,0.114
600872.SH,0.439
600869.SH,0.118
600863.SH,0.185
600862.SH,0.072
600859.SH,0.185
600848.SH,0.185
600839.SH,0.297
600835.SH,0.171
600827.SH,0.23
600823.SH,0.176
600811.SH,0.359
600808.SH,0.301
600801.SH,0.205
600787.SH,0.239
600777.SH,0.125
600773.SH,0.096
600770.SH,0.129
600765.SH,0.114
600760.SH,0.424
600759.SH,0.15
600757.SH,0.097
600755.SH,0.26
600754.SH,0.166
600751.SH,0.281
600750.SH,0.126
600748.SH,0.078
600743.SH,0.068
600737.SH,0.217
600729.SH,0.226
600718.SH,0.319
600717.SH,0.177
600694.SH,0.134
600687.SH,0.114
600673.SH,0.43
600664.SH,0.17
600657.SH,0.091
600655.SH,0.267
600651.SH,0.076
600649.SH,0.217
600648.SH,0.192
600645.SH,0.166
600643.SH,0.3
600642.SH,0.385
600640.SH,0.091
600639.SH,0.089
600635.SH,0.202
600633.SH,0.152
600623.SH,0.158
600618.SH,0.054
600614.SH,0.17
600611.SH,0.122
600600.SH,0.428
600598.SH,0.183
600597.SH,0.17
600594.SH,0.159
600584.SH,0.453
600582.SH,0.171
600580.SH,0.138
600578.SH,0.118
600575.SH,0.202
600572.SH,0.269
600565.SH,0.12
600563.SH,0.188
600557.SH,0.15
600545.SH,0.127
600536.SH,0.18
600528.SH,0.319
600525.SH,0.393
600521.SH,0.563
600517.SH,0.07
600511.SH,0.232
600503.SH,0.176
600500.SH,0.199
600499.SH,0.243
600481.SH,0.07
600478.SH,0.147
600466.SH,0.208
600460.SH,0.27
600458.SH,0.083
600435.SH,0.205
600428.SH,0.086
600426.SH,0.56
600422.SH,0.12
600418.SH,0.242
600416.SH,0.134
600410.SH,0.271
600409.SH,0.25
600395.SH,0.113
600393.SH,0.103
600392.SH,0.369
600388.SH,0.269
600380.SH,0.262
600366.SH,0.12
600350.SH,0.077
600348.SH,0.241
600338.SH,0.114
600335.SH,0.121
600329.SH,0.152
600325.SH,0.368
600317.SH,0.123
600316.SH,0.113
600315.SH,0.374
600312.SH,0.129
600307.SH,0.185
600300.SH,0.107
600298.SH,0.495
600292.SH,0.064
600291.SH,0.246
600282.SH,0.274
600280.SH,0.141
600277.SH,0.202
600270.SH,0.213
600267.SH,0.237
600266.SH,0.248
600260.SH,0.321
600259.SH,0.124
600258.SH,0.373
600256.SH,0.464
600240.SH,0.235
600216.SH,0.208
600201.SH,0.562
600195.SH,0.141
600187.SH,0.106
600184.SH,0.071
600183.SH,0.272
600179.SH,0.212
600171.SH,0.182
600169.SH,0.118
600167.SH,0.064
600166.SH,0.266
600161.SH,0.237
600160.SH,0.282
600158.SH,0.221
600155.SH,0.105
600151.SH,0.114
600143.SH,0.279
600141.SH,0.143
600138.SH,0.324
600126.SH,0.065
600125.SH,0.215
600122.SH,0.193
600120.SH,0.166
600108.SH,0.126
600098.SH,0.148
600094.SH,0.258
600086.SH,0.19
600079.SH,0.352
600073.SH,0.122
600064.SH,0.178
600062.SH,0.3
600060.SH,0.295
600058.SH,0.1
600056.SH,0.274
600053.SH,0.063
600039.SH,0.166
600037.SH,0.202
600026.SH,0.163
600022.SH,0.373
600021.SH,0.182
600017.SH,0.166
600006.SH,0.092
600004.SH,0.38
300418.SZ,0.305
300383.SZ,0.381
300376.SZ,0.141
300324.SZ,0.28
300315.SZ,0.324
300308.SZ,0.16
300297.SZ,0.134
300291.SZ,0.08
300287.SZ,0.232
300274.SZ,0.256
300273.SZ,0.105
300266.SZ,0.351
300257.SZ,0.147
300253.SZ,0.394
300244.SZ,0.147
300202.SZ,0.08
300199.SZ,0.187
300197.SZ,0.206
300182.SZ,0.274
300166.SZ,0.304
300159.SZ,0.178
300156.SZ,0.114
300146.SZ,0.411
300134.SZ,0.096
300133.SZ,0.212
300116.SZ,0.075
300115.SZ,0.199
300113.SZ,0.204
300088.SZ,0.3
300058.SZ,0.21
300055.SZ,0.195
300043.SZ,0.07
300039.SZ,0.105
300032.SZ,0.076
300026.SZ,0.185
300010.SZ,0.24
300002.SZ,0.161
300001.SZ,0.159
002920.SZ,0.092
002916.SZ,0.15
002841.SZ,0.098
002839.SZ,0.155
002831.SZ,0.169
002818.SZ,0.099
002815.SZ,0.113
002807.SZ,0.139
002745.SZ,0.188
002709.SZ,0.184
002707.SZ,0.137
002701.SZ,0.181
002699.SZ,0.192
002690.SZ,0.181
002681.SZ,0.108
002672.SZ,0.177
002670.SZ,0.235
002665.SZ,0.165
002663.SZ,0.09
002657.SZ,0.12
002642.SZ,0.102
002640.SZ,0.261
002635.SZ,0.143
002603.SZ,0.237
002600.SZ,0.198
002589.SZ,0.404
002588.SZ,0.084
002583.SZ,0.213
002573.SZ,0.209
002563.SZ,0.216
002544.SZ,0.132
002517.SZ,0.217
002512.SZ,0.179
002509.SZ,0.122
002506.SZ,0.266
002505.SZ,0.165
002503.SZ,0.123
002491.SZ,0.235
002489.SZ,0.111
002482.SZ,0.103
002479.SZ,0.071
002477.SZ,0.175
002465.SZ,0.364
002463.SZ,0.123
002444.SZ,0.166
002440.SZ,0.227
002439.SZ,0.321
002437.SZ,0.153
002434.SZ,0.133
002431.SZ,0.196
002428.SZ,0.113
002426.SZ,0.209
002424.SZ,0.135
002416.SZ,0.061
002414.SZ,0.094
002410.SZ,0.523
002408.SZ,0.306
002407.SZ,0.255
002400.SZ,0.158
002399.SZ,0.233
002390.SZ,0.171
002384.SZ,0.289
002375.SZ,0.1
002373.SZ,0.269
002371.SZ,0.256
002368.SZ,0.203
002366.SZ,0.208
002359.SZ,0.299
002358.SZ,0.197
002354.SZ,0.146
002353.SZ,0.219
002345.SZ,0.109
002344.SZ,0.088
002342.SZ,0.072
002340.SZ,0.454
002332.SZ,0.158
002317.SZ,0.169
002308.SZ,0.128
002302.SZ,0.115
002299.SZ,0.216
002285.SZ,0.18
002281.SZ,0.231
002280.SZ,0.21
002277.SZ,0.128
002276.SZ,0.102
002273.SZ,0.25
002268.SZ,0.36
002266.SZ,0.167
002261.SZ,0.086
002254.SZ,0.137
002251.SZ,0.11
002250.SZ,0.161
002249.SZ,0.143
002244.SZ,0.227
002242.SZ,0.153
002233.SZ,0.153
002223.SZ,0.329
002221.SZ,0.272
002212.SZ,0.153
002195.SZ,0.32
002191.SZ,0.188
002190.SZ,0.086
002183.SZ,0.277
002180.SZ,0.164
002179.SZ,0.433
002176.SZ,0.321
002174.SZ,0.248
002155.SZ,0.162
002152.SZ,0.201
002147.SZ,0.303
002131.SZ,0.198
002129.SZ,0.407
002128.SZ,0.166
002127.SZ,0.324
002118.SZ,0.103
002110.SZ,0.309
002093.SZ,0.109
002092.SZ,0.349
002078.SZ,0.423
002073.SZ,0.121
002064.SZ,0.136
002056.SZ,0.162
002051.SZ,0.239
002049.SZ,0.526
002048.SZ,0.13
002041.SZ,0.067
002038.SZ,0.438
