con_code,weight
600395.SH,0.146
600545.SH,0.096
600187.SH,0.232
000690.SZ,0.272
600300.SH,0.127
600056.SH,0.256
600743.SH,0.123
601010.SH,0.171
601002.SH,0.11
000401.SZ,0.139
002317.SZ,0.168
600970.SH,0.185
600536.SH,0.209
600499.SH,0.233
600219.SH,0.372
000727.SZ,0.252
000513.SZ,0.198
300115.SZ,0.324
002050.SZ,0.195
000680.SZ,0.15
002155.SZ,0.212
600397.SH,0.093
000552.SZ,0.136
600521.SH,0.417
600466.SH,0.087
000656.SZ,0.429
002004.SZ,0.354
600260.SH,0.177
600811.SH,0.261
002463.SZ,0.137
002092.SZ,0.272
000786.SZ,0.259
000426.SZ,0.151
600195.SH,0.126
002131.SZ,0.371
000528.SZ,0.15
002285.SZ,0.173
000758.SZ,0.248
002396.SZ,0.166
002216.SZ,0.074
603077.SH,0.137
601666.SH,0.146
600138.SH,0.308
000777.SZ,0.181
600184.SH,0.087
603001.SH,0.087
002194.SZ,0.123
000050.SZ,0.274
600088.SH,0.083
600511.SH,0.232
600587.SH,0.175
002489.SZ,0.196
603567.SH,0.09
601929.SH,0.254
002573.SZ,0.288
600058.SH,0.181
000877.SZ,0.106
600917.SH,0.061
000900.SZ,0.148
600064.SH,0.246
600623.SH,0.037
600575.SH,0.175
002657.SZ,0.217
600687.SH,0.254
300273.SZ,0.246
601678.SH,0.128
000897.SZ,0.146
000501.SZ,0.148
002340.SZ,0.367
000572.SZ,0.149
600482.SH,0.297
600053.SH,0.149
002366.SZ,0.226
002503.SZ,0.143
600120.SH,0.234
002078.SZ,0.214
600108.SH,0.213
600483.SH,0.092
002665.SZ,0.293
002444.SZ,0.194
000998.SZ,0.325
300039.SZ,0.139
600522.SH,0.52
600601.SH,0.303
600292.SH,0.129
002325.SZ,0.201
601880.SH,0.19
000830.SZ,0.133
000547.SZ,0.343
002064.SZ,0.123
600094.SH,0.286
000681.SZ,0.174
000600.SZ,0.17
600510.SH,0.079
002384.SZ,0.163
002308.SZ,0.244
600880.SH,0.163
002431.SZ,0.196
002745.SZ,0.075
002217.SZ,0.226
600433.SH,0.166
600826.SH,0.16
600812.SH,0.135
600503.SH,0.41
600787.SH,0.222
002505.SZ,0.149
600978.SH,0.354
600151.SH,0.234
600808.SH,0.215
600517.SH,0.19
600580.SH,0.164
600143.SH,0.305
603019.SH,0.269
601965.SH,0.096
002354.SZ,0.171
002041.SZ,0.162
000008.SZ,0.209
600729.SH,0.171
002426.SZ,0.397
603766.SH,0.217
600270.SH,0.171
600993.SH,0.16
603698.SH,0.092
002190.SZ,0.157
000636.SZ,0.16
000661.SZ,0.368
002238.SZ,0.067
002635.SZ,0.124
601886.SH,0.13
600657.SH,0.112
600509.SH,0.121
603169.SH,0.106
600458.SH,0.16
000088.SZ,0.143
002268.SZ,0.212
002410.SZ,0.274
600720.SH,0.115
002646.SZ,0.088
002001.SZ,0.318
002375.SZ,0.207
000517.SZ,0.074
000652.SZ,0.148
600426.SH,0.258
002512.SZ,0.205
600316.SH,0.206
600639.SH,0.133
002085.SZ,0.487
000997.SZ,0.31
002672.SZ,0.201
603555.SH,0.083
000848.SZ,0.167
603005.SH,0.076
002122.SZ,0.124
001696.SZ,0.182
600428.SH,0.126
002251.SZ,0.116
600079.SH,0.482
002281.SZ,0.227
002271.SZ,0.354
601311.SH,0.196
002030.SZ,0.353
000973.SZ,0.167
600004.SH,0.165
600161.SH,0.272
600757.SH,0.133
000620.SZ,0.135
002572.SZ,0.426
600874.SH,0.099
600496.SH,0.14
601801.SH,0.141
002299.SZ,0.289
600017.SH,0.189
600628.SH,0.133
002244.SZ,0.171
600073.SH,0.204
600059.SH,0.127
000869.SZ,0.13
002309.SZ,0.128
002118.SZ,0.131
600282.SH,0.131
000030.SZ,0.123
002353.SZ,0.227
000961.SZ,0.261
600039.SH,0.205
600755.SH,0.266
002439.SZ,0.278
600388.SH,0.284
600478.SH,0.264
000028.SZ,0.23
000979.SZ,0.255
600335.SH,0.108
600259.SH,0.199
600557.SH,0.199
000703.SZ,0.122
002093.SZ,0.127
002056.SZ,0.154
600497.SH,0.247
000078.SZ,0.284
600351.SH,0.145
600067.SH,0.197
002269.SZ,0.138
002678.SZ,0.067
600971.SH,0.082
002437.SZ,0.196
000919.SZ,0.112
601717.SH,0.149
600175.SH,0.194
002233.SZ,0.081
600481.SH,0.127
002624.SZ,0.19
600717.SH,0.21
600643.SH,0.369
603328.SH,0.108
000550.SZ,0.157
000816.SZ,0.162
300253.SZ,0.323
300043.SZ,0.189
000519.SZ,0.194
600436.SH,0.375
600881.SH,0.238
002466.SZ,0.59
600325.SH,0.267
000937.SZ,0.172
600537.SH,0.165
000970.SZ,0.346
600618.SH,0.077
600380.SH,0.208
600528.SH,0.207
002479.SZ,0.17
000488.SZ,0.212
300134.SZ,0.209
002482.SZ,0.154
002602.SZ,0.141
601005.SH,0.128
600392.SH,0.209
002603.SZ,0.186
000762.SZ,0.197
600736.SH,0.177
000400.SZ,0.23
603589.SH,0.047
600682.SH,0.36
601012.SH,0.348
000726.SZ,0.133
002327.SZ,0.095
000587.SZ,0.168
600176.SH,0.275
002011.SZ,0.146
000031.SZ,0.267
000671.SZ,0.266
002332.SZ,0.119
600655.SH,0.286
600507.SH,0.085
002368.SZ,0.174
300088.SZ,0.332
002028.SZ,0.149
600825.SH,0.118
002371.SZ,0.164
002051.SZ,0.242
002128.SZ,0.141
002477.SZ,0.212
600132.SH,0.112
600236.SH,0.129
300026.SZ,0.243
600551.SH,0.103
