con_code,weight
603888.SH,0.108
603883.SH,0.121
603877.SH,0.035
603868.SH,0.066
603866.SH,0.052
603816.SH,0.116
603806.SH,0.065
603799.SH,0.463
603766.SH,0.196
603698.SH,0.069
603658.SH,0.042
603589.SH,0.324
603569.SH,0.032
603568.SH,0.07
603567.SH,0.067
603556.SH,0.114
603528.SH,0.05
603515.SH,0.059
603444.SH,0.132
603377.SH,0.102
603369.SH,0.14
603355.SH,0.103
603328.SH,0.064
603228.SH,0.053
603198.SH,0.122
603188.SH,0.157
603169.SH,0.085
603077.SH,0.206
603025.SH,0.03
603019.SH,0.235
603005.SH,0.073
603001.SH,0.073
603000.SH,0.186
601929.SH,0.182
601928.SH,0.174
601886.SH,0.115
601880.SH,0.226
601811.SH,0.036
601777.SH,0.121
601717.SH,0.17
601699.SH,0.283
601689.SH,0.164
601678.SH,0.195
601311.SH,0.152
601233.SH,0.138
601231.SH,0.236
601168.SH,0.445
601020.SH,0.063
601016.SH,0.146
601012.SH,0.653
601002.SH,0.111
601001.SH,0.135
601000.SH,0.292
600996.SH,0.085
600993.SH,0.152
600978.SH,0.285
600971.SH,0.146
600970.SH,0.215
600967.SH,0.234
600936.SH,0.064
600917.SH,0.038
600894.SH,0.125
600884.SH,0.305
600881.SH,0.214
600880.SH,0.118
600879.SH,0.334
600874.SH,0.185
600872.SH,0.259
600869.SH,0.114
600863.SH,0.232
600862.SH,0.108
600859.SH,0.123
600848.SH,0.169
600839.SH,0.333
600835.SH,0.166
600831.SH,0.088
600826.SH,0.085
600811.SH,0.235
600809.SH,0.259
600808.SH,0.333
600805.SH,0.13
600801.SH,0.152
600790.SH,0.122
600787.SH,0.231
600776.SH,0.076
600773.SH,0.134
600770.SH,0.137
600765.SH,0.16
600759.SH,0.137
600757.SH,0.111
600755.SH,0.331
600754.SH,0.117
600751.SH,0.197
600750.SH,0.137
600748.SH,0.096
600743.SH,0.095
600736.SH,0.123
600729.SH,0.161
600720.SH,0.149
600717.SH,0.25
600699.SH,0.295
600694.SH,0.175
600687.SH,0.189
600673.SH,0.308
600664.SH,0.212
600657.SH,0.107
600655.SH,0.278
600651.SH,0.155
600648.SH,0.164
600645.SH,0.182
600643.SH,0.526
600642.SH,0.416
600640.SH,0.1
600639.SH,0.15
600635.SH,0.263
600633.SH,0.264
600628.SH,0.121
600618.SH,0.071
600614.SH,0.311
600611.SH,0.168
600600.SH,0.284
600597.SH,0.189
600596.SH,0.137
600594.SH,0.216
600587.SH,0.151
600586.SH,0.142
600584.SH,0.361
600582.SH,0.207
600580.SH,0.118
600572.SH,0.206
600566.SH,0.203
600565.SH,0.19
600563.SH,0.183
600557.SH,0.171
600551.SH,0.077
600545.SH,0.144
600537.SH,0.099
600536.SH,0.127
600528.SH,0.325
600525.SH,0.491
600521.SH,0.306
600517.SH,0.117
600516.SH,0.778
600511.SH,0.232
600503.SH,0.317
600500.SH,0.274
600499.SH,0.246
600496.SH,0.134
600487.SH,0.577
600481.SH,0.094
600478.SH,0.198
600466.SH,0.186
600460.SH,0.111
600458.SH,0.142
600435.SH,0.319
600428.SH,0.154
600426.SH,0.341
600422.SH,0.147
600418.SH,0.234
600416.SH,0.17
600410.SH,0.178
600409.SH,0.312
600395.SH,0.135
600392.SH,0.4
600388.SH,0.301
600380.SH,0.179
600366.SH,0.194
600348.SH,0.242
600338.SH,0.157
600335.SH,0.094
600329.SH,0.121
600325.SH,0.339
600316.SH,0.185
600315.SH,0.405
600312.SH,0.224
600307.SH,0.25
600300.SH,0.164
600298.SH,0.241
600292.SH,0.097
600291.SH,0.585
600289.SH,0.118
600284.SH,0.147
600282.SH,0.241
600280.SH,0.104
600277.SH,0.157
600270.SH,0.174
600267.SH,0.177
600266.SH,0.314
600260.SH,0.282
600259.SH,0.2
600251.SH,0.091
600240.SH,0.262
600220.SH,0.121
600219.SH,0.498
600216.SH,0.149
600201.SH,0.492
600200.SH,0.198
600198.SH,0.2
600195.SH,0.097
600187.SH,0.147
600184.SH,0.092
600183.SH,0.272
600176.SH,0.47
600171.SH,0.16
600169.SH,0.173
600166.SH,0.328
600161.SH,0.254
600160.SH,0.263
600158.SH,0.227
600151.SH,0.16
600143.SH,0.238
600141.SH,0.143
600138.SH,0.297
600126.SH,0.075
600125.SH,0.239
600122.SH,0.24
600120.SH,0.221
600108.SH,0.171
600098.SH,0.148
600094.SH,0.21
600086.SH,0.173
600079.SH,0.409
600073.SH,0.156
600064.SH,0.214
600062.SH,0.223
600059.SH,0.114
600058.SH,0.16
600056.SH,0.316
600053.SH,0.109
600039.SH,0.202
600026.SH,0.229
600022.SH,0.38
600017.SH,0.211
600006.SH,0.117
300383.SZ,0.26
300376.SZ,0.147
300324.SZ,0.219
300297.SZ,0.121
300296.SZ,0.35
300291.SZ,0.198
300287.SZ,0.175
300274.SZ,0.218
300273.SZ,0.139
300266.SZ,0.361
300257.SZ,0.165
300253.SZ,0.202
300244.SZ,0.216
300202.SZ,0.114
300199.SZ,0.171
300166.SZ,0.214
300159.SZ,0.211
300156.SZ,0.358
300147.SZ,0.11
300146.SZ,0.255
300136.SZ,0.732
300134.SZ,0.219
300122.SZ,0.238
300116.SZ,0.201
300115.SZ,0.438
300113.SZ,0.2
300088.SZ,0.354
300058.SZ,0.229
300055.SZ,0.253
300043.SZ,0.12
300039.SZ,0.116
300032.SZ,0.121
300026.SZ,0.197
300010.SZ,0.126
300002.SZ,0.236
300001.SZ,0.191
002818.SZ,0.039
002815.SZ,0.039
002807.SZ,0.056
002727.SZ,0.121
002709.SZ,0.196
002707.SZ,0.126
002701.SZ,0.215
002699.SZ,0.095
002690.SZ,0.116
002681.SZ,0.107
002672.SZ,0.179
002670.SZ,0.171
002261.SZ,0.152
002254.SZ,0.139
002251.SZ,0.078
002250.SZ,0.18
002249.SZ,0.155
002244.SZ,0.258
002242.SZ,0.135
002233.SZ,0.116
002223.SZ,0.233
002221.SZ,0.237
002217.SZ,0.29
002194.SZ,0.045
002191.SZ,0.212
002190.SZ,0.112
002179.SZ,0.332
002176.SZ,0.328
002155.SZ,0.185
002147.SZ,0.105
002128.SZ,0.139
002127.SZ,0.258
002123.SZ,0.129
002122.SZ,0.183
002120.SZ,0.107
002118.SZ,0.083
002106.SZ,0.15
002093.SZ,0.085
002092.SZ,0.532
002078.SZ,0.32
002073.SZ,0.144
002064.SZ,0.153
002063.SZ,0.123
002056.SZ,0.194
002051.SZ,0.237
002050.SZ,0.383
002048.SZ,0.211
002041.SZ,0.111
002038.SZ,0.268
002030.SZ,0.245
002028.SZ,0.204
002022.SZ,0.164
002019.SZ,0.323
002018.SZ,0.159
002013.SZ,0.243
002011.SZ,0.133
002005.SZ,0.113
002004.SZ,0.285
002002.SZ,0.204
002001.SZ,0.272
001696.SZ,0.121
000999.SZ,0.274
000998.SZ,0.431
000997.SZ,0.365
000988.SZ,0.231
000979.SZ,0.243
000975.SZ,0.227
000970.SZ,0.381
000969.SZ,0.153
000960.SZ,0.285
000939.SZ,0.202
000937.SZ,0.185
000930.SZ,0.271
000926.SZ,0.229
000897.SZ,0.134
000878.SZ,0.327
000877.SZ,0.201
000860.SZ,0.199
000848.SZ,0.139
000830.SZ,0.235
000829.SZ,0.149
000825.SZ,0.275
000816.SZ,0.195
000810.SZ,0.14
000806.SZ,0.173
000786.SZ,0.334
000778.SZ,0.326
000777.SZ,0.129
000766.SZ,0.132
000762.SZ,0.17
000761.SZ,0.044
000758.SZ,0.246
000732.SZ,0.201
000729.SZ,0.22
000727.SZ,0.186
000726.SZ,0.132
000712.SZ,0.212
000703.SZ,0.199
000697.SZ,0.216
000690.SZ,0.241
000685.SZ,0.24
000681.SZ,0.1
000680.SZ,0.145
000669.SZ,0.144
000667.SZ,0.21
000662.SZ,0.099
000661.SZ,0.405
000656.SZ,0.341
000652.SZ,0.127
000636.SZ,0.162
000620.SZ,0.127
000616.SZ,0.121
000612.SZ,0.196
000600.SZ,0.179
000598.SZ,0.253
000596.SZ,0.151
000592.SZ,0.209
000587.SZ,0.165
000581.SZ,0.318
000572.SZ,0.138
000566.SZ,0.259
000563.SZ,0.217
000552.SZ,0.136
000547.SZ,0.244
000543.SZ,0.15
000541.SZ,0.131
000536.SZ,0.074
000528.SZ,0.178
000519.SZ,0.17
000517.SZ,0.073
000513.SZ,0.216
000501.SZ,0.165
000488.SZ,0.363
000426.SZ,0.139
000418.SZ,0.238
000417.SZ,0.114
000401.SZ,0.256
000400.SZ,0.25
000158.SZ,0.166
000099.SZ,0.117
000090.SZ,0.172
000089.SZ,0.225
000078.SZ,0.241
000066.SZ,0.401
000062.SZ,0.135
000061.SZ,0.15
000050.SZ,0.493
000049.SZ,0.165
000039.SZ,0.356
000031.SZ,0.213
000028.SZ,0.276
000027.SZ,0.193
000025.SZ,0.063
000021.SZ,0.151
000012.SZ,0.223
000006.SZ,0.196
002665.SZ,0.213
002663.SZ,0.12
002657.SZ,0.157
002646.SZ,0.081
002642.SZ,0.144
002640.SZ,0.21
002635.SZ,0.205
002603.SZ,0.194
002601.SZ,0.3
002589.SZ,0.166
002588.SZ,0.115
002583.SZ,0.283
002573.SZ,0.269
002572.SZ,0.534
