con_code,weight
300166.SZ,0.226
002078.SZ,0.192
300182.SZ,0.247
600525.SH,0.399
002572.SZ,0.386
000878.SZ,0.232
002073.SZ,0.189
000572.SZ,0.154
600673.SH,0.28
600575.SH,0.17
002092.SZ,0.256
601005.SH,0.126
000612.SZ,0.174
600425.SH,0.092
000598.SZ,0.272
600812.SH,0.136
000939.SZ,0.175
002375.SZ,0.197
600596.SH,0.123
600366.SH,0.231
002277.SZ,0.144
000616.SZ,0.21
000008.SZ,0.2
000592.SZ,0.254
002002.SZ,0.172
600967.SH,0.193
002479.SZ,0.15
600482.SH,0.275
000050.SZ,0.272
002353.SZ,0.213
600108.SH,0.212
002223.SZ,0.314
002022.SZ,0.239
000418.SZ,0.201
600125.SH,0.164
600587.SH,0.178
600563.SH,0.139
300043.SZ,0.211
600409.SH,0.192
600270.SH,0.169
000970.SZ,0.352
002064.SZ,0.122
600216.SH,0.232
600557.SH,0.196
002342.SZ,0.102
002508.SZ,0.351
600586.SH,0.123
600160.SH,0.239
000861.SZ,0.151
002714.SZ,0.28
600499.SH,0.245
002332.SZ,0.12
600623.SH,0.036
002384.SZ,0.15
002216.SZ,0.072
600511.SH,0.245
600545.SH,0.095
601010.SH,0.173
300010.SZ,0.215
600580.SH,0.168
600094.SH,0.296
300055.SZ,0.286
600825.SH,0.116
601001.SH,0.151
600614.SH,0.189
600664.SH,0.337
600466.SH,0.091
002001.SZ,0.322
600572.SH,0.223
600418.SH,0.281
601717.SH,0.145
600759.SH,0.229
000400.SZ,0.236
002498.SZ,0.154
601002.SH,0.104
002624.SZ,0.187
600694.SH,0.192
002030.SZ,0.349
600628.SH,0.152
600329.SH,0.103
600058.SH,0.191
603766.SH,0.233
600351.SH,0.143
603806.SH,0.101
000997.SZ,0.331
600521.SH,0.391
000758.SZ,0.281
603001.SH,0.086
600458.SH,0.177
600335.SH,0.097
600201.SH,0.443
600026.SH,0.228
002063.SZ,0.168
002122.SZ,0.107
600757.SH,0.141
600761.SH,0.124
601233.SH,0.114
600180.SH,0.122
000897.SZ,0.154
600874.SH,0.092
600872.SH,0.204
603555.SH,0.08
601880.SH,0.198
002041.SZ,0.152
000049.SZ,0.123
000680.SZ,0.131
000983.SZ,0.403
000829.SZ,0.179
600500.SH,0.256
002392.SZ,0.081
000078.SZ,0.289
000727.SZ,0.257
002299.SZ,0.323
000596.SZ,0.129
600754.SH,0.142
002327.SZ,0.098
600435.SH,0.306
600483.SH,0.094
603198.SH,0.05
002271.SZ,0.291
300202.SZ,0.175
600416.SH,0.183
002293.SZ,0.1
600787.SH,0.226
002131.SZ,0.364
600220.SH,0.161
600633.SH,0.237
600805.SH,0.157
300199.SZ,0.23
002285.SZ,0.18
