con_code,weight
000566.SZ,0.286
600507.SH,0.087
000620.SZ,0.136
600859.SH,0.158
600835.SH,0.183
002221.SZ,0.271
600601.SH,0.249
002342.SZ,0.103
000667.SZ,0.206
300244.SZ,0.268
600176.SH,0.294
002414.SZ,0.157
002022.SZ,0.218
600260.SH,0.196
600329.SH,0.108
002051.SZ,0.245
300291.SZ,0.22
600456.SH,0.106
000078.SZ,0.286
000612.SZ,0.169
000877.SZ,0.102
000997.SZ,0.333
002551.SZ,0.124
601965.SH,0.099
002216.SZ,0.077
002004.SZ,0.338
000860.SZ,0.245
600537.SH,0.189
600787.SH,0.23
002325.SZ,0.218
000777.SZ,0.185
002233.SZ,0.076
600292.SH,0.131
000587.SZ,0.179
002345.SZ,0.114
002049.SZ,0.379
600597.SH,0.237
000931.SZ,0.113
600064.SH,0.238
600717.SH,0.229
002699.SZ,0.2
002701.SZ,0.343
603698.SH,0.106
601908.SH,0.114
600851.SH,0.266
600422.SH,0.215
600483.SH,0.095
600511.SH,0.209
002678.SZ,0.068
000897.SZ,0.134
600169.SH,0.177
600418.SH,0.276
600266.SH,0.304
600088.SH,0.079
002375.SZ,0.193
000681.SZ,0.165
600809.SH,0.153
000543.SZ,0.222
600594.SH,0.287
000012.SZ,0.265
002426.SZ,0.4
600971.SH,0.077
600525.SH,0.404
600151.SH,0.257
600409.SH,0.213
000748.SZ,0.35
600565.SH,0.241
600993.SH,0.176
600750.SH,0.162
002217.SZ,0.208
600487.SH,0.34
600639.SH,0.142
601777.SH,0.175
002572.SZ,0.398
000975.SZ,0.258
002714.SZ,0.296
000426.SZ,0.161
600053.SH,0.117
601126.SH,0.101
000563.SZ,0.2
300134.SZ,0.199
000671.SZ,0.256
600805.SH,0.164
601515.SH,0.101
600122.SH,0.302
601226.SH,0.082
600545.SH,0.098
000400.SZ,0.256
600808.SH,0.204
002261.SZ,0.158
000690.SZ,0.251
002267.SZ,0.123
000983.SZ,0.38
002573.SZ,0.284
600220.SH,0.162
000939.SZ,0.174
600282.SH,0.127
600320.SH,0.224
000050.SZ,0.287
600516.SH,0.276
600628.SH,0.145
600198.SH,0.282
000581.SZ,0.276
600694.SH,0.188
000652.SZ,0.126
600017.SH,0.202
002250.SZ,0.214
002439.SZ,0.299
000887.SZ,0.39
600759.SH,0.245
002273.SZ,0.281
600536.SH,0.207
600180.SH,0.129
002085.SZ,0.377
600425.SH,0.091
600086.SH,0.176
002505.SZ,0.153
601010.SH,0.177
600874.SH,0.09
002745.SZ,0.077
600551.SH,0.102
000656.SZ,0.302
