con_code,weight
603888.SH,0.082
603883.SH,0.169
603877.SH,0.054
603868.SH,0.064
603816.SH,0.169
603806.SH,0.077
603766.SH,0.159
603658.SH,0.166
603589.SH,0.507
603569.SH,0.04
603568.SH,0.084
603556.SH,0.082
603528.SH,0.054
603515.SH,0.178
603444.SH,0.081
603377.SH,0.105
603369.SH,0.308
603355.SH,0.071
603328.SH,0.09
603228.SH,0.064
603225.SH,0.059
603198.SH,0.119
603188.SH,0.102
603169.SH,0.05
603077.SH,0.161
603025.SH,0.038
603019.SH,0.527
603001.SH,0.063
603000.SH,0.148
601969.SH,0.037
601928.SH,0.132
601880.SH,0.183
601811.SH,0.046
601777.SH,0.098
601717.SH,0.141
601699.SH,0.292
601689.SH,0.111
601678.SH,0.192
601311.SH,0.132
601233.SH,0.417
601231.SH,0.177
601200.SH,0.162
601168.SH,0.337
601128.SH,0.04
601127.SH,0.09
601020.SH,0.064
601016.SH,0.135
601002.SH,0.102
601001.SH,0.112
601000.SH,0.247
600996.SH,0.073
600993.SH,0.159
600978.SH,0.254
600971.SH,0.087
600970.SH,0.2
600967.SH,0.204
600939.SH,0.03
600936.SH,0.168
600917.SH,0.035
600908.SH,0.16
600894.SH,0.079
600885.SH,0.348
600884.SH,0.319
600881.SH,0.168
600880.SH,0.094
600879.SH,0.375
600875.SH,0.268
600874.SH,0.126
600872.SH,0.413
600869.SH,0.12
600863.SH,0.194
600862.SH,0.085
600859.SH,0.202
600848.SH,0.174
600839.SH,0.286
600835.SH,0.167
600826.SH,0.083
600823.SH,0.179
600811.SH,0.332
600808.SH,0.275
600801.SH,0.178
600787.SH,0.259
600776.SH,0.074
600773.SH,0.117
600770.SH,0.144
600765.SH,0.108
600759.SH,0.116
600757.SH,0.101
600755.SH,0.269
600754.SH,0.164
600751.SH,0.217
600750.SH,0.118
600748.SH,0.079
600743.SH,0.071
600737.SH,0.201
600729.SH,0.253
600718.SH,0.299
600717.SH,0.194
600694.SH,0.175
600687.SH,0.112
600673.SH,0.46
600664.SH,0.189
600657.SH,0.091
600655.SH,0.274
600651.SH,0.086
600648.SH,0.182
600645.SH,0.177
600643.SH,0.298
600642.SH,0.382
600640.SH,0.072
600639.SH,0.092
600635.SH,0.214
600633.SH,0.127
600628.SH,0.087
600623.SH,0.173
600618.SH,0.055
600614.SH,0.198
600611.SH,0.153
600600.SH,0.479
600598.SH,0.195
600597.SH,0.197
600594.SH,0.175
600587.SH,0.138
600584.SH,0.469
600582.SH,0.133
600580.SH,0.14
600578.SH,0.127
600575.SH,0.189
600572.SH,0.261
600566.SH,0.336
600565.SH,0.126
600563.SH,0.17
600557.SH,0.152
600545.SH,0.126
600536.SH,0.158
600525.SH,0.54
600521.SH,0.546
600517.SH,0.078
600516.SH,0.727
600511.SH,0.228
600503.SH,0.192
600500.SH,0.207
600499.SH,0.262
600481.SH,0.078
600478.SH,0.146
600466.SH,0.208
600460.SH,0.275
600458.SH,0.098
600438.SH,0.455
600435.SH,0.223
600428.SH,0.093
600426.SH,0.585
600422.SH,0.13
600418.SH,0.254
600416.SH,0.144
600410.SH,0.236
600409.SH,0.27
600395.SH,0.106
600393.SH,0.162
600392.SH,0.317
600388.SH,0.313
600380.SH,0.207
600366.SH,0.141
600348.SH,0.215
600346.SH,0.309
600338.SH,0.084
600335.SH,0.113
600329.SH,0.151
600325.SH,0.364
600317.SH,0.143
600316.SH,0.118
600315.SH,0.549
600312.SH,0.123
600307.SH,0.178
600300.SH,0.124
600298.SH,0.489
600292.SH,0.068
600291.SH,0.229
600289.SH,0.034
600284.SH,0.114
600282.SH,0.248
600280.SH,0.143
600277.SH,0.106
600270.SH,0.205
600267.SH,0.246
600266.SH,0.248
600260.SH,0.332
600259.SH,0.12
600256.SH,0.448
600240.SH,0.21
600216.SH,0.211
600201.SH,0.591
600195.SH,0.123
600187.SH,0.114
600184.SH,0.08
600183.SH,0.248
600179.SH,0.176
600176.SH,0.666
600171.SH,0.182
600169.SH,0.128
600166.SH,0.261
600161.SH,0.252
600160.SH,0.303
600158.SH,0.204
600155.SH,0.106
600151.SH,0.127
600143.SH,0.238
600141.SH,0.147
600138.SH,0.344
600126.SH,0.063
600125.SH,0.218
600122.SH,0.196
600120.SH,0.17
600108.SH,0.138
600098.SH,0.145
600094.SH,0.253
600086.SH,0.176
