STOCK,50000000.0
alpha,0.321
annualized_returns,0.297
benchmark_annualized_returns,-0.058
benchmark_total_returns,-0.159
beta,0.977
cash,758353.586
downside_risk,0.043
end_date,2019-12-31
information_ratio,4.233
max_drawdown,0.178
run_type,BACKTEST
sharpe,1.177
sortino,0.378
start_date,2017-01-03
strategy_file,../src/my_po.py
strategy_name,my_po
total_returns,1.128
total_value,106396467.32
tracking_error,0.076
unit_net_value,2.128
units,50000000.0
volatility,0.221
