con_code,weight
601998.SH,0.519
601989.SH,1.729
601988.SH,1.902
601985.SH,0.834
601901.SH,0.856
601857.SH,0.981
601818.SH,1.617
601800.SH,0.673
601788.SH,0.763
601766.SH,2.463
601688.SH,1.454
601668.SH,3.256
601628.SH,1.049
601601.SH,2.108
601398.SH,2.481
601390.SH,1.653
601377.SH,0.913
601336.SH,0.906
601328.SH,4.198
601318.SH,9.626
601288.SH,3.047
601211.SH,2.148
601198.SH,0.527
601186.SH,1.495
601169.SH,3.002
601166.SH,5.479
601088.SH,0.822
601006.SH,1.015
600999.SH,0.944
600958.SH,1.167
600893.SH,0.641
600887.SH,2.686
600837.SH,3.11
600637.SH,0.762
600547.SH,0.675
600519.SH,4.371
600518.SH,1.282
600485.SH,0.523
600111.SH,0.689
600109.SH,0.691
600104.SH,2.216
600100.SH,0.601
600050.SH,1.462
600048.SH,1.652
600036.SH,4.918
600030.SH,3.195
600029.SH,0.663
600028.SH,1.482
600016.SH,5.236
600000.SH,3.519
