con_code,weight
601998.SH,0.526
601989.SH,1.727
601988.SH,1.856
601985.SH,0.81
601901.SH,0.785
601857.SH,1.033
601818.SH,1.598
601800.SH,0.595
601788.SH,0.769
601766.SH,2.393
601688.SH,1.484
601668.SH,3.298
601628.SH,1.054
601601.SH,2.244
601398.SH,2.44
601390.SH,1.625
601377.SH,0.902
601336.SH,0.947
601328.SH,4.068
601318.SH,9.728
601288.SH,3.018
601211.SH,2.156
601198.SH,0.52
601186.SH,1.391
601169.SH,3.019
601166.SH,5.599
601088.SH,0.838
601006.SH,1.044
600999.SH,0.943
600958.SH,1.165
600893.SH,0.665
600887.SH,2.746
600837.SH,3.23
600637.SH,0.748
600547.SH,0.676
600519.SH,4.257
600518.SH,1.313
600485.SH,0.525
600111.SH,0.67
600109.SH,0.696
600104.SH,2.186
600100.SH,0.594
600050.SH,1.364
600048.SH,1.613
600036.SH,4.82
600030.SH,3.19
600029.SH,0.632
600028.SH,1.559
600016.SH,5.379
600000.SH,3.56
