con_code,weight
603993.SH,0.457
603259.SH,0.17
601989.SH,0.981
601988.SH,1.397
601939.SH,0.884
601888.SH,1.578
601857.SH,0.941
601818.SH,1.118
601766.SH,1.37
601688.SH,1.322
601668.SH,2.208
601800.SH,0.46
601628.SH,0.883
601601.SH,2.167
601398.SH,2.173
601390.SH,0.847
601336.SH,0.828
601328.SH,2.851
601319.SH,0.173
601318.SH,17.044
601288.SH,2.463
601229.SH,1.181
601211.SH,1.459
601186.SH,0.798
601166.SH,4.969
601138.SH,0.291
601111.SH,0.478
601088.SH,1.132
601066.SH,0.155
600887.SH,3.398
600837.SH,2.003
600703.SH,0.5
600690.SH,1.1
600585.SH,1.412
600519.SH,8.729
600340.SH,0.94
600309.SH,1.233
600276.SH,3.702
600196.SH,0.472
600104.SH,1.555
600050.SH,0.986
600048.SH,1.811
600036.SH,6.735
600031.SH,1.479
600030.SH,3.266
600029.SH,0.447
600028.SH,1.259
600019.SH,1.015
600016.SH,2.691
600000.SH,2.489
