con_code,weight
601688.SH,1.778
601727.SH,0.663
601390.SH,1.112
601989.SH,1.647
601088.SH,0.791
600048.SH,1.859
600111.SH,0.776
601211.SH,0.756
601669.SH,0.692
600028.SH,1.401
600029.SH,0.685
601668.SH,2.56
600016.SH,5.868
600000.SH,3.799
600104.SH,1.947
601766.SH,2.275
601800.SH,0.488
601006.SH,1.004
601186.SH,0.861
601628.SH,0.959
601601.SH,2.302
601988.SH,1.95
600109.SH,0.649
601857.SH,0.977
601318.SH,9.883
600958.SH,1.174
601998.SH,0.519
600036.SH,5.123
601169.SH,2.913
600837.SH,3.417
601919.SH,0.523
600999.SH,1.391
600010.SH,0.76
600795.SH,0.952
601788.SH,0.542
600887.SH,2.725
600030.SH,3.546
601818.SH,1.669
600637.SH,0.884
600893.SH,0.786
600519.SH,4.156
601398.SH,2.931
601288.SH,3.272
601166.SH,5.714
601336.SH,0.971
601985.SH,0.843
600518.SH,1.293
600050.SH,0.968
601328.SH,4.249
601377.SH,0.995
