con_code,weight
603993.SH,0.409
601989.SH,0.903
601988.SH,1.724
601985.SH,0.62
601881.SH,0.128
601878.SH,0.083
601857.SH,1.121
601818.SH,1.372
601800.SH,0.406
601766.SH,1.45
601688.SH,1.194
601669.SH,0.582
601668.SH,2.678
601628.SH,0.888
601601.SH,2.269
601398.SH,2.649
601390.SH,0.906
601336.SH,0.782
601328.SH,3.589
601318.SH,14.603
601288.SH,2.978
601229.SH,0.29
601211.SH,1.369
601186.SH,0.915
601169.SH,2.126
601166.SH,4.308
601088.SH,0.876
601006.SH,1.084
600999.SH,0.785
600958.SH,0.697
600919.SH,1.082
600887.SH,4.092
600837.SH,1.84
600606.SH,0.53
600547.SH,0.457
600519.SH,8.189
600518.SH,1.723
600340.SH,0.695
600309.SH,1.081
600111.SH,0.572
600104.SH,2.757
600050.SH,1.069
600048.SH,1.905
600036.SH,6.441
600030.SH,3.183
600029.SH,0.762
600028.SH,1.608
600019.SH,1.615
600016.SH,3.929
600000.SH,2.687
