con_code,weight
603993.SH,0.654
603259.SH,0.183
601989.SH,0.927
601988.SH,1.573
601939.SH,0.937
601888.SH,1.211
601857.SH,1.232
601818.SH,1.309
601800.SH,0.564
601766.SH,1.789
601688.SH,1.461
601668.SH,2.509
601628.SH,0.919
601601.SH,2.078
601398.SH,2.411
601390.SH,1.066
601360.SH,0.206
601336.SH,0.813
601328.SH,3.418
601318.SH,14.741
601288.SH,2.83
601229.SH,1.306
601211.SH,1.71
601186.SH,1.02
601169.SH,1.847
601166.SH,4.327
601138.SH,0.347
601088.SH,0.786
601006.SH,1.032
600887.SH,3.194
600703.SH,0.685
600690.SH,1.172
600606.SH,0.494
600585.SH,1.378
600547.SH,0.471
600519.SH,7.374
600340.SH,1.107
600309.SH,1.247
600276.SH,3.087
600196.SH,0.562
600104.SH,1.929
600050.SH,1.163
600048.SH,1.832
600036.SH,6.363
600030.SH,3.597
600029.SH,0.558
600028.SH,1.451
600019.SH,1.298
600016.SH,3.151
600000.SH,2.679
