con_code,weight
600029.SH,0.483
600028.SH,1.318
600019.SH,1.097
600016.SH,2.964
600000.SH,2.554
603993.SH,0.557
603259.SH,0.162
601989.SH,0.918
601988.SH,1.598
601939.SH,0.916
601888.SH,1.477
601857.SH,1.131
601818.SH,1.195
601800.SH,0.501
601766.SH,1.504
601688.SH,1.189
601668.SH,2.302
601628.SH,0.85
601601.SH,2.115
601398.SH,2.365
601390.SH,0.937
601360.SH,0.169
601336.SH,0.841
601328.SH,3.2
601318.SH,16.725
601288.SH,2.755
601229.SH,1.202
601211.SH,1.416
601186.SH,0.845
601169.SH,1.678
601166.SH,4.28
601138.SH,0.316
601088.SH,0.711
601006.SH,0.972
600887.SH,3.565
600703.SH,0.513
600690.SH,1.137
600606.SH,0.479
600585.SH,1.546
600547.SH,0.451
600519.SH,8.74
600340.SH,1.043
600309.SH,1.167
600276.SH,3.221
600196.SH,0.486
600104.SH,1.641
600050.SH,1.079
600048.SH,1.696
600036.SH,6.896
600030.SH,3.097
