con_code,weight
603993.SH,0.514
603259.SH,1.129
601989.SH,0.801
601988.SH,1.299
601939.SH,0.811
601888.SH,1.45
601857.SH,0.946
601818.SH,1.173
601766.SH,1.16
601688.SH,1.497
601668.SH,1.97
601628.SH,0.97
601601.SH,1.986
601398.SH,2.118
601390.SH,0.808
601336.SH,0.685
601328.SH,2.583
601319.SH,0.135
601318.SH,15.458
601288.SH,2.36
601236.SH,0.112
601211.SH,1.392
601186.SH,0.779
601166.SH,4.808
601138.SH,0.545
601111.SH,0.484
601088.SH,1.005
601066.SH,0.227
601012.SH,1.095
600887.SH,3.15
600837.SH,2.089
600703.SH,0.75
600690.SH,1.2
600585.SH,1.83
600547.SH,0.566
600519.SH,9.926
600340.SH,0.578
600309.SH,1.472
600276.SH,4.524
600196.SH,0.447
600104.SH,1.396
600050.SH,0.916
600048.SH,1.934
600036.SH,6.472
600031.SH,1.679
600030.SH,3.325
600028.SH,1.141
600016.SH,2.615
600009.SH,1.267
600000.SH,2.425
