con_code,weight
601766.SH,2.283
601688.SH,1.487
601668.SH,3.388
601628.SH,1.023
601601.SH,2.225
601398.SH,2.425
601390.SH,1.684
601377.SH,0.914
601336.SH,0.931
601328.SH,4.041
601318.SH,9.784
601288.SH,3.021
601211.SH,2.168
601198.SH,0.564
601186.SH,1.403
601169.SH,3.027
601166.SH,5.487
601088.SH,0.816
601006.SH,1.073
600999.SH,0.952
600958.SH,1.232
600893.SH,0.651
600887.SH,2.721
600837.SH,3.249
600637.SH,0.78
600547.SH,0.691
600519.SH,4.28
600518.SH,1.351
600485.SH,0.544
600111.SH,0.682
600109.SH,0.703
600104.SH,1.977
600100.SH,0.628
600050.SH,1.58
600048.SH,1.656
600036.SH,4.628
600030.SH,3.222
600029.SH,0.628
600028.SH,1.45
600016.SH,5.472
600000.SH,3.573
601998.SH,0.501
601989.SH,1.659
601988.SH,1.848
601985.SH,0.84
601901.SH,0.797
601857.SH,0.984
601818.SH,1.587
601800.SH,0.591
601788.SH,0.796
