con_code,weight
603993.SH,0.241
601989.SH,0.843
601988.SH,1.669
601881.SH,0.212
601878.SH,0.055
601857.SH,1.161
601818.SH,1.325
601800.SH,0.427
601766.SH,1.333
601688.SH,1.119
601668.SH,2.529
601628.SH,0.821
601601.SH,2.297
601398.SH,2.617
601390.SH,0.895
601360.SH,0.22
601336.SH,0.853
601328.SH,3.444
601318.SH,15.216
601288.SH,3.102
601229.SH,1.427
601211.SH,1.225
601186.SH,1.088
601169.SH,1.924
601166.SH,4.192
601088.SH,0.816
601006.SH,1.145
600999.SH,0.668
600958.SH,0.701
600887.SH,3.281
600703.SH,0.888
600690.SH,1.215
600606.SH,0.524
600585.SH,1.656
600547.SH,0.374
600519.SH,7.387
600340.SH,0.662
600309.SH,1.804
600276.SH,3.26
600111.SH,0.498
600104.SH,2.279
600050.SH,1.165
600048.SH,1.949
600036.SH,6.508
600030.SH,2.805
600029.SH,0.529
600028.SH,1.604
600019.SH,1.565
600016.SH,3.777
600000.SH,2.705
