con_code,weight
601857.SH,0.985
600893.SH,0.757
600028.SH,1.391
600029.SH,0.695
601088.SH,0.781
601377.SH,0.972
600111.SH,0.814
601166.SH,5.7
601998.SH,0.487
601985.SH,0.894
601788.SH,0.557
601186.SH,0.964
601989.SH,1.63
601668.SH,2.238
601169.SH,2.948
601390.SH,1.093
600109.SH,0.686
601988.SH,1.897
600518.SH,1.264
601818.SH,1.679
601288.SH,3.431
601318.SH,9.734
601688.SH,1.733
600050.SH,0.906
600519.SH,4.114
601919.SH,0.544
601601.SH,2.384
600999.SH,1.344
600795.SH,0.969
600030.SH,3.582
601328.SH,4.338
600000.SH,3.776
600637.SH,0.894
600010.SH,0.783
601398.SH,3.021
601669.SH,0.661
601006.SH,1.074
601800.SH,0.451
600036.SH,5.062
601211.SH,0.761
601336.SH,0.945
600887.SH,2.835
601766.SH,2.357
601727.SH,0.627
600958.SH,1.245
600048.SH,1.722
600837.SH,3.499
600104.SH,1.882
600016.SH,5.921
601628.SH,0.973
