ts_code,total_mv,ln_total_mv
600230.SH,288304.4517,12.571772324714356
600237.SH,438515.152,12.991149644359309
002428.SZ,1143613.12,13.949703211907332
600007.SH,2009528.6553,14.513410752685123
000756.SZ,493897.8564,13.110084006369469
300068.SZ,1378749.42,14.136687428878863
002646.SZ,922050.0,13.734354731003265
601369.SH,1042257.8682,13.856899944958972
002518.SZ,1123749.2965,13.93218123873885
600597.SH,1534604.0135,14.243782934061784
601818.SH,17317944.245,16.66725376150208
002166.SZ,508995.5054,13.14019446523827
000529.SZ,477540.4899,13.076404230910072
600841.SH,1227232.7993,14.020272436177345
300295.SZ,622274.4,13.341136431996201
300126.SZ,376543.832,12.838789739100557
600827.SH,2155275.0853,14.583428923164627
300378.SZ,758117.6844,13.538593909037852
000708.SZ,502888.0891,13.128122937449271
603399.SH,581127.7554,13.27272590047444
603288.SH,8337943.926,15.93632721228633
300158.SZ,478073.4,13.077519556170358
002626.SZ,941760.0,13.755505744027245
600816.SH,2883150.5298,14.87439418816072
002043.SZ,823860.6816,13.621756718868541
000833.SZ,993913.5524,13.809405512440152
600833.SH,356045.8098,12.78281468076919
002188.SZ,870294.6051,13.67658705986146
000778.SZ,1686851.3081,14.338374217809537
002107.SZ,569633.724,13.252748843787945
002676.SZ,967200.0,13.78216057828272
600758.SH,1391832.7259,14.146131944480441
000566.SZ,1147396.2689,13.953005819357973
002320.SZ,591973.2,13.291216642571143
600499.SH,1184218.5662,13.984593677220717
002503.SZ,1593146.88,14.281221788031544
600871.SH,5416639.1611,15.50498610010825
002067.SZ,869691.045,13.675893306870828
601225.SH,5320000.0,15.486983861317826
600695.SH,593795.3035,13.294289932051822
002398.SZ,453434.436,13.024605964766966
000958.SZ,766079.8921,13.549041741064771
000050.SZ,2984340.3247,14.908889283635041
000048.SZ,1343071.9222,14.11047002745938
002075.SZ,3056378.9042,14.932741408559238
600332.SH,3203167.6193,14.979650759192053
600234.SH,261357.6311,12.47364498249038
002025.SZ,1068639.0,13.881896434190198
000725.SZ,8120358.6486,15.909884879709256
000543.SZ,1276552.3323,14.059673511533086
600131.SH,518240.6593,13.158195006594838
002799.SZ,360600.0,12.795524589751354
