ts_code,total_mv,ln_total_mv
300190.SZ,546812.4514,13.211861154969888
603908.SH,238950.27,12.384010733949168
002199.SZ,370032.3918,12.821345826193937
000070.SZ,596898.9982,13.299503195817254
300566.SZ,477630.72,13.076593160600023
600892.SH,529253.1218,13.17922208751538
002290.SZ,326448.0839,12.69602620709227
002803.SZ,517128.0,13.156045705052179
603077.SH,1819237.547,14.413928041057417
002826.SZ,283441.68,12.554761666702143
002027.SZ,16708320.3854,16.631417379983944
002121.SZ,1259723.0368,14.046402442701956
002069.SZ,571023.0918,13.25518492880117
300099.SZ,412945.3003,12.931070418377395
002873.SZ,286540.8,12.565636213374784
002310.SZ,5517817.5662,15.523492971632539
300415.SZ,770256.0,13.55447820610725
002569.SZ,456992.64,13.032422564713832
600802.SH,316191.3954,12.664102990863523
002330.SZ,438246.0,12.990535675531332
603599.SH,751077.6,13.529264254303015
002810.SZ,226477.2,12.330399556586785
300590.SZ,464000.0,13.047639831208393
000613.SZ,288731.3,12.573251776816235
300697.SZ,409280.0,12.922154797372615
603606.SH,443151.1544,13.001666197150175
002140.SZ,503572.9889,13.129483943693215
002200.SZ,244344.345,12.406333759397961
002068.SZ,754692.0126,13.534065014673825
002236.SZ,7084559.9817,15.773428323560783
300254.SZ,215598.78,12.281174459373881
002435.SZ,847571.525,13.650130509955897
601088.SH,45925133.6306,17.642523098818444
600860.SH,286116.0,12.564152601976406
600765.SH,956943.936,13.771500085646936
600729.SH,1012662.4063,13.828093466383871
300467.SZ,1035160.4595,13.850067005998515
002529.SZ,409240.0,12.922057059992877
000829.SZ,1012468.2073,13.827901677272305
002585.SZ,775862.595,13.561730715187945
002831.SZ,2337658.44,14.664660319666078
600401.SH,543367.5425,13.205541243789275
600891.SH,476776.2399,13.074802561067104
002463.SZ,895675.4732,13.705333431259298
603959.SH,720832.0,13.488161379407368
000839.SZ,3782632.4297,15.145930735188415
300274.SZ,2744829.047,14.825229353026488
600152.SH,358257.1873,12.789006407736208
600540.SH,234990.7332,12.367301359157297
002686.SZ,554295.6083,13.225453412410607
601311.SH,1136852.6178,13.943774140584088
300648.SZ,479857.6,13.081244672203146
600616.SH,492490.5667,13.107230585502213
000889.SZ,841331.6415,13.642741203077705
300570.SZ,491503.1616,13.105223651102078
601519.SH,985899.2,13.80130939712148
002094.SZ,706194.5572,13.467646055281614
603067.SH,295460.0,12.596288742875599
601677.SH,767569.6198,13.550984464166735
300379.SZ,356262.7765,12.783423873781553
000685.SZ,1529690.471,14.240575966365943
300268.SZ,258352.0,12.462078275121403
600202.SH,238437.898,12.381864169660044
600675.SH,1150108.5892,13.95536692127294
603018.SH,615093.1808,13.32952904880758
002795.SZ,319000.0,12.672946381766982
603038.SH,283788.578,12.555984796245589
002030.SZ,1372274.4535,14.131980106257005
300239.SZ,249332.8924,12.426544199837743
601333.SH,3973864.257,15.195249543734969
300583.SZ,436166.226,12.985778701966561
300636.SZ,246820.728,12.416417554520692
000411.SZ,425272.3893,12.960485158607609
