ts_code,total_mv,ln_total_mv
300268.SZ,244952.0,12.408817551965006
600202.SH,291338.9107,12.58224251006549
600675.SH,1153842.708,13.958608415200489
603018.SH,584846.164,13.279104124110605
002795.SZ,311200.0,12.648191071286373
603038.SH,273715.628,12.519844992412203
002030.SZ,1253387.4961,14.041360440737632
300239.SZ,256706.8782,12.455690161202247
601333.SH,3718856.925,15.128926900803895
300583.SZ,422451.6653,12.953830317578193
300636.SZ,243162.318,12.401484474635119
000411.SZ,414692.4421,12.935292421086482
603238.SH,266520.0,12.493204566676473
603386.SH,390886.6,12.876172771326505
601158.SH,3201600.0,14.979161242811607
000021.SZ,1366799.9482,14.127982761324532
603360.SH,293481.34,12.589569338716375
000875.SZ,776965.6608,13.56315143377858
002663.SZ,1012882.2149,13.828310502926598
002572.SZ,3472082.9256,15.06026523857854
300153.SZ,371520.0,12.825357977491663
000861.SZ,686212.1568,13.438942125367308
002083.SZ,608360.0034,13.318522096575101
300658.SZ,285000.0,12.560244459250788
603197.SH,536555.8656,13.192925965361496
600196.SH,10027931.6699,16.120884924306115
002329.SZ,607289.0254,13.316760110587852
600757.SH,881110.0982,13.688937866690292
000615.SZ,855712.1834,13.659689364238643
002420.SZ,199698.0,12.204561504331222
300154.SZ,288166.92,12.571295174557866
002249.SZ,1599770.4012,14.285370677663007
000622.SZ,203258.028,12.222231524785007
300329.SZ,226412.1819,12.33011243084242
600249.SH,322850.0,12.684943098054614
603826.SH,549360.0,13.216509243294558
600397.SH,334606.4401,12.720710314510425
000428.SZ,419797.512,12.947527759719378
600321.SH,620836.05,13.338822316397094
600648.SH,2131050.3057,14.572125517418733
600967.SH,2106970.8758,14.560761870099432
600039.SH,1473094.4081,14.202875785787407
000738.SZ,1626812.1356,14.30213291278576
600888.SH,552672.5793,13.222521024323573
600340.SH,12561478.46,16.34614542386028
603159.SH,250300.0,12.430415477419865
600812.SH,805617.5361,13.599364387900321
300156.SZ,1682700.6754,14.335910605543194
002712.SZ,722375.4215,13.490300257111862
000061.SZ,1323632.0222,14.095890047997745
000889.SZ,799047.42,13.591175572173801
300570.SZ,434463.9552,12.98186826328444
601519.SH,920305.1,13.732460524482788
002094.SZ,736028.235,13.50902375974692
603067.SH,281600.0,12.548242903266024
601677.SH,749280.1055,13.526868165219195
300379.SZ,364573.7277,12.806484080758766
000685.SZ,1557717.5867,14.25873222242237
300648.SZ,358810.0,12.790548279458443
002382.SZ,828044.625,13.626822326842653
600616.SH,465730.3688,13.051362137924412
600926.SH,4587864.9578,15.338925323014433
002166.SZ,459145.4301,13.037122280035588
600841.SH,1086829.0468,13.898774883081847
300126.SZ,203707.6696,12.224441252954307
300718.SZ,445100.0,13.006054255003946
000708.SZ,536144.3166,13.192158651200426
002626.SZ,1120147.6614,13.928971075116792
600816.SH,5897553.722,15.590048199506073
002909.SZ,297480.0,12.603102274817237
603833.SH,5593932.9712,15.53719317040554
600545.SH,1848027.6701,14.429629504069508
002676.SZ,447840.0,13.01219130474928
002852.SZ,552840.0,13.222823907717963
002067.SZ,714309.483,13.47907159698942
601225.SH,9950000.0,16.113083109134777
000050.SZ,2657884.3174,14.793040994885326
300669.SZ,199133.0,12.201728222174314
600332.SH,4565220.9848,15.333977479339005
002025.SZ,967395.0,13.782362170864795
002915.SZ,510720.0,13.143576773803526
600113.SH,359699.4,12.793023961625611
603089.SH,248647.77,12.423792595673149
600131.SH,325160.725,12.692074877529569
002628.SZ,528727.4262,13.178228315665304
600665.SH,391447.502,12.877606690913222
300629.SZ,327200.1636,12.698327383710604
300382.SZ,440308.3036,12.995230450525817
600774.SH,297476.4577,12.603090367055065
603318.SH,581965.1857,13.274165906539505
000750.SZ,2149926.4057,14.580944169611012
300190.SZ,515604.7928,13.153095845581934
603908.SH,228680.01,12.340078969107136
002199.SZ,367597.9681,12.814745141972876
300109.SZ,661955.8179,13.402954092359584
000070.SZ,610065.8879,13.321322243267335
300566.SZ,502756.086,13.127860412981818
600892.SH,608137.5724,13.318156405747755
002290.SZ,310186.3577,12.644928549711691
002803.SZ,509704.0,13.14158544405092
603077.SH,1881056.2986,14.44734403797881
002826.SZ,339409.08,12.7349613845181
002027.SZ,17564530.0684,16.68139208946138
002121.SZ,1220312.7072,14.014617701242802
000638.SZ,329820.4,12.706303542864756
002069.SZ,549689.726,13.217109263479436
300099.SZ,412945.3003,12.931070418377395
002873.SZ,283510.08,12.555002957073416
002310.SZ,4949726.303,15.414842840692964
300415.SZ,713664.0,13.478167542325034
600802.SH,301680.1961,12.617122781958546
002330.SZ,441258.0,12.997385017376907
603599.SH,837816.4804,13.638554358344807
002810.SZ,215010.0,12.278439817656075
300590.SZ,391840.0,12.878608872185994
000613.SZ,320043.9,12.676213452866564
300697.SZ,434400.0,12.981721047601862
603606.SH,420415.8975,12.94899973244598
002140.SZ,479487.1241,13.080472320181793
002200.SZ,215987.88,12.282977573980904
002068.SZ,749602.5675,13.527298435060569
002236.SZ,7707792.5497,15.85774239451903
300254.SZ,208516.308,12.247772532989632
002435.SZ,865730.2664,13.671328668357763
601088.SH,51514116.9785,17.757366444158393
600860.SH,268392.0,12.500203877376133
600765.SH,920377.7856,13.73253950125886
600729.SH,1072828.6191,13.885809287607204
300467.SZ,1025642.7845,13.840830080834593
002529.SZ,394420.0,12.88517161036406
000829.SZ,977445.7221,13.792698042036536
002585.SZ,755049.5895,13.534538707531183
002831.SZ,2354458.86,14.671821475588905
600401.SH,505568.0613,13.133437949922332
600891.SH,451455.222,13.02023147084117
002463.SZ,780158.4496,13.567252318548356
603959.SH,702240.0,13.46203050492206
300624.SZ,408560.0,12.920394061321526
000839.SZ,3496485.106,15.067268766428727
300274.SZ,2530457.1742,14.743910545644018
600152.SH,281141.5566,12.54661358161369
600540.SH,205322.5645,12.232337506855345
002686.SZ,533913.8353,13.187989747806768
601311.SH,1099523.1289,13.910387124590173
600358.SH,335782.8789,12.724220036322173
300485.SZ,668640.0,13.413001077681741
600461.SH,493496.0156,13.109270064064216
603117.SH,405455.4574,12.912766300388173
000663.SZ,730738.7884,13.501811340262567
601113.SH,1168769.15,13.971461744477539
603003.SH,514339.6201,13.150639065739233
002391.SZ,533477.4911,13.187172157831068
600356.SH,251233.0889,12.43413642822945
600498.SH,3073357.6293,14.938281212245567
603886.SH,489360.0,13.100853693916447
600763.SH,1166167.68,13.969233443443434
603000.SH,1313560.9745,14.088252308423517
300095.SZ,291607.3576,12.58316351062274
603320.SH,255500.0,12.450977688625896
300471.SZ,363572.334,12.803733549281628
300516.SZ,574440.0,13.261150932174555
300184.SZ,802342.6355,13.595291021922703
601002.SH,814092.63,13.609829434579192
002611.SZ,1508839.7732,14.226851551330434
603329.SH,465168.0,13.050153909642441
603069.SH,438608.0,12.991361354653662
600976.SH,367696.4442,12.81501299685914
000788.SZ,486325.7388,13.094633922813582
600290.SH,994713.6959,13.810210231920752
300142.SZ,2936504.6394,14.892730533851518
002332.SZ,738467.0058,13.51233170263662
603232.SH,264740.0,12.486503491267761
