ts_code,total_mv,ln_total_mv
000739.SZ,855564.5053,13.659516770173239
002314.SZ,1235414.9196,14.026917438907292
600744.SH,883437.6399,13.691575985228718
600329.SH,1384740.4099,14.141023250361348
601199.SH,647162.8807,13.380353289404255
600161.SH,2434498.4694,14.705251325892434
002185.SZ,1515221.3032,14.231072060977205
002604.SZ,574379.8231,13.261046169184144
002337.SZ,348460.524,12.761280228735163
002295.SZ,354880.61,12.779536702033555
603960.SH,351760.0,12.770704403854692
600068.SH,5106698.1499,15.446063598713627
600584.SH,2200227.5969,14.604071366114
002779.SZ,333432.0,12.717194225496808
000593.SZ,318464.336,12.671265772842439
600316.SH,1165311.082,13.96849863251356
300502.SZ,582232.8,13.274625646734902
000790.SZ,378867.7877,12.844942578085217
603229.SH,325600.0,12.693424913110523
600818.SH,697863.4126,13.455778678641751
601137.SH,747645.8919,13.524684738313553
603898.SH,1069743.3,13.882929271113856
603909.SH,407400.0,12.917550782774843
002820.SZ,450048.0,13.017109522724684
002198.SZ,689198.3736,13.443284423795635
601866.SH,4217608.125,15.254778730299478
603665.SH,405700.0,12.913369249194538
600359.SH,294146.3842,12.59183282784921
600137.SH,403744.643,12.908537885319525
300250.SZ,419710.4552,12.9473203601384
603017.SH,484933.135,13.091766294435851
300350.SZ,548582.2921,13.215092578619805
000639.SZ,873153.029,13.67986611041082
300448.SZ,487943.4095,13.09795471397158
000971.SZ,865586.3199,13.671162382767397
300426.SZ,964400.0,13.779261425289153
002296.SZ,412438.7799,12.929843061379032
300406.SZ,829372.1765,13.628424279692053
300625.SZ,920920.0,13.733128449358306
000670.SZ,436895.6376,12.98744962999611
300628.SZ,2222552.55,14.6141668906351
600217.SH,921602.7534,13.733869556549509
300383.SZ,1948235.3196,14.482434556504828
002550.SZ,770560.0,13.554872802222484
300048.SZ,586371.1219,13.281708181923108
002722.SZ,599218.2409,13.303381152811248
002111.SZ,696453.3673,13.453756117053157
600229.SH,680331.0337,13.430334772961373
603556.SH,1679646.178,14.33409372086506
000880.SZ,342364.62,12.743631588471617
300063.SZ,598575.8068,13.302308457279263
300055.SZ,1658559.2904,14.32145988614237
300494.SZ,574560.0,13.26135980945991
600210.SH,931276.001,13.744310968823049
600230.SH,861971.4729,13.666977455014683
600237.SH,344265.4347,12.749168251315657
002465.SZ,2579668.5368,14.763171474535767
600007.SH,2071980.1724,14.544015313010705
300068.SZ,1377737.55,14.135953255232144
300552.SZ,362780.0,12.801551868911961
601369.SH,1089782.2049,13.901488422221897
002518.SZ,848693.486,13.651453370660256
601818.SH,18438242.525,16.729937463795768
600926.SH,5408697.0269,15.503518776509786
002166.SZ,486694.1559,13.095391188147234
600841.SH,1314768.4721,14.08917114124831
300126.SZ,265705.656,12.490144418687313
000708.SZ,529403.1894,13.179505593313092
002626.SZ,893898.7942,13.703347842154573
300266.SZ,2974059.8157,14.905438518678254
000705.SZ,348824.7106,12.762324813117692
300204.SZ,753576.3871,13.532585668287357
300027.SZ,2272320.3477,14.636312046991275
600716.SH,490495.7492,13.103171891691083
002701.SZ,1509699.6096,14.22742125496137
600377.SH,4977294.53,15.420397034309541
002445.SZ,1043033.8195,13.857644158672947
600560.SH,292975.605,12.587844625147284
600306.SH,254026.0971,12.445192285211009
002357.SZ,333238.8453,12.716614765012622
603701.SH,299096.0,12.60851987107492
000035.SZ,863274.7462,13.66848828116051
600197.SH,840105.0,13.641282163007647
603580.SH,255212.76,12.449852829202813
600516.SH,2673294.3878,14.798822122913858
300436.SZ,545228.3151,13.208959912709044
601222.SH,1358350.7006,14.121781801625046
300433.SZ,7479406.9424,15.827664061031976
000813.SZ,1900776.5664,14.457773079791641
600722.SH,723179.8156,13.491413177825484
600834.SH,601978.5822,13.30797714591719
300613.SZ,777339.552,13.56363253775241
600368.SH,491942.9039,13.106117939756501
300165.SZ,386493.12,12.86486934607498
002527.SZ,671645.4248,13.41748583858677
002133.SZ,432746.5938,12.977907601950287
000510.SZ,576286.4123,13.264360059669796
601231.SH,3255181.6757,14.995758646414401
600207.SH,649805.8484,13.384428902484421
300528.SZ,633433.6918,13.358910603651825
000691.SZ,214328.01,12.275262877540255
002551.SZ,730634.5666,13.501668704843878
600766.SH,279835.0739,12.54195568682419
600712.SH,388883.927,12.871036189899167
300167.SZ,342874.08,12.745118545042722
601628.SH,77388762.29,18.16435213796718
300315.SZ,2285971.7546,14.642301767442536
000938.SZ,6190238.4791,15.638484170429154
600887.SH,12832769.228,16.367512553364058
002354.SZ,1945376.7991,14.480966243315725
300307.SZ,850120.0,13.653132794972628
300637.SZ,288960.0,12.574043549210758
000625.SZ,6858182.0737,15.740952960748528
300273.SZ,977689.0578,13.792946961654515
300432.SZ,1322914.514,14.095347825741106
000952.SZ,371769.0427,12.82602808748929
600630.SH,512807.9476,13.147656682908435
300420.SZ,409049.7617,12.921592094372306
600466.SH,1878181.4823,14.445814570023886
300639.SZ,401400.0,12.902713715344374
300296.SZ,3135653.0013,14.9583480042346
002716.SZ,1046921.2297,13.86136425273399
600508.SH,850639.086,13.653743211839297
603078.SH,477660.0,13.076654461310678
000584.SZ,805908.1814,13.599725096140958
000022.SZ,1869170.0533,14.441005068548034
000877.SZ,1218060.1425,14.01277010411174
600015.SH,11835339.7807,16.286600510336438
600586.SH,730905.0924,13.5020388977448
300545.SZ,478951.5399,13.079354701964027
603980.SH,1349500.0,14.115244711440196
000830.SZ,1035656.57,13.85054615070558
300098.SZ,1418645.266,14.165212936165336
000927.SZ,855013.2747,13.658872273763283
603779.SH,435635.2,12.984560474856954
300576.SZ,281280.0,12.54710589347895
002629.SZ,315964.116,12.663383929158943
000410.SZ,576399.5757,13.264556406986484
600177.SH,3649494.8527,15.110099319460444
002160.SZ,527268.517,13.175465217686398
601558.SH,880467.6,13.688208408967085
603611.SH,508265.6692,13.138759560725155
601229.SH,15245298.55,16.53978172168273
603160.SH,4627555.0,15.347539208826474
300419.SZ,491686.7905,13.105597188080853
300377.SZ,859111.0628,13.663653485740305
600497.SH,2986759.4429,14.909699559271527
002641.SZ,599788.8,13.304332872231742
300129.SZ,524956.944,13.171071526782068
600738.SH,667980.4069,13.412014121100597
603999.SH,623808.0,13.343597907696882
002618.SZ,671202.0,13.416825413868477
600775.SH,956788.9399,13.77133810264263
300464.SZ,266387.2625,12.492706403066833
600052.SH,443740.6478,13.002995544169393
002535.SZ,430503.8107,12.972711454610979
600308.SH,684190.9915,13.43599238496717
002699.SZ,1309784.724,14.085373348848789
000656.SZ,3147243.9381,14.962037687532442
600391.SH,902243.56,13.712639784768283
603009.SH,570462.7267,13.25420311170641
600662.SH,853223.3747,13.656776661711321
002562.SZ,747129.2179,13.523993431618399
002180.SZ,2403557.0665,14.692460309117294
600218.SH,334829.54,12.72137684548543
601106.SH,2000628.0,14.508971689236537
002598.SZ,362544.0,12.800901125221339
600633.SH,2594734.4383,14.768994733430228
603330.SH,334860.0,12.721467813010534
601375.SH,3970819.5164,15.194483058664975
002462.SZ,958012.6286,13.77261623912081
002605.SZ,551668.0007,13.220701696309577
300366.SZ,885595.8128,13.694015932271439
300551.SZ,279428.24,12.540500794426814
600549.SH,2405420.576,14.693235321908706
600874.SH,2922963.8246,14.888108667896374
600067.SH,1026572.1788,13.841735828409929
300409.SZ,863225.0,13.668430654508525
