ts_code,total_mv,ln_total_mv
600230.SH,1039955.3426,13.854688330387923
600237.SH,226312.1956,12.329670721464286
002465.SZ,2050872.6684,14.533775952435938
300732.SZ,497275.2,13.116898874165127
600007.SH,1463581.5219,14.196397086945005
300068.SZ,1059496.8362,13.873304670560502
300552.SZ,211393.792,12.261477985856523
601369.SH,1014398.7742,13.829806654265315
002518.SZ,548530.272,13.21499774769408
002913.SZ,610780.48,13.32249289372819
601818.SH,18948606.9746,16.757240976215478
600926.SH,3939993.9318,15.186689741120647
002166.SZ,347201.4014,12.757660298050508
600841.SH,804288.1622,13.59771289464385
300634.SZ,1808445.21,14.407978034090092
300126.SZ,145291.7328,11.886498950486109
300718.SZ,412434.0,12.929831471955508
000708.SZ,385592.4758,12.862536328561342
002626.SZ,1073295.0349,13.886243946445685
600816.SH,3472902.5786,15.060501280253014
002909.SZ,302736.0,12.620616417571542
603680.SH,1245300.0,14.03488702270924
300593.SZ,210513.88,12.257306868173023
603833.SH,4831158.3037,15.390596811308512
600545.SH,1506853.331,14.22553414772293
002676.SZ,231840.0,12.35380275755451
000566.SZ,1366706.7871,14.12791459899017
002852.SZ,447950.0,13.012436898025724
002067.SZ,431068.282,12.97402178345182
601225.SH,7330000.0,15.807486073862835
600695.SH,269519.0659,12.504394412283393
000050.SZ,2920623.4707,14.88730766881589
601990.SH,3012925.3753,14.91842205023187
300669.SZ,177998.8,12.089532087678464
600332.SH,6421874.2486,15.675220572094505
002025.SZ,1056198.0,13.870186225672416
002915.SZ,343840.0,12.747931711876337
600113.SH,259659.0,12.467124510716811
603089.SH,204166.38,12.226690528650291
600131.SH,330201.9765,12.707459796216453
002628.SZ,301603.2319,12.61686763090733
600665.SH,297258.1472,12.602356222756057
300629.SZ,221700.1109,12.309080895829808
300382.SZ,378547.2347,12.844096138525243
600774.SH,242834.3621,12.400134852453697
603318.SH,487189.1506,13.096407726246454
000750.SZ,1437499.8125,14.178415921218852
300190.SZ,455903.1848,13.03003575191962
603908.SH,178929.27,12.09474586706984
002199.SZ,236139.0921,12.372176283700597
300109.SZ,517649.4161,13.157053489211396
000070.SZ,501595.7968,13.125549888680412
300566.SZ,297491.9337,12.603142389986795
600892.SH,464355.276,13.048405219258697
002290.SZ,265284.5767,12.4885584031174
002803.SZ,364240.0,12.805568270008663
603077.SH,1527806.2894,14.239343466719227
002826.SZ,314366.04,12.658313318435944
002027.SZ,14589812.9983,16.495834103302368
000638.SZ,178523.8,12.092477204647066
002069.SZ,267378.1849,12.496419358048218
300099.SZ,324600.4387,12.690350285571265
002873.SZ,328805.568,12.703221876327348
300415.SZ,362016.0,12.799443688726193
600802.SH,295570.2175,12.59666171027393
002330.SZ,256522.0,12.454969709895433
603599.SH,638004.4524,13.366100540985961
000547.SZ,1092236.4773,13.903737966146519
002810.SZ,186692.352,12.13721736457721
300090.SZ,514781.6396,13.151498088955428
300590.SZ,366240.0,12.811044135186394
000613.SZ,285818.5,12.563112272963796
