ts_code,total_mv,ln_total_mv
600230.SH,329784.9901,12.706196175943365
600237.SH,421584.0651,12.951774479242621
002465.SZ,2961137.2825,14.90108396956858
002428.SZ,1194556.48,13.993285528012345
600007.SH,1416239.2428,14.163515495743875
000756.SZ,503044.113,13.128433145037667
300068.SZ,890530.56,13.699572698922001
002646.SZ,724050.0,13.492615729756748
601369.SH,1006204.9231,13.821696309792243
002518.SZ,831120.1693,13.630529671445423
600597.SH,1316781.3107,14.09070091583642
601818.SH,16150966.87,16.59749047395237
002166.SZ,537418.7939,13.194532946453775
000529.SZ,459442.9897,13.037770142786725
600841.SH,870156.5893,13.676428462136073
300295.SZ,667600.56,13.41144530959511
000835.SZ,427823.37,12.966465702469366
300126.SZ,363030.024,12.802240820570445
600827.SH,2352929.1972,14.671171576819034
600330.SH,817183.8989,13.61361943896596
300378.SZ,802783.6939,13.59584058416341
000708.SZ,426488.6475,12.96334102774015
603288.SH,7582901.292,15.841406440586614
300158.SZ,452160.0,13.0217913784783
002626.SZ,875520.0,13.682573274536214
600816.SH,2709701.3267,14.812348975232329
002043.SZ,491997.7765,13.10622947615529
000833.SZ,546084.3123,13.210528660937658
600833.SH,364969.2637,12.807568419977752
002188.SZ,852918.6715,13.656419477848562
000778.SZ,1799793.8363,14.403182680917826
002107.SZ,596329.668,13.298548927353325
600545.SH,491296.2606,13.104802606892276
002676.SZ,551200.0,13.219852998681587
600758.SH,1169246.7601,13.971870304662763
000524.SZ,343025.0024,12.745558616785951
000566.SZ,1132672.0773,13.94009006943267
002320.SZ,608582.52,13.318887794376273
600499.SH,989436.4897,13.804890857730399
002503.SZ,1518912.0,14.233504847049177
600871.SH,8881591.1049,15.999491277397537
002067.SZ,662934.306,13.40443117828581
601225.SH,3970000.0,15.194276652663373
600695.SH,672547.6,13.418828168622444
002398.SZ,405794.688,12.913602616095961
000958.SZ,776551.4877,13.562618226777662
000050.SZ,2306208.5326,14.65111540616488
000048.SZ,1438810.2466,14.179327112407382
