ts_code,total_mv,ln_total_mv
600230.SH,1130565.313,13.93822834258286
600237.SH,251144.4564,12.433783576069759
002465.SZ,2217407.3917,14.611849229813524
600007.SH,1608630.2068,14.290893571592344
300068.SZ,1395456.1964,14.148731942286357
300552.SZ,287959.064,12.570573610126505
601369.SH,1145500.3929,13.951352123869954
002518.SZ,660946.4069,13.401428036726788
002913.SZ,662207.044,13.403333541308415
601818.SH,20785729.5344,16.849777229133984
600926.SH,4294710.6474,15.27289474149194
002166.SZ,407983.5107,12.918982037618612
600841.SH,934291.6367,13.747543913333512
300634.SZ,1894847.37,14.45464884971924
300126.SZ,171334.3368,12.05137211256138
300718.SZ,506000.0,13.134291948269603
000708.SZ,453003.7478,13.02365567772013
002626.SZ,1160835.4685,13.964650535305852
600816.SH,4419063.4386,15.301438339882202
002909.SZ,246960.0,12.416981659176042
603680.SH,1528380.0,14.239718908889573
300593.SZ,245522.5,12.411143871711637
603833.SH,5982143.5075,15.604289507770604
600545.SH,1575088.1988,14.269821827912066
002676.SZ,270720.0,12.508840355399995
002852.SZ,584800.0,13.279025187417705
002067.SZ,495389.989,13.113100587920416
601225.SH,8390000.0,15.942551078443389
600695.SH,478591.9033,13.078603536845694
000050.SZ,3344584.9423,15.022853160826099
300669.SZ,209910.6,12.25443700477184
600332.SH,6929121.0246,15.751243526844629
002025.SZ,1006005.0,13.821497599808398
002915.SZ,401856.0,12.903849094473781
600113.SH,300439.8,12.613002680109405
603089.SH,258248.07,12.46167591357545
600131.SH,312557.5961,12.65254403869605
002628.SZ,353222.367,12.774853072433956
600665.SH,335279.5381,12.722719904943506
300629.SZ,269500.1348,12.504324169516593
300382.SZ,430010.6032,12.971565145970377
600774.SH,293897.6626,12.59098689933013
603318.SH,520663.2396,13.162858738617732
000750.SZ,1673570.1629,14.330469724598695
300190.SZ,494799.6872,13.111908287325654
603908.SH,232614.72,12.357138801673084
002199.SZ,232000.5719,12.354495115731616
300109.SZ,591516.9296,13.290445583461828
000070.SZ,542977.45,13.204823069508619
300566.SZ,370839.9825,12.823525934530755
600892.SH,644502.7446,13.376234359847269
002290.SZ,367223.7553,12.813726628718754
002803.SZ,447528.0,13.011494384572039
603077.SH,1554300.0401,14.256535867270385
002826.SZ,346049.28,12.754336471643658
002027.SZ,15277227.0581,16.541873849978785
002121.SZ,914001.5361,13.725587531069449
000638.SZ,215651.8,12.28142034889949
002069.SZ,310756.0288,12.64676340998927
300099.SZ,368772.8695,12.817936203696119
002873.SZ,329797.44,12.706233926797339
300415.SZ,441072.0,12.996963406408776
002569.SZ,231016.5,12.350244415524461
600802.SH,300152.7015,12.612046629139234
002330.SZ,313248.0,12.654750488061158
603599.SH,728616.8837,13.498903336085261
000547.SZ,1332414.132,14.102502991669912
002810.SZ,281997.56,12.549653697400549
300590.SZ,412480.0,12.92994299873296
000613.SZ,403058.7,12.906837487890025
300697.SZ,396960.0,12.891590798925629
600365.SH,290400.0,12.579014561932778
603606.SH,406551.1178,12.915464951109513
002140.SZ,396970.7353,12.8916178423427
002200.SZ,161668.6774,11.993304318699938
002068.SZ,641997.1553,13.372339151665397
002236.SZ,7014989.8346,15.763559822422852
300254.SZ,220181.556,12.30220773954465
002435.SZ,866711.82,13.672461812966443
601088.SH,41788092.576,17.548121990309916
600860.SH,232944.0,12.358553360313108
600729.SH,1518790.3452,14.2334247504589
300467.SZ,821692.6064,13.61912164594768
000829.SZ,876323.6775,13.683490796535127
