STOCK,50000000.0
alpha,-0.011
annualized_returns,-0.068
benchmark_annualized_returns,-0.058
benchmark_total_returns,-0.159
beta,0.989
cash,328207.263
downside_risk,0.02
end_date,2019-12-31
information_ratio,-0.402
max_drawdown,0.419
run_type,BACKTEST
sharpe,-0.342
sortino,-0.234
start_date,2017-01-03
strategy_file,../src/semi_cr.py
strategy_name,semi_cr
total_returns,-0.184
total_value,40782610.712
tracking_error,0.026
unit_net_value,0.816
units,50000000.0
volatility,0.212
